Unnamed: 0,vg_image_id,vg_object_id,image_file,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,llava_output
10462,2358446,802693,http://manynames.upf.edu//2358446_802693_carpet.png,https://cs.stanford.edu/people/rak248/VG_100K/2358446.jpg,carpet,home,furnishing.n.02,{'floor': 1.0},1.0,{'None': 1.0},2358446.jpg,"instrumentality, instrumentation","[{'31': ['floor', 'carpet']}, {'4': ['cat']}]",carpet,"{'cat': 0.17, 'carpet': 1.0, 'floor': 1.0, 'carpeting': 'NA'}","{'cat': {'bounding box': 1.0}, 'carpet': {'None': 1.0}, 'floor': {'None': 1.0}, 'carpeting': 'NA'}",32,0.8125,0.8180914641842123,3,home,train,"{'cat': {'cat': 1.0, 'carpet': 0.0, 'floor': 0.0, 'carpeting': 'NA'}, 'carpet': {'cat': 0.0, 'carpet': 1.0, 'floor': 1.0, 'carpeting': 'NA'}, 'floor': {'cat': 0.0, 'carpet': 1.0, 'floor': 1.0, 'carpeting': 'NA'}, 'carpeting': {'cat': 'NA', 'carpet': 'NA', 'floor': 'NA', 'carpeting': 'NA'}}","[0, 132, 500, 243]","[0, 150, 596, 297]","{'carpet': 26, 'floor': 5, 'carpeting': 1, 'cat': 4}","[['Remote'], ['Television'], ['Remote'], ['Remote'], ['Remote']]"
20730,2399592,1168300,http://manynames.upf.edu//2399592_1168300_counter.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2399592.jpg,cabinet,home,furnishing.n.02,"{'table': 0.67, 'vanity': 1.0, 'counter': 0.33, 'counter top': 0.33}",0.83,"{'linguistic': 0.3, 'None': 0.7}",2399592.jpg,"instrumentality, instrumentation","[{'14': ['table', 'vanity', 'cabinet']}, {'14': ['countertop', 'counter']}, {'6': ['sink']}]",counter,"{'table': 0.33, 'sink': 0.33, 'counter': 0.5, 'vanity': 1.0, 'cabinet': 0.83, 'countertop': 'NA'}","{'table': {'None': 0.3, 'visual': 0.3, 'other': 0.3}, 'sink': {'bounding box': 1.0}, 'counter': {'bounding box': 0.7, 'None': 0.3}, 'vanity': {'None': 1.0}, 'cabinet': {'None': 0.7, 'linguistic': 0.3}, 'countertop': 'NA'}",23,0.5217391304347826,1.7135971524443745,4,home,train,"{'table': {'table': 1.0, 'sink': 0.0, 'counter': 0.33, 'vanity': 0.67, 'cabinet': 0.67, 'counter top': 0.33}, 'sink': {'table': 0.0, 'sink': 1.0, 'counter': 0.0, 'vanity': 0.0, 'cabinet': 0.0, 'counter top': 0.0}, 'counter': {'table': 0.33, 'sink': 0.0, 'counter': 1.0, 'vanity': 0.33, 'cabinet': 0.33, 'counter top': 1.0}, 'vanity': {'table': 0.67, 'sink': 0.0, 'counter': 0.33, 'vanity': 1.0, 'cabinet': 1.0, 'counter top': 0.33}, 'cabinet': {'table': 0.67, 'sink': 0.0, 'counter': 0.33, 'vanity': 1.0, 'cabinet': 1.0, 'counter top': 0.33}, 'counter top': {'table': 0.33, 'sink': 0.0, 'counter': 1.0, 'vanity': 0.33, 'cabinet': 0.33, 'counter top': 1.0}}","[25, 182, 305, 90]","[23, 210, 371, 114]","{'counter': 12, 'vanity': 5, 'cabinet': 4, 'countertop': 2, 'sink': 6, 'table': 5, 'bathroom vanity': 1, 'bathroom counter': 1}","[['Toilet'], ['Toilet'], ['Toilet'], ['Toilet'], ['Toilet']]"
15559,2376683,570571,http://manynames.upf.edu//2376683_570571_bench.png,https://cs.stanford.edu/people/rak248/VG_100K/2376683.jpg,bench,home,furnishing.n.02,{'chair': 1.0},1.0,{'None': 1.0},2376683.jpg,"instrumentality, instrumentation","[{'29': ['chair', 'bench']}, {'2': ['jacket']}]",bench,"{'chair': 0.33, 'jacket': 0.33, 'bench': 1.0}","{'chair': {'visual': 0.7, 'linguistic': 0.3}, 'jacket': {'bounding box': 1.0}, 'bench': {'None': 1.0}}",26,1.0,0.0,1,home,train,"{'chair': {'chair': 1.0, 'jacket': 0.0, 'bench': 1.0}, 'jacket': {'chair': 0.0, 'jacket': 1.0, 'bench': 0.0}, 'bench': {'chair': 1.0, 'jacket': 0.0, 'bench': 1.0}}","[135, 154, 365, 184]","[147, 168, 422, 216]","{'bench': 26, 'chair': 3, 'jacket': 2, 'fence': 1, 'coat': 1, 'garden chair': 1, 'furniture': 1}","[['Bench'], ['Bench'], ['Bench'], ['Bench'], ['Bench']]"
7258,2346116,3619521,http://manynames.upf.edu//2346116_3619521_table.png,https://cs.stanford.edu/people/rak248/VG_100K/2346116.jpg,table,home,furnishing.n.02,{'dining table': 1.0},0.83,"{'bounding box': 0.3, 'None': 0.7}",2346116.jpg,"instrumentality, instrumentation","[{'30': ['table', 'dining table']}, {'3': ['pizza']}]",table,"{'pizza': 0.5, 'table': 0.83, 'dining table': 0.83}","{'pizza': {'bounding box': 1.0}, 'table': {'bounding box': 0.3, 'None': 0.7}, 'dining table': {'bounding box': 0.3, 'None': 0.7}}",30,0.9333333333333332,0.3533593350214213,2,home,train,"{'pizza': {'pizza': 1.0, 'table': 0.0, 'dining table': 0.0}, 'table': {'pizza': 0.0, 'table': 1.0, 'dining table': 1.0}, 'dining table': {'pizza': 0.0, 'table': 1.0, 'dining table': 1.0}}","[0, 104, 479, 271]","[0, 117, 578, 330]","{'table': 28, 'dining table': 2, 'pizza': 3, 'plate': 1, 'tablecloth': 1, 'desk': 1}","[['Pizza'], ['Pizza'], ['Pizza'], ['Pizza'], ['Pizza']]"
5699,2339346,2824311,http://manynames.upf.edu//2339346_2824311_chair.png,https://cs.stanford.edu/people/rak248/VG_100K/2339346.jpg,chair,home,furnishing.n.02,{'seat': 1.0},1.0,{'None': 1.0},2339346.jpg,"instrumentality, instrumentation","[{'31': ['seat', 'chair']}]",chair,"{'chair': 1.0, 'seat': 1.0}","{'chair': {'None': 1.0}, 'seat': {'None': 1.0}}",31,0.935483870967742,0.345117314944953,2,home,val,"{'chair': {'chair': 1.0, 'seat': 1.0}, 'seat': {'chair': 1.0, 'seat': 1.0}}","[88, 233, 163, 232]","[72, 201, 153, 214]","{'chair': 29, 'seat': 2, 'bench': 1, 'outfit': 1, 'clothing': 1, 't-shirt': 1, 'pant': 1}","[['Umbrella'], ['Umbrella'], ['Umbrella'], ['Umbrella'], ['Umbrella']]"
15605,2376838,1881339,http://manynames.upf.edu//2376838_1881339_chair.png,https://cs.stanford.edu/people/rak248/VG_100K/2376838.jpg,chair,home,furnishing.n.02,"{'sofa': 0.67, 'suitcase': 0.33}",0.17,"{'visual': 0.7, 'other': 0.3}",2376838.jpg,"instrumentality, instrumentation","[{'28': ['sofa', 'chair']}, {'4': ['suitcase']}]",chair,"{'sofa': 0.0, 'chair': 0.17, 'suitcase': 1.0}","{'sofa': {'visual': 0.7, 'other': 0.3}, 'chair': {'visual': 0.7, 'other': 0.3}, 'suitcase': {'None': 1.0}}",30,0.8666666666666667,0.5665095065529052,2,home,test,"{'sofa': {'sofa': 1.0, 'chair': 0.67, 'suitcase': 0.33}, 'chair': {'sofa': 0.67, 'chair': 1.0, 'suitcase': 0.33}, 'suitcase': {'sofa': 0.33, 'chair': 0.33, 'suitcase': 1.0}}","[55, 186, 212, 234]","[42, 159, 197, 216]","{'chair': 26, 'suitcase': 4, 'sofa': 2, 'dress': 1, 'clothes': 1, 'luggage': 1}","[['Suitcase'], ['Suitcase'], ['Suitcase'], ['Suitcase'], ['Suitcase']]"
2972,2324345,2841360,http://manynames.upf.edu//2324345_2841360_keyboard.png,https://cs.stanford.edu/people/rak248/VG_100K/2324345.jpg,desk,home,furnishing.n.02,"{'tray': 0.75, 'keyboard': 0.25}",0.75,"{'bounding box': 0.2, 'None': 0.8}",2324345.jpg,"instrumentality, instrumentation","[{'14': ['tray', 'desk']}, {'17': ['keyboard']}]",keyboard,"{'keyboard': 0.5, 'desk': 0.75, 'tray': 0.5}","{'keyboard': {'bounding box': 0.8, 'None': 0.2}, 'desk': {'None': 0.8, 'bounding box': 0.2}, 'tray': {'visual': 0.5, 'None': 0.5}}",31,0.5483870967741935,1.2604408810349512,3,home,train,"{'keyboard': {'keyboard': 1.0, 'desk': 0.25, 'tray': 0.25}, 'desk': {'keyboard': 0.25, 'desk': 1.0, 'tray': 0.75}, 'tray': {'keyboard': 0.25, 'desk': 0.75, 'tray': 1.0}}","[0, 215, 500, 124]","[0, 249, 596, 155]","{'keyboard': 17, 'desk': 12, 'tray': 2, 'shelf': 1, 'table': 1, 'ledge': 1, 'keyboard tray': 1, 'lap top': 1}","[['Keyboard'], ['Keyboard'], ['Keyboard'], ['Keyboard'], ['Keyboard']]"
25220,2417584,3509302,http://manynames.upf.edu//2417584_3509302_counter.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417584.jpg,counter,home,furnishing.n.02,{'cabinet': 1.0},1.0,{'None': 1.0},2417584.jpg,"instrumentality, instrumentation","[{'20': ['counter', 'cabinet']}, {'4': ['dog']}]",counter,"{'dog': 0.33, 'counter': 1.0, 'cabinet': 1.0}","{'dog': {'bounding box': 1.0}, 'counter': {'None': 1.0}, 'cabinet': {'None': 1.0}}",20,0.7,0.8812908992306926,2,home,train,"{'dog': {'dog': 1.0, 'counter': 0.0, 'cabinet': 0.0}, 'counter': {'dog': 0.0, 'counter': 1.0, 'cabinet': 1.0}, 'cabinet': {'dog': 0.0, 'counter': 1.0, 'cabinet': 1.0}}","[0, 117, 350, 384]","[0, 98, 313, 349]","{'counter': 14, 'cabinet': 6, 'dog': 4, 'plat': 1, 'food': 1, 'pizza': 1, 'vanity': 1, 'kitchen counter': 1, 'cupboard': 1, 'cake': 1, 'kitchen island': 1, 'kitchen cabinets': 1}","[['Cake'], ['Cake'], ['Cake'], ['Cake'], ['Cake']]"
17946,2386460,1285838,http://manynames.upf.edu//2386460_1285838_desk.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2386460.jpg,table,home,furnishing.n.02,{'desk': 1.0},1.0,{'None': 1.0},2386460.jpg,"instrumentality, instrumentation","[{'24': ['table', 'desk']}, {'2': ['paper']}, {'2': ['succors']}]",desk,"{'succors': 0.33, 'paper': 0.33, 'desk': 1.0, 'table': 1.0}","{'succors': {'bounding box': 0.3, 'linguistic': 0.7}, 'paper': {'bounding box': 1.0}, 'desk': {'None': 1.0}, 'table': {'None': 1.0}}",24,0.7083333333333334,0.8708644692353644,2,home,train,"{'succors': {'succors': 1.0, 'paper': 0.0, 'desk': 0.0, 'table': 0.0}, 'paper': {'succors': 0.0, 'paper': 1.0, 'desk': 0.0, 'table': 0.0}, 'desk': {'succors': 0.0, 'paper': 0.0, 'desk': 1.0, 'table': 1.0}, 'table': {'succors': 0.0, 'paper': 0.0, 'desk': 1.0, 'table': 1.0}}","[152, 101, 181, 322]","[129, 83, 169, 295]","{'desk': 17, 'table': 7, 'paper': 2, 'succors': 2, 'scissors': 1, 'counter': 1, 'workstation': 1, 'scissor': 1, 'cap': 1, 'wood': 1, 'lap top': 1}","[['Laptop'], ['Laptop'], ['Laptop'], ['Laptop'], ['Laptop']]"
5748,2339621,2462549,http://manynames.upf.edu//2339621_2462549_desk.png,https://cs.stanford.edu/people/rak248/VG_100K/2339621.jpg,desk,home,furnishing.n.02,{'table': 1.0},1.0,{'None': 1.0},2339621.jpg,"instrumentality, instrumentation","[{'32': ['table', 'desk']}, {'2': ['electronics']}]",desk,"{'electronics': 0.17, 'desk': 1.0, 'table': 0.83}","{'electronics': {'bounding box': 1.0}, 'desk': {'None': 1.0}, 'table': {'None': 0.7, 'visual': 0.3}}",32,0.8125,0.6962122601251459,2,home,train,"{'electronics': {'electronics': 1.0, 'desk': 0.0, 'table': 0.0}, 'desk': {'electronics': 0.0, 'desk': 1.0, 'table': 1.0}, 'table': {'electronics': 0.0, 'desk': 1.0, 'table': 1.0}}","[0, 197, 497, 178]","[0, 228, 596, 219]","{'desk': 26, 'table': 6, 'electronics': 2, 'desktop': 1, 'lap top': 1}","[['Keyboard'], ['Keyboard'], ['Keyboard'], ['Keyboard'], ['Keyboard']]"
12691,2366247,629561,http://manynames.upf.edu//2366247_629561_table.png,https://cs.stanford.edu/people/rak248/VG_100K/2366247.jpg,table,home,furnishing.n.02,{},1.0,{'None': 1.0},2366247.jpg,"instrumentality, instrumentation","[{'21': ['table']}, {'14': ['cake']}]",table,"{'cake': 0.17, 'table': 1.0}","{'cake': {'bounding box': 1.0}, 'table': {'None': 1.0}}",21,1.0,0.0,1,home,train,"{'cake': {'cake': 1.0, 'table': 0.0}, 'table': {'cake': 0.0, 'table': 1.0}}","[0, 115, 500, 218]","[0, 130, 597, 267]","{'table': 21, 'cake': 14}","[['Cake'], ['Cake'], ['Cake'], ['Cake'], ['Cake']]"
15857,2377726,716728,http://manynames.upf.edu//2377726_716728_pan.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2377726.jpg,pot,home,kitchen_utensil.n.01,"{'bowl': 0.67, 'pan': 1.0}",0.83,"{'bounding box': 0.3, 'None': 0.7}",2377726.jpg,"instrumentality, instrumentation","[{'14': ['noodles', 'food', 'pasta']}, {'17': ['pan', 'bowl']}]",pan,"{'pasta': 0.67, 'food': 0.67, 'noodles': 0.67, 'pan': 0.83, 'bowl': 0.67}","{'pasta': {'bounding box': 0.7, 'None': 0.3}, 'food': {'bounding box': 0.7, 'None': 0.3}, 'noodles': {'bounding box': 0.7, 'None': 0.3}, 'pan': {'None': 0.7, 'bounding box': 0.3}, 'bowl': {'None': 0.3, 'bounding box': 0.7}}",17,0.7058823529411765,0.8739810481273578,2,home,train,"{'pasta': {'pasta': 1.0, 'food': 1.0, 'noodles': 1.0, 'pan': 0.0, 'bowl': 0.0}, 'food': {'pasta': 1.0, 'food': 1.0, 'noodles': 1.0, 'pan': 0.0, 'bowl': 0.0}, 'noodles': {'pasta': 1.0, 'food': 1.0, 'noodles': 1.0, 'pan': 0.0, 'bowl': 0.0}, 'pan': {'pasta': 0.0, 'food': 0.0, 'noodles': 0.0, 'pan': 1.0, 'bowl': 0.67}, 'bowl': {'pasta': 0.0, 'food': 0.0, 'noodles': 0.0, 'pan': 0.67, 'bowl': 1.0}}","[0, 178, 357, 314]","[0, 152, 323, 288]","{'pan': 12, 'bowl': 5, 'pasta': 6, 'food': 6, 'noodles': 2, 'meal': 1, 'frying pan': 1, 'macaroni': 1, 'macaroni dish': 1, 'pasha': 1}","[['Bread'], ['Bread'], ['Bread'], ['Bread'], ['Bread']]"
3592,2327961,3302126,http://manynames.upf.edu//2327961_3302126_couch.png,https://cs.stanford.edu/people/rak248/VG_100K/2327961.jpg,couch,home,furnishing.n.02,{'sofa': 1.0},1.0,{'None': 1.0},2327961.jpg,"instrumentality, instrumentation","[{'35': ['sofa', 'couch']}]",couch,"{'couch': 1.0, 'sofa': 1.0}","{'couch': {'None': 1.0}, 'sofa': {'None': 1.0}}",35,0.7714285714285715,0.7755126581331478,2,home,train,"{'couch': {'couch': 1.0, 'sofa': 1.0}, 'sofa': {'couch': 1.0, 'sofa': 1.0}}","[176, 202, 315, 171]","[203, 234, 382, 211]","{'couch': 27, 'sofa': 8, 'loveseat': 1}","[['Couch'], ['Couch'], ['Couch'], ['Couch'], ['Couch']]"
6840,2344398,3631530,http://manynames.upf.edu//2344398_3631530_counter.png,https://cs.stanford.edu/people/rak248/VG_100K/2344398.jpg,counter,home,furnishing.n.02,"{'cabinet': 0.67, 'table': 0.67, 'countertop': 0.67}",1.0,{'None': 1.0},2344398.jpg,"instrumentality, instrumentation","[{'28': ['counter', 'countertop', 'cabinet']}, {'23': ['counter', 'table']}]",counter,"{'table': 0.33, 'counter': 1.0, 'cabinet': 0.83, 'countertop': 0.83, 'furniture': 'NA'}","{'table': {'visual': 0.7, 'other': 0.3}, 'counter': {'None': 1.0}, 'cabinet': {'None': 0.7, 'bounding box': 0.3}, 'countertop': {'None': 0.7, 'bounding box': 0.3}, 'furniture': 'NA'}",29,0.6896551724137931,1.3256167917569774,4,home,train,"{'table': {'table': 1.0, 'counter': 0.67, 'cabinet': 0.33, 'countertop': 0.33, 'furniture': 'NA'}, 'counter': {'table': 0.67, 'counter': 1.0, 'cabinet': 0.67, 'countertop': 0.67, 'furniture': 'NA'}, 'cabinet': {'table': 0.33, 'counter': 0.67, 'cabinet': 1.0, 'countertop': 0.67, 'furniture': 'NA'}, 'countertop': {'table': 0.33, 'counter': 0.67, 'cabinet': 0.67, 'countertop': 1.0, 'furniture': 'NA'}, 'furniture': {'table': 'NA', 'counter': 'NA', 'cabinet': 'NA', 'countertop': 'NA', 'furniture': 'NA'}}","[0, 242, 226, 189]","[0, 209, 209, 176]","{'counter': 20, 'cabinet': 4, 'countertop': 4, 'furniture': 1, 'table': 3, 'bar': 1, 'island': 1, 'wooden': 1, 'chair': 1}","[['Coffee maker'], ['Pizza box'], ['Red box'], ['Coffee maker'], ['Pizza box']]"
23107,2409200,246843,http://manynames.upf.edu//2409200_246843_blender.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2409200.jpg,blender,home,kitchen_utensil.n.01,{'mixer': 1.0},1.0,{'None': 1.0},2409200.jpg,"instrumentality, instrumentation","[{'31': ['mixer', 'blender']}, {'2': ['juice']}]",blender,"{'juice': 0.67, 'blender': 1.0, 'mixer': 0.67}","{'juice': {'bounding box': 0.7, 'None': 0.3}, 'blender': {'None': 1.0}, 'mixer': {'visual': 0.7, 'None': 0.3}}",31,0.9032258064516128,0.4586858162005403,2,home,val,"{'juice': {'juice': 1.0, 'blender': 0.0, 'mixer': 0.0}, 'blender': {'juice': 0.0, 'blender': 1.0, 'mixer': 1.0}, 'mixer': {'juice': 0.0, 'blender': 1.0, 'mixer': 1.0}}","[0, 0, 265, 500]","[0, 0, 244, 447]","{'blender': 28, 'mixer': 3, 'juice': 2, 'glass': 1, 'cup': 1, 'pitcher': 1}","[['Blender'], ['Blender'], ['Blender'], ['Blender'], ['Blender']]"
22143,2405459,331888,http://manynames.upf.edu//2405459_331888_bed.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405459.jpg,bed,home,furnishing.n.02,{},1.0,{'None': 1.0},2405459.jpg,"instrumentality, instrumentation",[{'35': ['bed']}],bed,{'bed': 1.0},{'bed': {'None': 1.0}},35,1.0,0.0,1,home,train,{'bed': {'bed': 1.0}},"[130, 137, 329, 222]","[148, 156, 399, 272]","{'bed': 35, 'bed set': 1}","[['Bed'], ['Bed'], ['Bed'], ['Bed'], ['Bed']]"
21850,2404332,377738,http://manynames.upf.edu//2404332_377738_bed.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2404332.jpg,bed,home,furnishing.n.02,{},1.0,{'None': 1.0},2404332.jpg,"instrumentality, instrumentation",[{'35': ['bed']}],bed,{'bed': 1.0},{'bed': {'None': 1.0}},35,1.0,0.0,1,home,train,{'bed': {'bed': 1.0}},"[8, 163, 391, 332]","[0, 139, 357, 304]","{'bed': 35, 'bedframe': 1}","[['Bed'], ['Bed'], ['Bed'], ['Bed'], ['Bed']]"
20187,2397156,436748,http://manynames.upf.edu//2397156_436748_desk.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397156.jpg,desk,home,furnishing.n.02,{'table': 1.0},1.0,{'None': 1.0},2397156.jpg,"instrumentality, instrumentation","[{'32': ['table', 'desk']}]",desk,"{'desk': 1.0, 'table': 1.0}","{'desk': {'None': 1.0}, 'table': {'None': 1.0}}",32,0.9375,0.3372900666170139,2,home,train,"{'desk': {'desk': 1.0, 'table': 1.0}, 'table': {'desk': 1.0, 'table': 1.0}}","[0, 181, 374, 318]","[0, 155, 335, 291]","{'desk': 30, 'table': 2, 'officer counter': 1, 'desktop': 1, 'workstation': 1, 'book': 1}","[['Red box'], ['Computer'], ['Computer'], ['Red box'], ['Computer']]"
16385,2379764,1354663,http://manynames.upf.edu//2379764_1354663_bed.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379764.jpg,bed,home,furnishing.n.02,{'bed cover': 0.33},1.0,{'None': 1.0},2379764.jpg,"instrumentality, instrumentation","[{'2': ['bed cover']}, {'2': ['pillow']}, {'31': ['bed']}]",bed,"{'pillow': 0.33, 'bed': 1.0, 'bed cover': 0.83}","{'pillow': {'bounding box': 1.0}, 'bed': {'None': 1.0}, 'bed cover': {'None': 0.7, 'bounding box': 0.3}}",33,0.9393939393939394,0.3298460702071463,2,home,train,"{'pillow': {'pillow': 1.0, 'bed': 0.0, 'bed cover': 0.0}, 'bed': {'pillow': 0.0, 'bed': 1.0, 'bed cover': 0.33}, 'bed cover': {'pillow': 0.0, 'bed': 0.33, 'bed cover': 1.0}}","[72, 166, 423, 166]","[79, 191, 512, 205]","{'bed': 31, 'bed cover': 2, 'pillow': 2, 'cot': 1}","[['Bed'], ['Bed'], ['Pillow'], ['Bed'], ['Bed']]"
220,1344,1640334,http://manynames.upf.edu//1344_1640334_chair.png,https://cs.stanford.edu/people/rak248/VG_100K_2/1344.jpg,chair,home,furnishing.n.02,{},1.0,{'None': 1.0},1344.jpg,"instrumentality, instrumentation",[{'34': ['chair']}],chair,{'chair': 1.0},{'chair': {'None': 1.0}},34,1.0,0.0,1,home,train,{'chair': {'chair': 1.0}},"[83, 5, 188, 203]","[67, 0, 175, 188]","{'chair': 34, 'mirror': 1, 'furniture': 1}","[['Rooster'], ['Rooster'], ['Rooster'], ['Rooster'], ['Rooster']]"
24670,2415174,144520,http://manynames.upf.edu//2415174_144520_table.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415174.jpg,buffet,home,furnishing.n.02,"{'wood': 0.33, 'cabinet': 0.67, 'counter': 0.67, 'desk': 0.67, 'table': 0.67}",0.5,"{'other': 0.7, 'None': 0.3}",2415174.jpg,"instrumentality, instrumentation","[{'25': ['counter', 'desk', 'cabinet', 'table']}, {'2': ['wood']}, {'2': ['bowl']}]",table,"{'wood': 0.33, 'bowl': 0.5, 'table': 1.0, 'desk': 0.5, 'counter': 1.0, 'cabinet': 0.67, 'furniture': 'NA'}","{'wood': {'None': 0.3, 'other': 0.3, 'visual': 0.3}, 'bowl': {'bounding box': 0.7, 'None': 0.3}, 'table': {'None': 1.0}, 'desk': {'None': 0.3, 'other': 0.3, 'visual': 0.3}, 'counter': {'None': 1.0}, 'cabinet': {'None': 0.7, 'other': 0.3}, 'furniture': 'NA'}",26,0.6538461538461539,1.5851842063879111,5,home,train,"{'wood': {'wood': 1.0, 'bowl': 0.0, 'table': 0.33, 'desk': 0.33, 'counter': 0.33, 'cabinet': 0.33, 'furniture': 'NA'}, 'bowl': {'wood': 0.0, 'bowl': 1.0, 'table': 0.0, 'desk': 0.0, 'counter': 0.0, 'cabinet': 0.0, 'furniture': 'NA'}, 'table': {'wood': 0.33, 'bowl': 0.0, 'table': 1.0, 'desk': 1.0, 'counter': 1.0, 'cabinet': 0.67, 'furniture': 'NA'}, 'desk': {'wood': 0.33, 'bowl': 0.0, 'table': 1.0, 'desk': 1.0, 'counter': 1.0, 'cabinet': 0.67, 'furniture': 'NA'}, 'counter': {'wood': 0.33, 'bowl': 0.0, 'table': 1.0, 'desk': 1.0, 'counter': 1.0, 'cabinet': 0.67, 'furniture': 'NA'}, 'cabinet': {'wood': 0.33, 'bowl': 0.0, 'table': 0.67, 'desk': 0.67, 'counter': 0.67, 'cabinet': 1.0, 'furniture': 'NA'}, 'furniture': {'wood': 'NA', 'bowl': 'NA', 'table': 'NA', 'desk': 'NA', 'counter': 'NA', 'cabinet': 'NA', 'furniture': 'NA'}}","[4, 159, 364, 208]","[0, 183, 441, 255]","{'table': 17, 'desk': 3, 'counter': 3, 'cabinet': 2, 'furniture': 1, 'wood': 2, 'bowl': 2, 'stand': 1, 'knob': 1, 'bench': 1, 'kitchen': 1, 'drawer': 1, 'kitchen cabinets': 1}","[['Clock'], ['Clock'], ['Clock'], ['Clock'], ['Clock']]"
4327,2331961,3214523,http://manynames.upf.edu//2331961_3214523_bench.png,https://cs.stanford.edu/people/rak248/VG_100K/2331961.jpg,bench,home,furnishing.n.02,{},1.0,{'None': 1.0},2331961.jpg,"instrumentality, instrumentation","[{'4': ['mobile', 'phone']}, {'31': ['bench']}]",bench,"{'phone': 0.17, 'mobile': 0.17, 'bench': 1.0}","{'phone': {'bounding box': 1.0}, 'mobile': {'bounding box': 1.0}, 'bench': {'None': 1.0}}",31,1.0,0.0,1,home,train,"{'phone': {'phone': 1.0, 'mobile': 1.0, 'bench': 0.0}, 'mobile': {'phone': 1.0, 'mobile': 1.0, 'bench': 0.0}, 'bench': {'phone': 0.0, 'mobile': 0.0, 'bench': 1.0}}","[0, 115, 499, 217]","[0, 130, 597, 266]","{'bench': 31, 'mobile': 2, 'phone': 2, 'plate': 1}","[['Bench'], ['Bench'], ['Bench'], ['Bench'], ['Bench']]"
1959,2318822,2893232,http://manynames.upf.edu//2318822_2893232_vase.png,https://cs.stanford.edu/people/rak248/VG_100K/2318822.jpg,jar,home,vessel.n.03,"{'lantern': 1.0, 'lamp': 1.0, 'vase': 1.0}",0.67,"{'visual': 0.7, 'None': 0.3}",2318822.jpg,"instrumentality, instrumentation","[{'29': ['lantern', 'vase', 'lamp']}]",vase,"{'vase': 0.83, 'lantern': 1.0, 'lamp': 1.0}","{'vase': {'None': 0.7, 'visual': 0.3}, 'lantern': {'None': 1.0}, 'lamp': {'None': 1.0}}",29,0.8620689655172413,0.7167256591148785,3,home,train,"{'vase': {'vase': 1.0, 'lantern': 1.0, 'lamp': 1.0}, 'lantern': {'vase': 1.0, 'lantern': 1.0, 'lamp': 1.0}, 'lamp': {'vase': 1.0, 'lantern': 1.0, 'lamp': 1.0}}","[270, 14, 143, 256]","[315, 10, 178, 313]","{'vase': 25, 'lantern': 2, 'lamp': 2, 'bottle': 1, 'statue': 1, 'urn': 1, 'pot': 1, 'pot light': 1, 'light': 1, 'light sculpture': 1}","[['Vase'], ['Vase'], ['Vase'], ['Vase'], ['Vase']]"
484,4356,1558434,http://manynames.upf.edu//4356_1558434_desk.png,https://cs.stanford.edu/people/rak248/VG_100K_2/4356.jpg,desk,home,furnishing.n.02,{},1.0,{'None': 1.0},4356.jpg,"instrumentality, instrumentation","[{'27': ['desk']}, {'5': ['chair']}]",desk,"{'chair': 0.33, 'desk': 1.0, 'table': 'NA'}","{'chair': {'bounding box': 1.0}, 'desk': {'None': 1.0}, 'table': 'NA'}",28,0.9642857142857144,0.2222848306856879,2,home,train,"{'chair': {'chair': 1.0, 'desk': 0.0, 'table': 'NA'}, 'desk': {'chair': 0.0, 'desk': 1.0, 'table': 'NA'}, 'table': {'chair': 'NA', 'desk': 'NA', 'table': 'NA'}}","[292, 317, 400, 283]","[211, 229, 305, 218]","{'desk': 27, 'table': 1, 'chair': 5, 'office table': 1, 'computer desk': 1, 'furniture': 1}","[['Computer'], ['Computer'], ['Computer'], ['Computer'], ['Computer']]"
12410,2365272,757460,http://manynames.upf.edu//2365272_757460_bed.png,https://cs.stanford.edu/people/rak248/VG_100K/2365272.jpg,bed,home,furnishing.n.02,{},1.0,{'None': 1.0},2365272.jpg,"instrumentality, instrumentation",[{'35': ['bed']}],bed,{'bed': 1.0},{'bed': {'None': 1.0}},35,1.0,0.0,1,home,train,{'bed': {'bed': 1.0}},"[0, 175, 333, 322]","[0, 149, 298, 295]","{'bed': 35, 'pillow': 1}","[['Skull'], ['Skull'], ['Skull'], ['Skull'], ['Skull']]"
