index,image,llava_output,shuffled_options,prompted_questions
1982,data/images/quantifier/test_1982.png,"[['C'], ['B'], ['D'], ['D'], ['A']]","[{'a': 'few', 'b': 'almost none', 'c': 'some', 'd': 'almost all', 'e': 'most', 'f': 'the smaller part', 'g': 'all', 'h': 'none', 'i': 'many'}, {'a': 'most', 'b': 'some', 'c': 'none', 'd': 'almost all', 'e': 'almost none', 'f': 'all', 'g': 'few', 'h': 'many', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'many', 'c': 'almost none', 'd': 'the smaller part', 'e': 'none', 'f': 'most', 'g': 'few', 'h': 'some', 'i': 'all'}, {'a': 'most', 'b': 'many', 'c': 'few', 'd': 'the smaller part', 'e': 'some', 'f': 'all', 'g': 'almost all', 'h': 'almost none', 'i': 'none'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'some', 'd': 'almost none', 'e': 'most', 'f': 'many', 'g': 'none', 'h': 'all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: some\nD: almost all\nE: most\nF: the smaller part\nG: all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: none\nD: almost all\nE: almost none\nF: all\nG: few\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: almost none\nD: the smaller part\nE: none\nF: most\nG: few\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: few\nD: the smaller part\nE: some\nF: all\nG: almost all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: some\nD: almost none\nE: most\nF: many\nG: none\nH: all\nI: few\nAnswer:']"
1878,data/images/quantifier/test_1878.png,"[['D'], ['I'], ['D'], ['B'], ['A']]","[{'a': 'some', 'b': 'many', 'c': 'most', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'few', 'h': 'the smaller part', 'i': 'none'}, {'a': 'almost none', 'b': 'none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'many', 'f': 'all', 'g': 'few', 'h': 'most', 'i': 'some'}, {'a': 'the smaller part', 'b': 'many', 'c': 'almost all', 'd': 'most', 'e': 'almost none', 'f': 'some', 'g': 'few', 'h': 'all', 'i': 'none'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'most', 'd': 'some', 'e': 'none', 'f': 'almost all', 'g': 'few', 'h': 'many', 'i': 'all'}, {'a': 'most', 'b': 'few', 'c': 'almost all', 'd': 'almost none', 'e': 'all', 'f': 'the smaller part', 'g': 'some', 'h': 'many', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: most\nD: almost all\nE: all\nF: almost none\nG: few\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: the smaller part\nD: almost all\nE: many\nF: all\nG: few\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: almost all\nD: most\nE: almost none\nF: some\nG: few\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: most\nD: some\nE: none\nF: almost all\nG: few\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost all\nD: almost none\nE: all\nF: the smaller part\nG: some\nH: many\nI: none\nAnswer:']"
1912,data/images/quantifier/test_1912.png,"[['B'], ['D'], ['A'], ['H'], ['B']]","[{'a': 'most', 'b': 'almost all', 'c': 'many', 'd': 'none', 'e': 'the smaller part', 'f': 'few', 'g': 'almost none', 'h': 'some', 'i': 'all'}, {'a': 'few', 'b': 'the smaller part', 'c': 'some', 'd': 'many', 'e': 'almost none', 'f': 'all', 'g': 'none', 'h': 'most', 'i': 'almost all'}, {'a': 'all', 'b': 'none', 'c': 'almost none', 'd': 'most', 'e': 'many', 'f': 'the smaller part', 'g': 'few', 'h': 'almost all', 'i': 'some'}, {'a': 'none', 'b': 'few', 'c': 'the smaller part', 'd': 'almost none', 'e': 'most', 'f': 'almost all', 'g': 'all', 'h': 'some', 'i': 'many'}, {'a': 'almost none', 'b': 'none', 'c': 'all', 'd': 'many', 'e': 'few', 'f': 'almost all', 'g': 'most', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: many\nD: none\nE: the smaller part\nF: few\nG: almost none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: some\nD: many\nE: almost none\nF: all\nG: none\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: almost none\nD: most\nE: many\nF: the smaller part\nG: few\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: the smaller part\nD: almost none\nE: most\nF: almost all\nG: all\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: all\nD: many\nE: few\nF: almost all\nG: most\nH: some\nI: the smaller part\nAnswer:']"
1947,data/images/quantifier/test_1947.png,"[['A: almost all'], ['I: many'], ['B'], ['B'], ['I: many']]","[{'a': 'almost all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'all', 'e': 'most', 'f': 'some', 'g': 'none', 'h': 'few', 'i': 'many'}, {'a': 'the smaller part', 'b': 'few', 'c': 'none', 'd': 'most', 'e': 'almost all', 'f': 'almost none', 'g': 'some', 'h': 'all', 'i': 'many'}, {'a': 'all', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'almost none', 'f': 'many', 'g': 'none', 'h': 'most', 'i': 'some'}, {'a': 'few', 'b': 'all', 'c': 'the smaller part', 'd': 'almost none', 'e': 'none', 'f': 'some', 'g': 'many', 'h': 'most', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'none', 'c': 'almost all', 'd': 'almost none', 'e': 'some', 'f': 'all', 'g': 'most', 'h': 'few', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: the smaller part\nD: all\nE: most\nF: some\nG: none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: none\nD: most\nE: almost all\nF: almost none\nG: some\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: the smaller part\nD: few\nE: almost none\nF: many\nG: none\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: the smaller part\nD: almost none\nE: none\nF: some\nG: many\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: almost all\nD: almost none\nE: some\nF: all\nG: most\nH: few\nI: many\nAnswer:']"
1858,data/images/quantifier/test_1858.png,"[['A'], ['A'], ['D'], ['B'], ['D']]","[{'a': 'almost all', 'b': 'almost none', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'none', 'g': 'some', 'h': 'all', 'i': 'many'}, {'a': 'few', 'b': 'some', 'c': 'none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'most', 'g': 'almost none', 'h': 'all', 'i': 'many'}, {'a': 'few', 'b': 'the smaller part', 'c': 'most', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'some', 'h': 'almost all', 'i': 'all'}, {'a': 'almost all', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'all', 'g': 'some', 'h': 'few', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'many', 'c': 'almost none', 'd': 'some', 'e': 'none', 'f': 'all', 'g': 'almost all', 'h': 'most', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: few\nD: most\nE: the smaller part\nF: none\nG: some\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: none\nD: almost all\nE: the smaller part\nF: most\nG: almost none\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: most\nD: none\nE: many\nF: almost none\nG: some\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: none\nD: most\nE: almost none\nF: all\nG: some\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: almost none\nD: some\nE: none\nF: all\nG: almost all\nH: most\nI: few\nAnswer:']"
1965,data/images/quantifier/test_1965.png,"[['B'], ['A'], ['A'], ['A'], ['D']]","[{'a': 'the smaller part', 'b': 'all', 'c': 'almost none', 'd': 'none', 'e': 'few', 'f': 'some', 'g': 'almost all', 'h': 'many', 'i': 'most'}, {'a': 'all', 'b': 'almost all', 'c': 'few', 'd': 'most', 'e': 'none', 'f': 'almost none', 'g': 'the smaller part', 'h': 'some', 'i': 'many'}, {'a': 'almost all', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'some', 'f': 'many', 'g': 'few', 'h': 'most', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'almost all', 'f': 'few', 'g': 'almost none', 'h': 'all', 'i': 'most'}, {'a': 'none', 'b': 'the smaller part', 'c': 'all', 'd': 'most', 'e': 'almost all', 'f': 'many', 'g': 'few', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost none\nD: none\nE: few\nF: some\nG: almost all\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: few\nD: most\nE: none\nF: almost none\nG: the smaller part\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: all\nD: the smaller part\nE: some\nF: many\nG: few\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: many\nD: none\nE: almost all\nF: few\nG: almost none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: all\nD: most\nE: almost all\nF: many\nG: few\nH: some\nI: almost none\nAnswer:']"
2893,data/images/quantifier/test_2893.png,"[['F'], ['A'], ['D'], ['A'], ['E']]","[{'a': 'almost all', 'b': 'the smaller part', 'c': 'almost none', 'd': 'few', 'e': 'most', 'f': 'many', 'g': 'some', 'h': 'none', 'i': 'all'}, {'a': 'all', 'b': 'almost all', 'c': 'some', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'few', 'h': 'the smaller part', 'i': 'most'}, {'a': 'few', 'b': 'almost none', 'c': 'none', 'd': 'some', 'e': 'the smaller part', 'f': 'almost all', 'g': 'many', 'h': 'all', 'i': 'most'}, {'a': 'most', 'b': 'almost none', 'c': 'many', 'd': 'none', 'e': 'all', 'f': 'almost all', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}, {'a': 'all', 'b': 'some', 'c': 'none', 'd': 'almost none', 'e': 'many', 'f': 'few', 'g': 'most', 'h': 'the smaller part', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: almost none\nD: few\nE: most\nF: many\nG: some\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: some\nD: none\nE: many\nF: almost none\nG: few\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: none\nD: some\nE: the smaller part\nF: almost all\nG: many\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: many\nD: none\nE: all\nF: almost all\nG: few\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: none\nD: almost none\nE: many\nF: few\nG: most\nH: the smaller part\nI: almost all\nAnswer:']"
2892,data/images/quantifier/test_2892.png,"[['C'], ['D'], ['D'], ['C'], ['D']]","[{'a': 'none', 'b': 'most', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'all', 'h': 'almost none', 'i': 'some'}, {'a': 'all', 'b': 'few', 'c': 'none', 'd': 'many', 'e': 'some', 'f': 'the smaller part', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}, {'a': 'some', 'b': 'none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'many', 'h': 'few', 'i': 'most'}, {'a': 'few', 'b': 'most', 'c': 'almost all', 'd': 'almost none', 'e': 'none', 'f': 'the smaller part', 'g': 'some', 'h': 'all', 'i': 'many'}, {'a': 'some', 'b': 'almost none', 'c': 'almost all', 'd': 'all', 'e': 'most', 'f': 'none', 'g': 'many', 'h': 'the smaller part', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: many\nD: few\nE: the smaller part\nF: almost all\nG: all\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: none\nD: many\nE: some\nF: the smaller part\nG: almost all\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: the smaller part\nD: almost all\nE: all\nF: almost none\nG: many\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost all\nD: almost none\nE: none\nF: the smaller part\nG: some\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: almost all\nD: all\nE: most\nF: none\nG: many\nH: the smaller part\nI: few\nAnswer:']"
2945,data/images/quantifier/test_2945.png,"[['B'], ['B'], ['A'], ['A'], ['D']]","[{'a': 'most', 'b': 'all', 'c': 'almost all', 'd': 'almost none', 'e': 'some', 'f': 'none', 'g': 'few', 'h': 'the smaller part', 'i': 'many'}, {'a': 'most', 'b': 'almost all', 'c': 'almost none', 'd': 'few', 'e': 'many', 'f': 'all', 'g': 'some', 'h': 'the smaller part', 'i': 'none'}, {'a': 'almost all', 'b': 'none', 'c': 'all', 'd': 'almost none', 'e': 'some', 'f': 'most', 'g': 'the smaller part', 'h': 'few', 'i': 'many'}, {'a': 'many', 'b': 'most', 'c': 'the smaller part', 'd': 'almost all', 'e': 'some', 'f': 'almost none', 'g': 'none', 'h': 'all', 'i': 'few'}, {'a': 'almost all', 'b': 'most', 'c': 'all', 'd': 'many', 'e': 'none', 'f': 'the smaller part', 'g': 'some', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost all\nD: almost none\nE: some\nF: none\nG: few\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: almost none\nD: few\nE: many\nF: all\nG: some\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: all\nD: almost none\nE: some\nF: most\nG: the smaller part\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: the smaller part\nD: almost all\nE: some\nF: almost none\nG: none\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: all\nD: many\nE: none\nF: the smaller part\nG: some\nH: few\nI: almost none\nAnswer:']"
2883,data/images/quantifier/test_2883.png,"[['A'], ['B'], ['D'], ['B'], ['B']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'all', 'd': 'almost none', 'e': 'almost all', 'f': 'few', 'g': 'most', 'h': 'some', 'i': 'none'}, {'a': 'few', 'b': 'the smaller part', 'c': 'almost all', 'd': 'many', 'e': 'none', 'f': 'some', 'g': 'most', 'h': 'all', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'many', 'c': 'some', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'all', 'h': 'almost none', 'i': 'none'}, {'a': 'few', 'b': 'all', 'c': 'many', 'd': 'some', 'e': 'almost none', 'f': 'almost all', 'g': 'none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'many', 'b': 'some', 'c': 'all', 'd': 'few', 'e': 'almost none', 'f': 'almost all', 'g': 'none', 'h': 'the smaller part', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: all\nD: almost none\nE: almost all\nF: few\nG: most\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: almost all\nD: many\nE: none\nF: some\nG: most\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: some\nD: almost all\nE: few\nF: most\nG: all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: many\nD: some\nE: almost none\nF: almost all\nG: none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: all\nD: few\nE: almost none\nF: almost all\nG: none\nH: the smaller part\nI: most\nAnswer:']"
2985,data/images/quantifier/test_2985.png,"[['B'], ['B'], ['B'], ['B'], ['D']]","[{'a': 'some', 'b': 'many', 'c': 'all', 'd': 'none', 'e': 'the smaller part', 'f': 'most', 'g': 'almost all', 'h': 'almost none', 'i': 'few'}, {'a': 'all', 'b': 'some', 'c': 'almost none', 'd': 'few', 'e': 'almost all', 'f': 'most', 'g': 'none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'none', 'b': 'many', 'c': 'few', 'd': 'most', 'e': 'some', 'f': 'all', 'g': 'the smaller part', 'h': 'almost all', 'i': 'almost none'}, {'a': 'most', 'b': 'some', 'c': 'few', 'd': 'all', 'e': 'almost all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'none', 'i': 'many'}, {'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'most', 'f': 'the smaller part', 'g': 'all', 'h': 'many', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: all\nD: none\nE: the smaller part\nF: most\nG: almost all\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost none\nD: few\nE: almost all\nF: most\nG: none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: few\nD: most\nE: some\nF: all\nG: the smaller part\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: few\nD: all\nE: almost all\nF: the smaller part\nG: almost none\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: some\nE: most\nF: the smaller part\nG: all\nH: many\nI: none\nAnswer:']"
2817,data/images/quantifier/test_2817.png,"[['D'], ['C'], ['A'], ['B'], ['H']]","[{'a': 'most', 'b': 'none', 'c': 'almost none', 'd': 'many', 'e': 'almost all', 'f': 'some', 'g': 'the smaller part', 'h': 'few', 'i': 'all'}, {'a': 'none', 'b': 'few', 'c': 'many', 'd': 'the smaller part', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'most', 'i': 'almost none'}, {'a': 'all', 'b': 'some', 'c': 'almost all', 'd': 'none', 'e': 'many', 'f': 'most', 'g': 'almost none', 'h': 'the smaller part', 'i': 'few'}, {'a': 'some', 'b': 'almost all', 'c': 'the smaller part', 'd': 'many', 'e': 'few', 'f': 'most', 'g': 'none', 'h': 'almost none', 'i': 'all'}, {'a': 'almost none', 'b': 'some', 'c': 'almost all', 'd': 'all', 'e': 'none', 'f': 'the smaller part', 'g': 'most', 'h': 'many', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost none\nD: many\nE: almost all\nF: some\nG: the smaller part\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: many\nD: the smaller part\nE: some\nF: almost all\nG: all\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost all\nD: none\nE: many\nF: most\nG: almost none\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: the smaller part\nD: many\nE: few\nF: most\nG: none\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: almost all\nD: all\nE: none\nF: the smaller part\nG: most\nH: many\nI: few\nAnswer:']"
3139,data/images/quantifier/test_3139.png,"[['A'], ['F'], ['A'], ['A: almost all'], ['B']]","[{'a': 'all', 'b': 'some', 'c': 'none', 'd': 'almost all', 'e': 'almost none', 'f': 'few', 'g': 'most', 'h': 'the smaller part', 'i': 'many'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost none', 'd': 'almost all', 'e': 'none', 'f': 'many', 'g': 'most', 'h': 'some', 'i': 'all'}, {'a': 'most', 'b': 'almost none', 'c': 'the smaller part', 'd': 'all', 'e': 'some', 'f': 'many', 'g': 'almost all', 'h': 'few', 'i': 'none'}, {'a': 'almost all', 'b': 'most', 'c': 'some', 'd': 'none', 'e': 'all', 'f': 'almost none', 'g': 'few', 'h': 'the smaller part', 'i': 'many'}, {'a': 'almost none', 'b': 'some', 'c': 'almost all', 'd': 'all', 'e': 'most', 'f': 'many', 'g': 'few', 'h': 'none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: none\nD: almost all\nE: almost none\nF: few\nG: most\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost none\nD: almost all\nE: none\nF: many\nG: most\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: the smaller part\nD: all\nE: some\nF: many\nG: almost all\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: some\nD: none\nE: all\nF: almost none\nG: few\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: almost all\nD: all\nE: most\nF: many\nG: few\nH: none\nI: the smaller part\nAnswer:']"
3145,data/images/quantifier/test_3145.png,"[['B'], ['B'], ['A'], ['F'], ['F']]","[{'a': 'most', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'many', 'f': 'all', 'g': 'none', 'h': 'almost none', 'i': 'some'}, {'a': 'few', 'b': 'many', 'c': 'all', 'd': 'almost all', 'e': 'almost none', 'f': 'none', 'g': 'most', 'h': 'some', 'i': 'the smaller part'}, {'a': 'all', 'b': 'most', 'c': 'many', 'd': 'none', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'few', 'i': 'almost none'}, {'a': 'none', 'b': 'the smaller part', 'c': 'some', 'd': 'almost none', 'e': 'all', 'f': 'many', 'g': 'almost all', 'h': 'few', 'i': 'most'}, {'a': 'most', 'b': 'few', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'almost all', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: the smaller part\nD: few\nE: many\nF: all\nG: none\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: all\nD: almost all\nE: almost none\nF: none\nG: most\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: many\nD: none\nE: almost all\nF: the smaller part\nG: some\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: some\nD: almost none\nE: all\nF: many\nG: almost all\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost none\nD: none\nE: some\nF: almost all\nG: the smaller part\nH: many\nI: all\nAnswer:']"
3157,data/images/quantifier/test_3157.png,"[['A: some'], ['D'], ['B'], ['I: many'], ['C']]","[{'a': 'some', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'almost all', 'f': 'none', 'g': 'few', 'h': 'almost none', 'i': 'all'}, {'a': 'some', 'b': 'most', 'c': 'almost none', 'd': 'all', 'e': 'few', 'f': 'the smaller part', 'g': 'none', 'h': 'many', 'i': 'almost all'}, {'a': 'almost all', 'b': 'some', 'c': 'the smaller part', 'd': 'almost none', 'e': 'most', 'f': 'all', 'g': 'few', 'h': 'many', 'i': 'none'}, {'a': 'almost all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'all', 'e': 'few', 'f': 'some', 'g': 'none', 'h': 'most', 'i': 'many'}, {'a': 'most', 'b': 'almost none', 'c': 'many', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: many\nD: the smaller part\nE: almost all\nF: none\nG: few\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: almost none\nD: all\nE: few\nF: the smaller part\nG: none\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: the smaller part\nD: almost none\nE: most\nF: all\nG: few\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: the smaller part\nD: all\nE: few\nF: some\nG: none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: many\nD: few\nE: none\nF: almost all\nG: the smaller part\nH: some\nI: all\nAnswer:']"
