index,image_file,llava_output,shuffled_options,prompted_questions
3158,data/images/quantifier/test_3158.png,"[['B'], ['A'], ['D: many'], ['C'], ['A']]","[{'a': 'none', 'b': 'some', 'c': 'almost all', 'd': 'few', 'e': 'the smaller part', 'f': 'all', 'g': 'many', 'h': 'most', 'i': 'almost none'}, {'a': 'few', 'b': 'most', 'c': 'the smaller part', 'd': 'none', 'e': 'some', 'f': 'many', 'g': 'almost all', 'h': 'all', 'i': 'almost none'}, {'a': 'most', 'b': 'none', 'c': 'almost none', 'd': 'many', 'e': 'some', 'f': 'the smaller part', 'g': 'all', 'h': 'almost all', 'i': 'few'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost all', 'd': 'none', 'e': 'many', 'f': 'some', 'g': 'few', 'h': 'all', 'i': 'almost none'}, {'a': 'all', 'b': 'none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'most', 'f': 'many', 'g': 'few', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost all\nD: few\nE: the smaller part\nF: all\nG: many\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: the smaller part\nD: none\nE: some\nF: many\nG: almost all\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost none\nD: many\nE: some\nF: the smaller part\nG: all\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost all\nD: none\nE: many\nF: some\nG: few\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: the smaller part\nD: almost all\nE: most\nF: many\nG: few\nH: some\nI: almost none\nAnswer:']"
3159,data/images/quantifier/test_3159.png,"[['H'], ['B: almost all'], ['A'], ['D: few'], ['A: many']]","[{'a': 'almost all', 'b': 'most', 'c': 'some', 'd': 'the smaller part', 'e': 'almost none', 'f': 'all', 'g': 'few', 'h': 'many', 'i': 'none'}, {'a': 'most', 'b': 'almost all', 'c': 'many', 'd': 'none', 'e': 'almost none', 'f': 'the smaller part', 'g': 'few', 'h': 'all', 'i': 'some'}, {'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'all', 'e': 'many', 'f': 'most', 'g': 'some', 'h': 'the smaller part', 'i': 'none'}, {'a': 'all', 'b': 'some', 'c': 'few', 'd': 'almost all', 'e': 'none', 'f': 'the smaller part', 'g': 'almost none', 'h': 'most', 'i': 'many'}, {'a': 'many', 'b': 'few', 'c': 'almost all', 'd': 'the smaller part', 'e': 'none', 'f': 'some', 'g': 'all', 'h': 'most', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: some\nD: the smaller part\nE: almost none\nF: all\nG: few\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: many\nD: none\nE: almost none\nF: the smaller part\nG: few\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: all\nE: many\nF: most\nG: some\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: few\nD: almost all\nE: none\nF: the smaller part\nG: almost none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: almost all\nD: the smaller part\nE: none\nF: some\nG: all\nH: most\nI: almost none\nAnswer:']"
3165,data/images/quantifier/test_3165.png,"[['D'], ['D'], ['B'], ['C'], ['D']]","[{'a': 'most', 'b': 'all', 'c': 'many', 'd': 'almost all', 'e': 'the smaller part', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'none'}, {'a': 'all', 'b': 'almost none', 'c': 'almost all', 'd': 'many', 'e': 'some', 'f': 'the smaller part', 'g': 'none', 'h': 'most', 'i': 'few'}, {'a': 'many', 'b': 'all', 'c': 'the smaller part', 'd': 'almost all', 'e': 'some', 'f': 'few', 'g': 'almost none', 'h': 'none', 'i': 'most'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'many', 'd': 'most', 'e': 'all', 'f': 'none', 'g': 'some', 'h': 'almost none', 'i': 'few'}, {'a': 'all', 'b': 'none', 'c': 'most', 'd': 'many', 'e': 'the smaller part', 'f': 'few', 'g': 'some', 'h': 'almost none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: almost all\nE: the smaller part\nF: some\nG: almost none\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: almost all\nD: many\nE: some\nF: the smaller part\nG: none\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: the smaller part\nD: almost all\nE: some\nF: few\nG: almost none\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: many\nD: most\nE: all\nF: none\nG: some\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: most\nD: many\nE: the smaller part\nF: few\nG: some\nH: almost none\nI: almost all\nAnswer:']"
3166,data/images/quantifier/test_3166.png,"[['A'], ['D'], ['A: almost all'], ['B: almost all'], ['I: most']]","[{'a': 'most', 'b': 'all', 'c': 'some', 'd': 'almost all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'few', 'h': 'none', 'i': 'many'}, {'a': 'none', 'b': 'the smaller part', 'c': 'almost none', 'd': 'most', 'e': 'many', 'f': 'few', 'g': 'some', 'h': 'almost all', 'i': 'all'}, {'a': 'almost all', 'b': 'many', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'all', 'h': 'the smaller part', 'i': 'few'}, {'a': 'some', 'b': 'almost all', 'c': 'many', 'd': 'few', 'e': 'all', 'f': 'almost none', 'g': 'none', 'h': 'the smaller part', 'i': 'most'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'almost none', 'd': 'some', 'e': 'many', 'f': 'none', 'g': 'all', 'h': 'few', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: some\nD: almost all\nE: the smaller part\nF: almost none\nG: few\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost none\nD: most\nE: many\nF: few\nG: some\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: almost none\nD: none\nE: some\nF: most\nG: all\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: many\nD: few\nE: all\nF: almost none\nG: none\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: almost none\nD: some\nE: many\nF: none\nG: all\nH: few\nI: most\nAnswer:']"
3169,data/images/quantifier/test_3169.png,"[['A'], ['E'], ['D'], ['B'], ['D']]","[{'a': 'few', 'b': 'all', 'c': 'many', 'd': 'some', 'e': 'most', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'almost all'}, {'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'none', 'e': 'many', 'f': 'most', 'g': 'some', 'h': 'the smaller part', 'i': 'all'}, {'a': 'few', 'b': 'almost none', 'c': 'all', 'd': 'most', 'e': 'some', 'f': 'none', 'g': 'almost all', 'h': 'many', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'some', 'c': 'most', 'd': 'few', 'e': 'all', 'f': 'the smaller part', 'g': 'almost all', 'h': 'many', 'i': 'none'}, {'a': 'none', 'b': 'some', 'c': 'many', 'd': 'almost all', 'e': 'almost none', 'f': 'few', 'g': 'all', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: many\nD: some\nE: most\nF: almost none\nG: the smaller part\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: none\nE: many\nF: most\nG: some\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: all\nD: most\nE: some\nF: none\nG: almost all\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: most\nD: few\nE: all\nF: the smaller part\nG: almost all\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: many\nD: almost all\nE: almost none\nF: few\nG: all\nH: most\nI: the smaller part\nAnswer:']"
3183,data/images/quantifier/test_3183.png,"[['C: almost all'], ['A'], ['B'], ['D'], ['B']]","[{'a': 'all', 'b': 'none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'most', 'f': 'some', 'g': 'few', 'h': 'many', 'i': 'almost none'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'all', 'd': 'none', 'e': 'many', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'some'}, {'a': 'almost all', 'b': 'most', 'c': 'few', 'd': 'none', 'e': 'some', 'f': 'many', 'g': 'almost none', 'h': 'the smaller part', 'i': 'all'}, {'a': 'almost none', 'b': 'many', 'c': 'some', 'd': 'almost all', 'e': 'none', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'some', 'b': 'all', 'c': 'most', 'd': 'almost none', 'e': 'few', 'f': 'none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: almost all\nD: the smaller part\nE: most\nF: some\nG: few\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: all\nD: none\nE: many\nF: few\nG: most\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: few\nD: none\nE: some\nF: many\nG: almost none\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: some\nD: almost all\nE: none\nF: few\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: most\nD: almost none\nE: few\nF: none\nG: the smaller part\nH: almost all\nI: many\nAnswer:']"
3185,data/images/quantifier/test_3185.png,"[['I: many'], ['I: many'], ['D'], ['G'], ['D']]","[{'a': 'none', 'b': 'almost none', 'c': 'some', 'd': 'few', 'e': 'all', 'f': 'almost all', 'g': 'the smaller part', 'h': 'most', 'i': 'many'}, {'a': 'the smaller part', 'b': 'none', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'most', 'g': 'few', 'h': 'almost all', 'i': 'many'}, {'a': 'some', 'b': 'almost none', 'c': 'none', 'd': 'many', 'e': 'the smaller part', 'f': 'few', 'g': 'all', 'h': 'almost all', 'i': 'most'}, {'a': 'few', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'all', 'f': 'the smaller part', 'g': 'many', 'h': 'some', 'i': 'most'}, {'a': 'few', 'b': 'none', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'many', 'g': 'the smaller part', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: some\nD: few\nE: all\nF: almost all\nG: the smaller part\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: all\nD: some\nE: almost none\nF: most\nG: few\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: none\nD: many\nE: the smaller part\nF: few\nG: all\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: none\nD: almost all\nE: all\nF: the smaller part\nG: many\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: some\nD: all\nE: almost all\nF: many\nG: the smaller part\nH: almost none\nI: most\nAnswer:']"
3194,data/images/quantifier/test_3194.png,"[['D'], ['D'], ['I: many'], ['A'], ['B']]","[{'a': 'almost all', 'b': 'all', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'few', 'g': 'many', 'h': 'the smaller part', 'i': 'some'}, {'a': 'none', 'b': 'few', 'c': 'almost all', 'd': 'many', 'e': 'all', 'f': 'some', 'g': 'the smaller part', 'h': 'almost none', 'i': 'most'}, {'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'some', 'g': 'all', 'h': 'few', 'i': 'many'}, {'a': 'the smaller part', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'few', 'g': 'almost all', 'h': 'most', 'i': 'many'}, {'a': 'all', 'b': 'most', 'c': 'the smaller part', 'd': 'almost none', 'e': 'few', 'f': 'none', 'g': 'many', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: none\nD: most\nE: almost none\nF: few\nG: many\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: almost all\nD: many\nE: all\nF: some\nG: the smaller part\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: almost all\nE: the smaller part\nF: some\nG: all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost none\nD: all\nE: none\nF: few\nG: almost all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: the smaller part\nD: almost none\nE: few\nF: none\nG: many\nH: some\nI: almost all\nAnswer:']"
3203,data/images/quantifier/test_3203.png,"[['I: many'], ['B'], ['D'], ['B: many'], ['C']]","[{'a': 'some', 'b': 'few', 'c': 'all', 'd': 'almost none', 'e': 'most', 'f': 'none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'many'}, {'a': 'the smaller part', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'few', 'f': 'none', 'g': 'almost all', 'h': 'almost none', 'i': 'some'}, {'a': 'few', 'b': 'all', 'c': 'almost none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'none', 'g': 'many', 'h': 'some', 'i': 'most'}, {'a': 'almost none', 'b': 'many', 'c': 'none', 'd': 'the smaller part', 'e': 'few', 'f': 'some', 'g': 'almost all', 'h': 'all', 'i': 'most'}, {'a': 'few', 'b': 'almost none', 'c': 'many', 'd': 'some', 'e': 'the smaller part', 'f': 'none', 'g': 'most', 'h': 'all', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: all\nD: almost none\nE: most\nF: none\nG: the smaller part\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: most\nD: all\nE: few\nF: none\nG: almost all\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost none\nD: almost all\nE: the smaller part\nF: none\nG: many\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: none\nD: the smaller part\nE: few\nF: some\nG: almost all\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: many\nD: some\nE: the smaller part\nF: none\nG: most\nH: all\nI: almost all\nAnswer:']"
3205,data/images/quantifier/test_3205.png,"[['C'], ['A'], ['D'], ['E'], ['I: some']]","[{'a': 'many', 'b': 'almost all', 'c': 'the smaller part', 'd': 'most', 'e': 'none', 'f': 'all', 'g': 'almost none', 'h': 'some', 'i': 'few'}, {'a': 'all', 'b': 'the smaller part', 'c': 'most', 'd': 'almost all', 'e': 'many', 'f': 'almost none', 'g': 'none', 'h': 'few', 'i': 'some'}, {'a': 'almost all', 'b': 'almost none', 'c': 'few', 'd': 'all', 'e': 'none', 'f': 'most', 'g': 'some', 'h': 'many', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'all', 'c': 'most', 'd': 'almost none', 'e': 'some', 'f': 'few', 'g': 'none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'almost none', 'b': 'all', 'c': 'almost all', 'd': 'few', 'e': 'the smaller part', 'f': 'none', 'g': 'most', 'h': 'many', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: the smaller part\nD: most\nE: none\nF: all\nG: almost none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: most\nD: almost all\nE: many\nF: almost none\nG: none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: few\nD: all\nE: none\nF: most\nG: some\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: most\nD: almost none\nE: some\nF: few\nG: none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: almost all\nD: few\nE: the smaller part\nF: none\nG: most\nH: many\nI: some\nAnswer:']"
3207,data/images/quantifier/test_3207.png,"[['D'], ['D'], ['D'], ['B'], ['C: almost all']]","[{'a': 'most', 'b': 'few', 'c': 'almost all', 'd': 'all', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'none', 'i': 'the smaller part'}, {'a': 'all', 'b': 'most', 'c': 'some', 'd': 'many', 'e': 'few', 'f': 'almost all', 'g': 'none', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'all', 'c': 'many', 'd': 'some', 'e': 'none', 'f': 'few', 'g': 'almost none', 'h': 'most', 'i': 'almost all'}, {'a': 'some', 'b': 'many', 'c': 'few', 'd': 'all', 'e': 'the smaller part', 'f': 'none', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}, {'a': 'some', 'b': 'none', 'c': 'almost all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost all\nD: all\nE: many\nF: some\nG: almost none\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: some\nD: many\nE: few\nF: almost all\nG: none\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: many\nD: some\nE: none\nF: few\nG: almost none\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: few\nD: all\nE: the smaller part\nF: none\nG: almost all\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: almost all\nD: almost none\nE: the smaller part\nF: few\nG: most\nH: many\nI: all\nAnswer:']"
3216,data/images/quantifier/test_3216.png,"[['D'], ['D'], ['B: almost none'], ['C'], ['A: none']]","[{'a': 'most', 'b': 'almost none', 'c': 'almost all', 'd': 'many', 'e': 'few', 'f': 'none', 'g': 'all', 'h': 'the smaller part', 'i': 'some'}, {'a': 'few', 'b': 'some', 'c': 'the smaller part', 'd': 'many', 'e': 'almost all', 'f': 'almost none', 'g': 'all', 'h': 'none', 'i': 'most'}, {'a': 'few', 'b': 'almost none', 'c': 'the smaller part', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'none'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'many', 'd': 'some', 'e': 'all', 'f': 'almost all', 'g': 'few', 'h': 'most', 'i': 'none'}, {'a': 'none', 'b': 'some', 'c': 'almost none', 'd': 'most', 'e': 'all', 'f': 'almost all', 'g': 'few', 'h': 'many', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: almost all\nD: many\nE: few\nF: none\nG: all\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: the smaller part\nD: many\nE: almost all\nF: almost none\nG: all\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: the smaller part\nD: most\nE: some\nF: almost all\nG: all\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: many\nD: some\nE: all\nF: almost all\nG: few\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost none\nD: most\nE: all\nF: almost all\nG: few\nH: many\nI: the smaller part\nAnswer:']"
3219,data/images/quantifier/test_3219.png,"[['A'], ['B'], ['A'], ['D'], ['C']]","[{'a': 'all', 'b': 'many', 'c': 'most', 'd': 'almost none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'none', 'h': 'few', 'i': 'some'}, {'a': 'none', 'b': 'many', 'c': 'the smaller part', 'd': 'some', 'e': 'most', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'almost all'}, {'a': 'few', 'b': 'some', 'c': 'almost none', 'd': 'none', 'e': 'almost all', 'f': 'many', 'g': 'the smaller part', 'h': 'most', 'i': 'all'}, {'a': 'some', 'b': 'none', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'all', 'h': 'almost none', 'i': 'almost all'}, {'a': 'most', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'none', 'f': 'almost none', 'g': 'almost all', 'h': 'many', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: most\nD: almost none\nE: the smaller part\nF: almost all\nG: none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: the smaller part\nD: some\nE: most\nF: all\nG: few\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: almost none\nD: none\nE: almost all\nF: many\nG: the smaller part\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: many\nD: few\nE: the smaller part\nF: most\nG: all\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: all\nD: some\nE: none\nF: almost none\nG: almost all\nH: many\nI: the smaller part\nAnswer:']"
3225,data/images/quantifier/test_3225.png,"[['B'], ['C'], ['I: many'], ['D'], ['A']]","[{'a': 'many', 'b': 'almost all', 'c': 'none', 'd': 'almost none', 'e': 'all', 'f': 'most', 'g': 'some', 'h': 'few', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'few', 'e': 'all', 'f': 'almost none', 'g': 'most', 'h': 'many', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'all', 'c': 'most', 'd': 'some', 'e': 'almost all', 'f': 'none', 'g': 'few', 'h': 'almost none', 'i': 'many'}, {'a': 'few', 'b': 'the smaller part', 'c': 'some', 'd': 'almost all', 'e': 'most', 'f': 'many', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'many', 'b': 'few', 'c': 'all', 'd': 'most', 'e': 'almost none', 'f': 'none', 'g': 'almost all', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: none\nD: almost none\nE: all\nF: most\nG: some\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: few\nE: all\nF: almost none\nG: most\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: most\nD: some\nE: almost all\nF: none\nG: few\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: some\nD: almost all\nE: most\nF: many\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: most\nE: almost none\nF: none\nG: almost all\nH: some\nI: the smaller part\nAnswer:']"
3226,data/images/quantifier/test_3226.png,"[['D'], ['A: almost all'], ['B'], ['B'], ['A']]","[{'a': 'almost all', 'b': 'many', 'c': 'most', 'd': 'some', 'e': 'the smaller part', 'f': 'almost none', 'g': 'none', 'h': 'all', 'i': 'few'}, {'a': 'almost all', 'b': 'none', 'c': 'some', 'd': 'almost none', 'e': 'all', 'f': 'most', 'g': 'the smaller part', 'h': 'many', 'i': 'few'}, {'a': 'some', 'b': 'most', 'c': 'almost none', 'd': 'none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'many', 'h': 'all', 'i': 'few'}, {'a': 'almost none', 'b': 'many', 'c': 'none', 'd': 'the smaller part', 'e': 'all', 'f': 'most', 'g': 'almost all', 'h': 'some', 'i': 'few'}, {'a': 'many', 'b': 'some', 'c': 'all', 'd': 'almost all', 'e': 'most', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: most\nD: some\nE: the smaller part\nF: almost none\nG: none\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: some\nD: almost none\nE: all\nF: most\nG: the smaller part\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: almost none\nD: none\nE: the smaller part\nF: almost all\nG: many\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: none\nD: the smaller part\nE: all\nF: most\nG: almost all\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: all\nD: almost all\nE: most\nF: almost none\nG: the smaller part\nH: none\nI: few\nAnswer:']"
