index,image,llava_output,shuffled_options,prompted_questions
2731,data/images/quantifier/test_2731.png,"[['B: almost all'], ['B'], ['B'], ['B'], ['A']]","[{'a': 'none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'almost none', 'e': 'some', 'f': 'few', 'g': 'all', 'h': 'most', 'i': 'many'}, {'a': 'some', 'b': 'most', 'c': 'almost all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'few', 'g': 'many', 'h': 'none', 'i': 'all'}, {'a': 'none', 'b': 'all', 'c': 'the smaller part', 'd': 'some', 'e': 'most', 'f': 'almost all', 'g': 'almost none', 'h': 'many', 'i': 'few'}, {'a': 'few', 'b': 'some', 'c': 'many', 'd': 'most', 'e': 'none', 'f': 'the smaller part', 'g': 'all', 'h': 'almost none', 'i': 'almost all'}, {'a': 'almost all', 'b': 'many', 'c': 'the smaller part', 'd': 'most', 'e': 'almost none', 'f': 'all', 'g': 'some', 'h': 'few', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: the smaller part\nD: almost none\nE: some\nF: few\nG: all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: almost all\nD: the smaller part\nE: almost none\nF: few\nG: many\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: the smaller part\nD: some\nE: most\nF: almost all\nG: almost none\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: many\nD: most\nE: none\nF: the smaller part\nG: all\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: the smaller part\nD: most\nE: almost none\nF: all\nG: some\nH: few\nI: none\nAnswer:']"
1982,data/images/quantifier/test_1982.png,"[['A'], ['A'], ['A'], ['D'], ['B']]","[{'a': 'all', 'b': 'the smaller part', 'c': 'almost none', 'd': 'none', 'e': 'few', 'f': 'most', 'g': 'almost all', 'h': 'some', 'i': 'many'}, {'a': 'some', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'few', 'f': 'most', 'g': 'many', 'h': 'almost none', 'i': 'almost all'}, {'a': 'almost none', 'b': 'some', 'c': 'almost all', 'd': 'all', 'e': 'the smaller part', 'f': 'many', 'g': 'most', 'h': 'few', 'i': 'none'}, {'a': 'none', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'the smaller part', 'h': 'almost none', 'i': 'few'}, {'a': 'most', 'b': 'all', 'c': 'many', 'd': 'almost all', 'e': 'some', 'f': 'almost none', 'g': 'none', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: almost none\nD: none\nE: few\nF: most\nG: almost all\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: all\nD: the smaller part\nE: few\nF: most\nG: many\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: almost all\nD: all\nE: the smaller part\nF: many\nG: most\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: most\nD: all\nE: almost all\nF: some\nG: the smaller part\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: almost all\nE: some\nF: almost none\nG: none\nH: few\nI: the smaller part\nAnswer:']"
1878,data/images/quantifier/test_1878.png,"[['B'], ['B'], ['D'], ['B'], ['D']]","[{'a': 'most', 'b': 'some', 'c': 'almost none', 'd': 'many', 'e': 'all', 'f': 'few', 'g': 'none', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'most', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'almost all', 'f': 'almost none', 'g': 'all', 'h': 'the smaller part', 'i': 'few'}, {'a': 'most', 'b': 'none', 'c': 'many', 'd': 'the smaller part', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'all', 'i': 'few'}, {'a': 'all', 'b': 'many', 'c': 'some', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'none', 'h': 'almost none', 'i': 'almost all'}, {'a': 'all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'many', 'h': 'some', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost none\nD: many\nE: all\nF: few\nG: none\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: none\nE: almost all\nF: almost none\nG: all\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: many\nD: the smaller part\nE: almost all\nF: some\nG: almost none\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: some\nD: few\nE: the smaller part\nF: most\nG: none\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: the smaller part\nD: few\nE: none\nF: almost all\nG: many\nH: some\nI: most\nAnswer:']"
1912,data/images/quantifier/test_1912.png,"[['B'], ['C'], ['B'], ['D'], ['A']]","[{'a': 'many', 'b': 'none', 'c': 'most', 'd': 'all', 'e': 'few', 'f': 'almost all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'some'}, {'a': 'none', 'b': 'almost none', 'c': 'some', 'd': 'few', 'e': 'most', 'f': 'the smaller part', 'g': 'many', 'h': 'almost all', 'i': 'all'}, {'a': 'the smaller part', 'b': 'most', 'c': 'many', 'd': 'almost none', 'e': 'none', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'almost all'}, {'a': 'none', 'b': 'the smaller part', 'c': 'few', 'd': 'all', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'many', 'i': 'almost all'}, {'a': 'some', 'b': 'none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'most', 'g': 'many', 'h': 'few', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: most\nD: all\nE: few\nF: almost all\nG: almost none\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: some\nD: few\nE: most\nF: the smaller part\nG: many\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: many\nD: almost none\nE: none\nF: few\nG: some\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: few\nD: all\nE: some\nF: almost none\nG: most\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: almost all\nD: the smaller part\nE: almost none\nF: most\nG: many\nH: few\nI: all\nAnswer:']"
1947,data/images/quantifier/test_1947.png,"[['B'], ['B'], ['A'], ['A'], ['A: few']]","[{'a': 'some', 'b': 'all', 'c': 'few', 'd': 'many', 'e': 'the smaller part', 'f': 'most', 'g': 'almost all', 'h': 'almost none', 'i': 'none'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'many', 'd': 'most', 'e': 'few', 'f': 'none', 'g': 'some', 'h': 'almost none', 'i': 'all'}, {'a': 'most', 'b': 'almost none', 'c': 'almost all', 'd': 'many', 'e': 'few', 'f': 'none', 'g': 'all', 'h': 'the smaller part', 'i': 'some'}, {'a': 'some', 'b': 'almost none', 'c': 'the smaller part', 'd': 'few', 'e': 'many', 'f': 'all', 'g': 'none', 'h': 'almost all', 'i': 'most'}, {'a': 'few', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'almost none', 'f': 'almost all', 'g': 'most', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: few\nD: many\nE: the smaller part\nF: most\nG: almost all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: many\nD: most\nE: few\nF: none\nG: some\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: almost all\nD: many\nE: few\nF: none\nG: all\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: the smaller part\nD: few\nE: many\nF: all\nG: none\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: the smaller part\nD: none\nE: almost none\nF: almost all\nG: most\nH: many\nI: all\nAnswer:']"
1858,data/images/quantifier/test_1858.png,"[['A'], ['B'], ['B'], ['B'], ['B']]","[{'a': 'almost all', 'b': 'almost none', 'c': 'many', 'd': 'most', 'e': 'the smaller part', 'f': 'all', 'g': 'few', 'h': 'none', 'i': 'some'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'few', 'd': 'almost all', 'e': 'none', 'f': 'most', 'g': 'all', 'h': 'some', 'i': 'many'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'many', 'd': 'few', 'e': 'most', 'f': 'some', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'almost all', 'e': 'the smaller part', 'f': 'many', 'g': 'some', 'h': 'none', 'i': 'all'}, {'a': 'most', 'b': 'many', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: many\nD: most\nE: the smaller part\nF: all\nG: few\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: few\nD: almost all\nE: none\nF: most\nG: all\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: many\nD: few\nE: most\nF: some\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: almost all\nE: the smaller part\nF: many\nG: some\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: the smaller part\nD: none\nE: few\nF: almost none\nG: almost all\nH: some\nI: all\nAnswer:']"
1965,data/images/quantifier/test_1965.png,"[['D'], ['B'], ['A'], ['I: some'], ['F']]","[{'a': 'some', 'b': 'almost none', 'c': 'many', 'd': 'few', 'e': 'all', 'f': 'none', 'g': 'almost all', 'h': 'the smaller part', 'i': 'most'}, {'a': 'most', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'the smaller part', 'g': 'almost all', 'h': 'few', 'i': 'many'}, {'a': 'many', 'b': 'few', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}, {'a': 'many', 'b': 'almost none', 'c': 'almost all', 'd': 'most', 'e': 'none', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}, {'a': 'many', 'b': 'almost none', 'c': 'the smaller part', 'd': 'none', 'e': 'most', 'f': 'some', 'g': 'few', 'h': 'all', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: many\nD: few\nE: all\nF: none\nG: almost all\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost none\nD: all\nE: none\nF: the smaller part\nG: almost all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: none\nD: the smaller part\nE: most\nF: all\nG: almost all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: almost all\nD: most\nE: none\nF: few\nG: the smaller part\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: the smaller part\nD: none\nE: most\nF: some\nG: few\nH: all\nI: almost all\nAnswer:']"
2893,data/images/quantifier/test_2893.png,"[['A'], ['B'], ['B'], ['B'], ['A']]","[{'a': 'all', 'b': 'the smaller part', 'c': 'almost all', 'd': 'none', 'e': 'most', 'f': 'many', 'g': 'almost none', 'h': 'some', 'i': 'few'}, {'a': 'none', 'b': 'most', 'c': 'some', 'd': 'all', 'e': 'few', 'f': 'almost none', 'g': 'many', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'almost none', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'the smaller part', 'f': 'some', 'g': 'none', 'h': 'most', 'i': 'all'}, {'a': 'none', 'b': 'many', 'c': 'almost none', 'd': 'some', 'e': 'few', 'f': 'almost all', 'g': 'all', 'h': 'the smaller part', 'i': 'most'}, {'a': 'almost all', 'b': 'few', 'c': 'some', 'd': 'the smaller part', 'e': 'many', 'f': 'almost none', 'g': 'none', 'h': 'most', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: almost all\nD: none\nE: most\nF: many\nG: almost none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: some\nD: all\nE: few\nF: almost none\nG: many\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: few\nD: almost all\nE: the smaller part\nF: some\nG: none\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost none\nD: some\nE: few\nF: almost all\nG: all\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: some\nD: the smaller part\nE: many\nF: almost none\nG: none\nH: most\nI: all\nAnswer:']"
2892,data/images/quantifier/test_2892.png,"[['D'], ['C'], ['A'], ['E'], ['D']]","[{'a': 'all', 'b': 'few', 'c': 'most', 'd': 'many', 'e': 'some', 'f': 'almost none', 'g': 'none', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'the smaller part', 'c': 'many', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'most', 'h': 'almost none', 'i': 'few'}, {'a': 'many', 'b': 'the smaller part', 'c': 'almost none', 'd': 'all', 'e': 'most', 'f': 'almost all', 'g': 'none', 'h': 'few', 'i': 'some'}, {'a': 'almost all', 'b': 'almost none', 'c': 'none', 'd': 'some', 'e': 'many', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'none', 'b': 'the smaller part', 'c': 'almost none', 'd': 'all', 'e': 'almost all', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: most\nD: many\nE: some\nF: almost none\nG: none\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: many\nD: all\nE: none\nF: almost all\nG: most\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: almost none\nD: all\nE: most\nF: almost all\nG: none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: none\nD: some\nE: many\nF: few\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost none\nD: all\nE: almost all\nF: few\nG: many\nH: most\nI: some\nAnswer:']"
2945,data/images/quantifier/test_2945.png,"[['B'], ['B'], ['A'], ['C'], ['F']]","[{'a': 'almost all', 'b': 'many', 'c': 'the smaller part', 'd': 'few', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'all', 'i': 'some'}, {'a': 'few', 'b': 'all', 'c': 'the smaller part', 'd': 'almost all', 'e': 'almost none', 'f': 'many', 'g': 'some', 'h': 'most', 'i': 'none'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost none', 'd': 'almost all', 'e': 'some', 'f': 'many', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'the smaller part', 'b': 'many', 'c': 'almost all', 'd': 'some', 'e': 'most', 'f': 'none', 'g': 'all', 'h': 'almost none', 'i': 'few'}, {'a': 'some', 'b': 'few', 'c': 'all', 'd': 'none', 'e': 'almost none', 'f': 'many', 'g': 'the smaller part', 'h': 'most', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: the smaller part\nD: few\nE: none\nF: almost none\nG: most\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: the smaller part\nD: almost all\nE: almost none\nF: many\nG: some\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost none\nD: almost all\nE: some\nF: many\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: almost all\nD: some\nE: most\nF: none\nG: all\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: all\nD: none\nE: almost none\nF: many\nG: the smaller part\nH: most\nI: almost all\nAnswer:']"
2883,data/images/quantifier/test_2883.png,"[['A'], ['F'], ['D'], ['F'], ['D']]","[{'a': 'most', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'none', 'f': 'some', 'g': 'almost all', 'h': 'the smaller part', 'i': 'few'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'few', 'd': 'almost none', 'e': 'most', 'f': 'some', 'g': 'all', 'h': 'many', 'i': 'none'}, {'a': 'many', 'b': 'the smaller part', 'c': 'all', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'none', 'h': 'most', 'i': 'some'}, {'a': 'few', 'b': 'all', 'c': 'the smaller part', 'd': 'none', 'e': 'many', 'f': 'some', 'g': 'almost all', 'h': 'almost none', 'i': 'most'}, {'a': 'almost none', 'b': 'many', 'c': 'the smaller part', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'most', 'h': 'almost all', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: all\nD: many\nE: none\nF: some\nG: almost all\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: few\nD: almost none\nE: most\nF: some\nG: all\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: all\nD: almost all\nE: few\nF: almost none\nG: none\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: the smaller part\nD: none\nE: many\nF: some\nG: almost all\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: the smaller part\nD: some\nE: few\nF: none\nG: most\nH: almost all\nI: all\nAnswer:']"
2985,data/images/quantifier/test_2985.png,"[['A'], ['A'], ['A'], ['D'], ['B']]","[{'a': 'all', 'b': 'almost all', 'c': 'many', 'd': 'none', 'e': 'few', 'f': 'the smaller part', 'g': 'some', 'h': 'almost none', 'i': 'most'}, {'a': 'most', 'b': 'few', 'c': 'none', 'd': 'some', 'e': 'many', 'f': 'almost all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'none', 'b': 'almost none', 'c': 'many', 'd': 'most', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'almost all', 'i': 'all'}, {'a': 'few', 'b': 'none', 'c': 'many', 'd': 'all', 'e': 'almost all', 'f': 'most', 'g': 'almost none', 'h': 'some', 'i': 'the smaller part'}, {'a': 'most', 'b': 'almost all', 'c': 'almost none', 'd': 'few', 'e': 'some', 'f': 'all', 'g': 'none', 'h': 'the smaller part', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: many\nD: none\nE: few\nF: the smaller part\nG: some\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: none\nD: some\nE: many\nF: almost all\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: many\nD: most\nE: few\nF: some\nG: the smaller part\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: many\nD: all\nE: almost all\nF: most\nG: almost none\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: almost none\nD: few\nE: some\nF: all\nG: none\nH: the smaller part\nI: many\nAnswer:']"
2817,data/images/quantifier/test_2817.png,"[['I: almost all'], ['D'], ['D'], ['G: many'], ['C']]","[{'a': 'few', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'some', 'f': 'many', 'g': 'almost none', 'h': 'most', 'i': 'almost all'}, {'a': 'most', 'b': 'none', 'c': 'some', 'd': 'the smaller part', 'e': 'almost all', 'f': 'all', 'g': 'many', 'h': 'almost none', 'i': 'few'}, {'a': 'almost none', 'b': 'all', 'c': 'few', 'd': 'many', 'e': 'none', 'f': 'most', 'g': 'some', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'almost none', 'c': 'some', 'd': 'none', 'e': 'few', 'f': 'most', 'g': 'many', 'h': 'all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'almost none', 'f': 'almost all', 'g': 'none', 'h': 'all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: all\nD: the smaller part\nE: some\nF: many\nG: almost none\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: some\nD: the smaller part\nE: almost all\nF: all\nG: many\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: few\nD: many\nE: none\nF: most\nG: some\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: some\nD: none\nE: few\nF: most\nG: many\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: many\nD: the smaller part\nE: almost none\nF: almost all\nG: none\nH: all\nI: some\nAnswer:']"
3139,data/images/quantifier/test_3139.png,"[['B: almost all'], ['B'], ['D'], ['A: many'], ['D']]","[{'a': 'few', 'b': 'almost all', 'c': 'many', 'd': 'most', 'e': 'almost none', 'f': 'the smaller part', 'g': 'all', 'h': 'some', 'i': 'none'}, {'a': 'the smaller part', 'b': 'all', 'c': 'some', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'almost none', 'h': 'many', 'i': 'none'}, {'a': 'most', 'b': 'few', 'c': 'almost none', 'd': 'many', 'e': 'the smaller part', 'f': 'almost all', 'g': 'all', 'h': 'some', 'i': 'none'}, {'a': 'many', 'b': 'all', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'almost all', 'h': 'the smaller part', 'i': 'few'}, {'a': 'some', 'b': 'few', 'c': 'the smaller part', 'd': 'all', 'e': 'most', 'f': 'almost all', 'g': 'none', 'h': 'almost none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: many\nD: most\nE: almost none\nF: the smaller part\nG: all\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: some\nD: almost all\nE: few\nF: most\nG: almost none\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost none\nD: many\nE: the smaller part\nF: almost all\nG: all\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: some\nD: almost none\nE: none\nF: most\nG: almost all\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: the smaller part\nD: all\nE: most\nF: almost all\nG: none\nH: almost none\nI: many\nAnswer:']"
3145,data/images/quantifier/test_3145.png,"[['C'], ['E'], ['F'], ['B'], ['E']]","[{'a': 'most', 'b': 'some', 'c': 'many', 'd': 'few', 'e': 'almost none', 'f': 'all', 'g': 'the smaller part', 'h': 'almost all', 'i': 'none'}, {'a': 'few', 'b': 'almost none', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'many', 'g': 'none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost all', 'd': 'none', 'e': 'all', 'f': 'many', 'g': 'some', 'h': 'most', 'i': 'almost none'}, {'a': 'some', 'b': 'many', 'c': 'all', 'd': 'most', 'e': 'the smaller part', 'f': 'few', 'g': 'almost none', 'h': 'almost all', 'i': 'none'}, {'a': 'none', 'b': 'the smaller part', 'c': 'all', 'd': 'almost none', 'e': 'many', 'f': 'few', 'g': 'some', 'h': 'almost all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: few\nE: almost none\nF: all\nG: the smaller part\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: some\nD: all\nE: almost all\nF: many\nG: none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost all\nD: none\nE: all\nF: many\nG: some\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: all\nD: most\nE: the smaller part\nF: few\nG: almost none\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: all\nD: almost none\nE: many\nF: few\nG: some\nH: almost all\nI: most\nAnswer:']"
