index,image_file,llava_output,shuffled_options,prompted_questions
2952,data/images/quantifier/test_2952.png,"[['B'], ['D'], ['B'], ['C'], ['B: almost all']]","[{'a': 'the smaller part', 'b': 'many', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'most', 'g': 'few', 'h': 'almost all', 'i': 'none'}, {'a': 'the smaller part', 'b': 'few', 'c': 'none', 'd': 'most', 'e': 'almost all', 'f': 'some', 'g': 'many', 'h': 'all', 'i': 'almost none'}, {'a': 'most', 'b': 'many', 'c': 'almost all', 'd': 'none', 'e': 'the smaller part', 'f': 'few', 'g': 'all', 'h': 'some', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'none', 'c': 'many', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'almost none', 'i': 'few'}, {'a': 'none', 'b': 'almost all', 'c': 'few', 'd': 'the smaller part', 'e': 'all', 'f': 'most', 'g': 'many', 'h': 'almost none', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: all\nD: some\nE: almost none\nF: most\nG: few\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: none\nD: most\nE: almost all\nF: some\nG: many\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: almost all\nD: none\nE: the smaller part\nF: few\nG: all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: many\nD: most\nE: some\nF: almost all\nG: all\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: few\nD: the smaller part\nE: all\nF: most\nG: many\nH: almost none\nI: some\nAnswer:']"
2953,data/images/quantifier/test_2953.png,"[['B'], ['D'], ['A'], ['F'], ['E']]","[{'a': 'none', 'b': 'all', 'c': 'few', 'd': 'most', 'e': 'almost none', 'f': 'many', 'g': 'some', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost all', 'd': 'many', 'e': 'none', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'almost none'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'the smaller part', 'e': 'almost none', 'f': 'all', 'g': 'few', 'h': 'most', 'i': 'almost all'}, {'a': 'most', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'many', 'g': 'almost none', 'h': 'almost all', 'i': 'all'}, {'a': 'all', 'b': 'almost none', 'c': 'most', 'd': 'some', 'e': 'many', 'f': 'the smaller part', 'g': 'few', 'h': 'none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: few\nD: most\nE: almost none\nF: many\nG: some\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost all\nD: many\nE: none\nF: few\nG: some\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: the smaller part\nE: almost none\nF: all\nG: few\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: the smaller part\nD: none\nE: few\nF: many\nG: almost none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: most\nD: some\nE: many\nF: the smaller part\nG: few\nH: none\nI: almost all\nAnswer:']"
2962,data/images/quantifier/test_2962.png,"[['D'], ['A'], ['D'], ['D'], ['B']]","[{'a': 'none', 'b': 'almost none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'few', 'f': 'many', 'g': 'all', 'h': 'some', 'i': 'most'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'few', 'i': 'none'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'most', 'd': 'few', 'e': 'all', 'f': 'almost none', 'g': 'none', 'h': 'some', 'i': 'many'}, {'a': 'many', 'b': 'none', 'c': 'most', 'd': 'almost all', 'e': 'some', 'f': 'the smaller part', 'g': 'almost none', 'h': 'few', 'i': 'all'}, {'a': 'most', 'b': 'some', 'c': 'none', 'd': 'the smaller part', 'e': 'almost all', 'f': 'few', 'g': 'many', 'h': 'all', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: almost all\nD: the smaller part\nE: few\nF: many\nG: all\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: some\nD: all\nE: almost all\nF: many\nG: most\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: most\nD: few\nE: all\nF: almost none\nG: none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: most\nD: almost all\nE: some\nF: the smaller part\nG: almost none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: none\nD: the smaller part\nE: almost all\nF: few\nG: many\nH: all\nI: almost none\nAnswer:']"
2969,data/images/quantifier/test_2969.png,"[['B'], ['A'], ['B'], ['D'], ['A']]","[{'a': 'few', 'b': 'many', 'c': 'almost all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'most', 'g': 'some', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'many', 'c': 'some', 'd': 'none', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'few', 'i': 'all'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'all', 'd': 'few', 'e': 'none', 'f': 'some', 'g': 'almost none', 'h': 'most', 'i': 'many'}, {'a': 'some', 'b': 'none', 'c': 'few', 'd': 'all', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'all', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'almost all', 'f': 'almost none', 'g': 'the smaller part', 'h': 'most', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: almost all\nD: almost none\nE: the smaller part\nF: most\nG: some\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: some\nD: none\nE: most\nF: the smaller part\nG: almost none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: all\nD: few\nE: none\nF: some\nG: almost none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: few\nD: all\nE: almost all\nF: many\nG: most\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: many\nD: none\nE: almost all\nF: almost none\nG: the smaller part\nH: most\nI: few\nAnswer:']"
2970,data/images/quantifier/test_2970.png,"[['F'], ['C'], ['D'], ['E'], ['B']]","[{'a': 'almost all', 'b': 'most', 'c': 'the smaller part', 'd': 'few', 'e': 'almost none', 'f': 'many', 'g': 'none', 'h': 'all', 'i': 'some'}, {'a': 'all', 'b': 'none', 'c': 'many', 'd': 'some', 'e': 'almost all', 'f': 'the smaller part', 'g': 'few', 'h': 'almost none', 'i': 'most'}, {'a': 'all', 'b': 'the smaller part', 'c': 'most', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'many', 'h': 'some', 'i': 'none'}, {'a': 'the smaller part', 'b': 'all', 'c': 'few', 'd': 'none', 'e': 'almost all', 'f': 'some', 'g': 'most', 'h': 'many', 'i': 'almost none'}, {'a': 'all', 'b': 'many', 'c': 'the smaller part', 'd': 'almost all', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: the smaller part\nD: few\nE: almost none\nF: many\nG: none\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: many\nD: some\nE: almost all\nF: the smaller part\nG: few\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: most\nD: almost all\nE: few\nF: almost none\nG: many\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: few\nD: none\nE: almost all\nF: some\nG: most\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: the smaller part\nD: almost all\nE: none\nF: almost none\nG: most\nH: few\nI: some\nAnswer:']"
2972,data/images/quantifier/test_2972.png,"[['A'], ['B'], ['B'], ['D'], ['A']]","[{'a': 'most', 'b': 'the smaller part', 'c': 'almost all', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'most', 'b': 'some', 'c': 'few', 'd': 'almost none', 'e': 'almost all', 'f': 'none', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}, {'a': 'almost none', 'b': 'some', 'c': 'none', 'd': 'most', 'e': 'almost all', 'f': 'many', 'g': 'few', 'h': 'the smaller part', 'i': 'all'}, {'a': 'some', 'b': 'none', 'c': 'all', 'd': 'few', 'e': 'most', 'f': 'almost none', 'g': 'many', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'none', 'c': 'most', 'd': 'the smaller part', 'e': 'few', 'f': 'many', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost all\nD: almost none\nE: many\nF: some\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: few\nD: almost none\nE: almost all\nF: none\nG: the smaller part\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: none\nD: most\nE: almost all\nF: many\nG: few\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: all\nD: few\nE: most\nF: almost none\nG: many\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: most\nD: the smaller part\nE: few\nF: many\nG: almost all\nH: some\nI: almost none\nAnswer:']"
2986,data/images/quantifier/test_2986.png,"[['A'], ['A'], ['B'], ['A'], ['B']]","[{'a': 'almost all', 'b': 'almost none', 'c': 'few', 'd': 'the smaller part', 'e': 'many', 'f': 'some', 'g': 'all', 'h': 'most', 'i': 'none'}, {'a': 'many', 'b': 'few', 'c': 'most', 'd': 'some', 'e': 'all', 'f': 'none', 'g': 'almost all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'few', 'b': 'some', 'c': 'none', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'almost none', 'h': 'many', 'i': 'all'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'all', 'd': 'few', 'e': 'many', 'f': 'almost all', 'g': 'most', 'h': 'none', 'i': 'some'}, {'a': 'none', 'b': 'some', 'c': 'most', 'd': 'the smaller part', 'e': 'almost all', 'f': 'few', 'g': 'all', 'h': 'almost none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: few\nD: the smaller part\nE: many\nF: some\nG: all\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: most\nD: some\nE: all\nF: none\nG: almost all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: none\nD: most\nE: the smaller part\nF: almost all\nG: almost none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: all\nD: few\nE: many\nF: almost all\nG: most\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: most\nD: the smaller part\nE: almost all\nF: few\nG: all\nH: almost none\nI: many\nAnswer:']"
2987,data/images/quantifier/test_2987.png,"[['B'], ['A'], ['E'], ['C'], ['A']]","[{'a': 'none', 'b': 'many', 'c': 'few', 'd': 'almost none', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'some', 'i': 'all'}, {'a': 'many', 'b': 'all', 'c': 'almost all', 'd': 'none', 'e': 'some', 'f': 'few', 'g': 'the smaller part', 'h': 'most', 'i': 'almost none'}, {'a': 'most', 'b': 'few', 'c': 'almost none', 'd': 'none', 'e': 'almost all', 'f': 'the smaller part', 'g': 'all', 'h': 'many', 'i': 'some'}, {'a': 'some', 'b': 'none', 'c': 'many', 'd': 'few', 'e': 'all', 'f': 'almost none', 'g': 'almost all', 'h': 'most', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'some', 'd': 'none', 'e': 'almost none', 'f': 'few', 'g': 'all', 'h': 'many', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: few\nD: almost none\nE: most\nF: almost all\nG: the smaller part\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost all\nD: none\nE: some\nF: few\nG: the smaller part\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost none\nD: none\nE: almost all\nF: the smaller part\nG: all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: many\nD: few\nE: all\nF: almost none\nG: almost all\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: some\nD: none\nE: almost none\nF: few\nG: all\nH: many\nI: most\nAnswer:']"
2992,data/images/quantifier/test_2992.png,"[['D'], ['D'], ['D'], ['F'], ['D']]","[{'a': 'the smaller part', 'b': 'few', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'almost all', 'g': 'some', 'h': 'none', 'i': 'almost none'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'none', 'd': 'many', 'e': 'few', 'f': 'most', 'g': 'some', 'h': 'all', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'some', 'c': 'almost none', 'd': 'almost all', 'e': 'many', 'f': 'all', 'g': 'few', 'h': 'none', 'i': 'most'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost none', 'd': 'almost all', 'e': 'none', 'f': 'many', 'g': 'some', 'h': 'few', 'i': 'all'}, {'a': 'few', 'b': 'almost none', 'c': 'most', 'd': 'all', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: all\nD: many\nE: most\nF: almost all\nG: some\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: none\nD: many\nE: few\nF: most\nG: some\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost none\nD: almost all\nE: many\nF: all\nG: few\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost none\nD: almost all\nE: none\nF: many\nG: some\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: most\nD: all\nE: some\nF: many\nG: the smaller part\nH: almost all\nI: none\nAnswer:']"
2999,data/images/quantifier/test_2999.png,"[['A'], ['I: many'], ['D'], ['B'], ['B']]","[{'a': 'all', 'b': 'the smaller part', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'some', 'g': 'almost all', 'h': 'many', 'i': 'few'}, {'a': 'almost all', 'b': 'all', 'c': 'almost none', 'd': 'none', 'e': 'most', 'f': 'the smaller part', 'g': 'few', 'h': 'some', 'i': 'many'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost all', 'd': 'many', 'e': 'all', 'f': 'almost none', 'g': 'some', 'h': 'most', 'i': 'none'}, {'a': 'the smaller part', 'b': 'all', 'c': 'most', 'd': 'few', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'none', 'i': 'almost all'}, {'a': 'some', 'b': 'many', 'c': 'few', 'd': 'all', 'e': 'the smaller part', 'f': 'none', 'g': 'almost none', 'h': 'almost all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: none\nD: most\nE: almost none\nF: some\nG: almost all\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: almost none\nD: none\nE: most\nF: the smaller part\nG: few\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost all\nD: many\nE: all\nF: almost none\nG: some\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: most\nD: few\nE: many\nF: some\nG: almost none\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: few\nD: all\nE: the smaller part\nF: none\nG: almost none\nH: almost all\nI: most\nAnswer:']"
3000,data/images/quantifier/test_3000.png,"[['B'], ['F'], ['B'], ['A'], ['I: many']]","[{'a': 'almost none', 'b': 'many', 'c': 'none', 'd': 'some', 'e': 'almost all', 'f': 'the smaller part', 'g': 'all', 'h': 'few', 'i': 'most'}, {'a': 'the smaller part', 'b': 'none', 'c': 'few', 'd': 'almost none', 'e': 'most', 'f': 'many', 'g': 'almost all', 'h': 'some', 'i': 'all'}, {'a': 'almost none', 'b': 'many', 'c': 'few', 'd': 'the smaller part', 'e': 'none', 'f': 'all', 'g': 'almost all', 'h': 'most', 'i': 'some'}, {'a': 'all', 'b': 'some', 'c': 'almost none', 'd': 'none', 'e': 'almost all', 'f': 'few', 'g': 'the smaller part', 'h': 'most', 'i': 'many'}, {'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'most', 'e': 'almost all', 'f': 'almost none', 'g': 'few', 'h': 'all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: none\nD: some\nE: almost all\nF: the smaller part\nG: all\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: few\nD: almost none\nE: most\nF: many\nG: almost all\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: few\nD: the smaller part\nE: none\nF: all\nG: almost all\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost none\nD: none\nE: almost all\nF: few\nG: the smaller part\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: most\nE: almost all\nF: almost none\nG: few\nH: all\nI: many\nAnswer:']"
3003,data/images/quantifier/test_3003.png,"[['B'], ['A'], ['A: many'], ['C'], ['C: almost all']]","[{'a': 'some', 'b': 'almost all', 'c': 'few', 'd': 'none', 'e': 'the smaller part', 'f': 'most', 'g': 'almost none', 'h': 'all', 'i': 'many'}, {'a': 'almost all', 'b': 'none', 'c': 'some', 'd': 'all', 'e': 'few', 'f': 'many', 'g': 'the smaller part', 'h': 'most', 'i': 'almost none'}, {'a': 'many', 'b': 'most', 'c': 'almost all', 'd': 'almost none', 'e': 'few', 'f': 'the smaller part', 'g': 'some', 'h': 'all', 'i': 'none'}, {'a': 'few', 'b': 'some', 'c': 'many', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'most'}, {'a': 'most', 'b': 'few', 'c': 'almost all', 'd': 'the smaller part', 'e': 'none', 'f': 'some', 'g': 'many', 'h': 'all', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: few\nD: none\nE: the smaller part\nF: most\nG: almost none\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: some\nD: all\nE: few\nF: many\nG: the smaller part\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: almost all\nD: almost none\nE: few\nF: the smaller part\nG: some\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: many\nD: all\nE: none\nF: almost all\nG: the smaller part\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost all\nD: the smaller part\nE: none\nF: some\nG: many\nH: all\nI: almost none\nAnswer:']"
3006,data/images/quantifier/test_3006.png,"[['H'], ['E'], ['I: many'], ['D'], ['A']]","[{'a': 'few', 'b': 'the smaller part', 'c': 'almost none', 'd': 'none', 'e': 'all', 'f': 'some', 'g': 'almost all', 'h': 'many', 'i': 'most'}, {'a': 'none', 'b': 'few', 'c': 'most', 'd': 'some', 'e': 'many', 'f': 'almost none', 'g': 'all', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'almost all', 'e': 'none', 'f': 'the smaller part', 'g': 'most', 'h': 'few', 'i': 'many'}, {'a': 'some', 'b': 'all', 'c': 'few', 'd': 'many', 'e': 'almost none', 'f': 'most', 'g': 'the smaller part', 'h': 'almost all', 'i': 'none'}, {'a': 'most', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'the smaller part', 'g': 'none', 'h': 'many', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: almost none\nD: none\nE: all\nF: some\nG: almost all\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: most\nD: some\nE: many\nF: almost none\nG: all\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: almost all\nE: none\nF: the smaller part\nG: most\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: few\nD: many\nE: almost none\nF: most\nG: the smaller part\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: all\nD: some\nE: almost none\nF: the smaller part\nG: none\nH: many\nI: almost all\nAnswer:']"
3009,data/images/quantifier/test_3009.png,"[['A'], ['C'], ['B'], ['A'], ['C']]","[{'a': 'many', 'b': 'almost none', 'c': 'most', 'd': 'some', 'e': 'few', 'f': 'all', 'g': 'almost all', 'h': 'the smaller part', 'i': 'none'}, {'a': 'almost all', 'b': 'all', 'c': 'many', 'd': 'some', 'e': 'none', 'f': 'the smaller part', 'g': 'most', 'h': 'few', 'i': 'almost none'}, {'a': 'some', 'b': 'most', 'c': 'almost none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'many', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'many', 'b': 'none', 'c': 'few', 'd': 'the smaller part', 'e': 'most', 'f': 'almost none', 'g': 'all', 'h': 'almost all', 'i': 'some'}, {'a': 'all', 'b': 'some', 'c': 'many', 'd': 'few', 'e': 'almost none', 'f': 'almost all', 'g': 'none', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: most\nD: some\nE: few\nF: all\nG: almost all\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: many\nD: some\nE: none\nF: the smaller part\nG: most\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: almost none\nD: almost all\nE: the smaller part\nF: many\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: few\nD: the smaller part\nE: most\nF: almost none\nG: all\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: many\nD: few\nE: almost none\nF: almost all\nG: none\nH: most\nI: the smaller part\nAnswer:']"
3010,data/images/quantifier/test_3010.png,"[['A'], ['B'], ['A'], ['D'], ['B']]","[{'a': 'almost all', 'b': 'all', 'c': 'the smaller part', 'd': 'almost none', 'e': 'most', 'f': 'few', 'g': 'some', 'h': 'many', 'i': 'none'}, {'a': 'few', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'the smaller part', 'f': 'none', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}, {'a': 'almost all', 'b': 'few', 'c': 'some', 'd': 'most', 'e': 'none', 'f': 'many', 'g': 'the smaller part', 'h': 'all', 'i': 'almost none'}, {'a': 'most', 'b': 'almost none', 'c': 'few', 'd': 'almost all', 'e': 'all', 'f': 'the smaller part', 'g': 'some', 'h': 'none', 'i': 'many'}, {'a': 'most', 'b': 'all', 'c': 'many', 'd': 'none', 'e': 'few', 'f': 'the smaller part', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: the smaller part\nD: almost none\nE: most\nF: few\nG: some\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: many\nD: most\nE: the smaller part\nF: none\nG: almost all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: some\nD: most\nE: none\nF: many\nG: the smaller part\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: few\nD: almost all\nE: all\nF: the smaller part\nG: some\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: none\nE: few\nF: the smaller part\nG: almost all\nH: some\nI: almost none\nAnswer:']"
