index,image_file,blip2_output,shuffled_options,prompted_questions
2327,data/images/quantifier/test_2327.png,"[['a'], ['e'], ['almost all'], ['g'], ['a']]","[{'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'none', 'e': 'all', 'f': 'many', 'g': 'some', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'few', 'c': 'all', 'd': 'most', 'e': 'the smaller part', 'f': 'many', 'g': 'none', 'h': 'almost none', 'i': 'almost all'}, {'a': 'many', 'b': 'some', 'c': 'few', 'd': 'all', 'e': 'most', 'f': 'almost none', 'g': 'almost all', 'h': 'none', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'few', 'c': 'none', 'd': 'all', 'e': 'most', 'f': 'almost all', 'g': 'many', 'h': 'almost none', 'i': 'some'}, {'a': 'few', 'b': 'some', 'c': 'the smaller part', 'd': 'most', 'e': 'all', 'f': 'none', 'g': 'many', 'h': 'almost none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: none\nE: all\nF: many\nG: some\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: all\nD: most\nE: the smaller part\nF: many\nG: none\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: few\nD: all\nE: most\nF: almost none\nG: almost all\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: none\nD: all\nE: most\nF: almost all\nG: many\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: the smaller part\nD: most\nE: all\nF: none\nG: many\nH: almost none\nI: almost all\nAnswer:']"
2334,data/images/quantifier/test_2334.png,"[['there are 11 animals in the image'], ['all animals are in the image'], ['g'], ['a'], ['a']]","[{'a': 'all', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'few', 'f': 'some', 'g': 'almost all', 'h': 'almost none', 'i': 'none'}, {'a': 'none', 'b': 'few', 'c': 'some', 'd': 'the smaller part', 'e': 'almost all', 'f': 'many', 'g': 'all', 'h': 'almost none', 'i': 'most'}, {'a': 'all', 'b': 'some', 'c': 'none', 'd': 'many', 'e': 'almost none', 'f': 'few', 'g': 'the smaller part', 'h': 'most', 'i': 'almost all'}, {'a': 'almost none', 'b': 'most', 'c': 'many', 'd': 'none', 'e': 'the smaller part', 'f': 'all', 'g': 'almost all', 'h': 'some', 'i': 'few'}, {'a': 'almost all', 'b': 'most', 'c': 'almost none', 'd': 'some', 'e': 'none', 'f': 'the smaller part', 'g': 'many', 'h': 'all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: many\nD: the smaller part\nE: few\nF: some\nG: almost all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: some\nD: the smaller part\nE: almost all\nF: many\nG: all\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: none\nD: many\nE: almost none\nF: few\nG: the smaller part\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: many\nD: none\nE: the smaller part\nF: all\nG: almost all\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: almost none\nD: some\nE: none\nF: the smaller part\nG: many\nH: all\nI: few\nAnswer:']"
2341,data/images/quantifier/test_2341.png,"[['a'], ['h'], ['b'], ['a'], ['g']]","[{'a': 'many', 'b': 'all', 'c': 'the smaller part', 'd': 'none', 'e': 'some', 'f': 'few', 'g': 'most', 'h': 'almost none', 'i': 'almost all'}, {'a': 'many', 'b': 'the smaller part', 'c': 'all', 'd': 'few', 'e': 'almost all', 'f': 'almost none', 'g': 'some', 'h': 'most', 'i': 'none'}, {'a': 'many', 'b': 'almost all', 'c': 'all', 'd': 'most', 'e': 'almost none', 'f': 'some', 'g': 'none', 'h': 'few', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'some', 'c': 'most', 'd': 'almost none', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'the smaller part', 'i': 'many'}, {'a': 'none', 'b': 'few', 'c': 'the smaller part', 'd': 'almost none', 'e': 'some', 'f': 'most', 'g': 'almost all', 'h': 'all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: the smaller part\nD: none\nE: some\nF: few\nG: most\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: all\nD: few\nE: almost all\nF: almost none\nG: some\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: all\nD: most\nE: almost none\nF: some\nG: none\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: most\nD: almost none\nE: none\nF: few\nG: all\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: the smaller part\nD: almost none\nE: some\nF: most\nG: almost all\nH: all\nI: many\nAnswer:']"
2343,data/images/quantifier/test_2343.png,"[['h'], ['g'], ['there are 8 animals in the image'], ['none'], ['there are 6 animals in the image']]","[{'a': 'few', 'b': 'none', 'c': 'almost none', 'd': 'some', 'e': 'many', 'f': 'most', 'g': 'almost all', 'h': 'all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost all', 'c': 'the smaller part', 'd': 'most', 'e': 'some', 'f': 'many', 'g': 'few', 'h': 'none', 'i': 'almost none'}, {'a': 'few', 'b': 'all', 'c': 'almost all', 'd': 'none', 'e': 'almost none', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'some'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'almost none', 'e': 'almost all', 'f': 'none', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}, {'a': 'almost none', 'b': 'most', 'c': 'almost all', 'd': 'none', 'e': 'some', 'f': 'the smaller part', 'g': 'few', 'h': 'all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: almost none\nD: some\nE: many\nF: most\nG: almost all\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: the smaller part\nD: most\nE: some\nF: many\nG: few\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost all\nD: none\nE: almost none\nF: most\nG: many\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: almost none\nE: almost all\nF: none\nG: the smaller part\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: almost all\nD: none\nE: some\nF: the smaller part\nG: few\nH: all\nI: many\nAnswer:']"
2344,data/images/quantifier/test_2344.png,"[[''], ['all'], ['a'], ['g'], ['d']]","[{'a': 'most', 'b': 'many', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'few', 'g': 'almost all', 'h': 'all', 'i': 'the smaller part'}, {'a': 'none', 'b': 'few', 'c': 'all', 'd': 'the smaller part', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'some', 'i': 'almost none'}, {'a': 'many', 'b': 'most', 'c': 'none', 'd': 'some', 'e': 'few', 'f': 'all', 'g': 'almost all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'most', 'c': 'few', 'd': 'all', 'e': 'almost none', 'f': 'almost all', 'g': 'many', 'h': 'some', 'i': 'none'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'few', 'd': 'many', 'e': 'almost none', 'f': 'none', 'g': 'most', 'h': 'all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: almost none\nD: none\nE: some\nF: few\nG: almost all\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: all\nD: the smaller part\nE: almost all\nF: many\nG: most\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: none\nD: some\nE: few\nF: all\nG: almost all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: few\nD: all\nE: almost none\nF: almost all\nG: many\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: few\nD: many\nE: almost none\nF: none\nG: most\nH: all\nI: some\nAnswer:']"
2346,data/images/quantifier/test_2346.png,"[['a'], ['none'], ['all'], ['b'], ['g, the smaller part']]","[{'a': 'none', 'b': 'all', 'c': 'many', 'd': 'some', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'almost none'}, {'a': 'many', 'b': 'most', 'c': 'almost all', 'd': 'the smaller part', 'e': 'all', 'f': 'none', 'g': 'almost none', 'h': 'some', 'i': 'few'}, {'a': 'none', 'b': 'almost none', 'c': 'the smaller part', 'd': 'all', 'e': 'some', 'f': 'most', 'g': 'almost all', 'h': 'many', 'i': 'few'}, {'a': 'almost none', 'b': 'none', 'c': 'few', 'd': 'most', 'e': 'some', 'f': 'the smaller part', 'g': 'many', 'h': 'almost all', 'i': 'all'}, {'a': 'almost all', 'b': 'almost none', 'c': 'all', 'd': 'none', 'e': 'many', 'f': 'most', 'g': 'some', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: many\nD: some\nE: the smaller part\nF: few\nG: most\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: almost all\nD: the smaller part\nE: all\nF: none\nG: almost none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: the smaller part\nD: all\nE: some\nF: most\nG: almost all\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: few\nD: most\nE: some\nF: the smaller part\nG: many\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: all\nD: none\nE: many\nF: most\nG: some\nH: few\nI: the smaller part\nAnswer:']"
2350,data/images/quantifier/test_2350.png,"[['a'], ['a'], ['none'], ['d'], ['d']]","[{'a': 'many', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'most', 'f': 'some', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'most', 'b': 'none', 'c': 'almost all', 'd': 'some', 'e': 'few', 'f': 'many', 'g': 'all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'none', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'many', 'f': 'most', 'g': 'almost all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'all', 'b': 'almost none', 'c': 'almost all', 'd': 'most', 'e': 'none', 'f': 'few', 'g': 'many', 'h': 'the smaller part', 'i': 'some'}, {'a': 'most', 'b': 'all', 'c': 'none', 'd': 'few', 'e': 'almost all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'some', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: the smaller part\nD: few\nE: most\nF: some\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost all\nD: some\nE: few\nF: many\nG: all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: all\nD: some\nE: many\nF: most\nG: almost all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: almost all\nD: most\nE: none\nF: few\nG: many\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: none\nD: few\nE: almost all\nF: the smaller part\nG: almost none\nH: some\nI: many\nAnswer:']"
2351,data/images/quantifier/test_2351.png,"[['g'], ['all'], ['b'], ['there are 5 animals in the image'], ['a']]","[{'a': 'the smaller part', 'b': 'few', 'c': 'most', 'd': 'many', 'e': 'almost all', 'f': 'all', 'g': 'some', 'h': 'almost none', 'i': 'none'}, {'a': 'few', 'b': 'all', 'c': 'almost all', 'd': 'the smaller part', 'e': 'most', 'f': 'some', 'g': 'many', 'h': 'none', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'none', 'c': 'many', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'some', 'h': 'most', 'i': 'all'}, {'a': 'some', 'b': 'none', 'c': 'many', 'd': 'all', 'e': 'almost all', 'f': 'the smaller part', 'g': 'most', 'h': 'few', 'i': 'almost none'}, {'a': 'many', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'the smaller part', 'f': 'few', 'g': 'almost all', 'h': 'most', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: most\nD: many\nE: almost all\nF: all\nG: some\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost all\nD: the smaller part\nE: most\nF: some\nG: many\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: many\nD: almost all\nE: few\nF: almost none\nG: some\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: many\nD: all\nE: almost all\nF: the smaller part\nG: most\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost none\nD: some\nE: the smaller part\nF: few\nG: almost all\nH: most\nI: none\nAnswer:']"
2352,data/images/quantifier/test_2352.png,"[['b'], ['all'], ['e'], ['almost all'], ['g']]","[{'a': 'none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'all', 'e': 'many', 'f': 'few', 'g': 'most', 'h': 'almost none', 'i': 'some'}, {'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'many', 'e': 'all', 'f': 'the smaller part', 'g': 'none', 'h': 'most', 'i': 'some'}, {'a': 'almost none', 'b': 'many', 'c': 'none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'all', 'i': 'some'}, {'a': 'few', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'almost none', 'f': 'the smaller part', 'g': 'most', 'h': 'almost all', 'i': 'all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'all', 'd': 'few', 'e': 'almost none', 'f': 'none', 'g': 'almost all', 'h': 'some', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost all\nD: all\nE: many\nF: few\nG: most\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: many\nE: all\nF: the smaller part\nG: none\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: none\nD: almost all\nE: the smaller part\nF: few\nG: most\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: many\nD: none\nE: almost none\nF: the smaller part\nG: most\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: all\nD: few\nE: almost none\nF: none\nG: almost all\nH: some\nI: many\nAnswer:']"
2355,data/images/quantifier/test_2355.png,"[['d'], ['i'], ['a'], ['almost all'], ['some']]","[{'a': 'most', 'b': 'all', 'c': 'some', 'd': 'the smaller part', 'e': 'almost all', 'f': 'many', 'g': 'none', 'h': 'few', 'i': 'almost none'}, {'a': 'almost all', 'b': 'many', 'c': 'the smaller part', 'd': 'none', 'e': 'all', 'f': 'almost none', 'g': 'most', 'h': 'some', 'i': 'few'}, {'a': 'none', 'b': 'the smaller part', 'c': 'all', 'd': 'almost none', 'e': 'many', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'some'}, {'a': 'none', 'b': 'some', 'c': 'many', 'd': 'all', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'most', 'i': 'few'}, {'a': 'few', 'b': 'almost all', 'c': 'almost none', 'd': 'most', 'e': 'some', 'f': 'all', 'g': 'many', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: some\nD: the smaller part\nE: almost all\nF: many\nG: none\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: the smaller part\nD: none\nE: all\nF: almost none\nG: most\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: all\nD: almost none\nE: many\nF: few\nG: most\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: many\nD: all\nE: almost none\nF: almost all\nG: the smaller part\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: almost none\nD: most\nE: some\nF: all\nG: many\nH: the smaller part\nI: none\nAnswer:']"
2362,data/images/quantifier/test_2362.png,"[['the smaller part'], ['all'], ['none'], ['the smaller part'], ['none']]","[{'a': 'some', 'b': 'few', 'c': 'most', 'd': 'many', 'e': 'all', 'f': 'almost none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'none'}, {'a': 'almost all', 'b': 'most', 'c': 'almost none', 'd': 'many', 'e': 'all', 'f': 'the smaller part', 'g': 'few', 'h': 'none', 'i': 'some'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'none', 'd': 'all', 'e': 'many', 'f': 'some', 'g': 'few', 'h': 'almost none', 'i': 'most'}, {'a': 'none', 'b': 'almost all', 'c': 'most', 'd': 'all', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'the smaller part', 'i': 'few'}, {'a': 'almost none', 'b': 'some', 'c': 'none', 'd': 'all', 'e': 'few', 'f': 'most', 'g': 'the smaller part', 'h': 'many', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: most\nD: many\nE: all\nF: almost none\nG: the smaller part\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: almost none\nD: many\nE: all\nF: the smaller part\nG: few\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: none\nD: all\nE: many\nF: some\nG: few\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: most\nD: all\nE: many\nF: some\nG: almost none\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: none\nD: all\nE: few\nF: most\nG: the smaller part\nH: many\nI: almost all\nAnswer:']"
2363,data/images/quantifier/test_2363.png,"[['there are no animals'], ['almost all'], ['all'], ['i'], ['""e""']]","[{'a': 'none', 'b': 'all', 'c': 'most', 'd': 'almost all', 'e': 'almost none', 'f': 'some', 'g': 'few', 'h': 'the smaller part', 'i': 'many'}, {'a': 'some', 'b': 'all', 'c': 'almost all', 'd': 'many', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'the smaller part', 'i': 'most'}, {'a': 'none', 'b': 'all', 'c': 'many', 'd': 'almost none', 'e': 'the smaller part', 'f': 'few', 'g': 'almost all', 'h': 'most', 'i': 'some'}, {'a': 'almost all', 'b': 'few', 'c': 'none', 'd': 'many', 'e': 'almost none', 'f': 'some', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'almost none', 'b': 'some', 'c': 'most', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'many', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: most\nD: almost all\nE: almost none\nF: some\nG: few\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: almost all\nD: many\nE: almost none\nF: none\nG: few\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: many\nD: almost none\nE: the smaller part\nF: few\nG: almost all\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: none\nD: many\nE: almost none\nF: some\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: most\nD: all\nE: none\nF: almost all\nG: many\nH: few\nI: the smaller part\nAnswer:']"
2368,data/images/quantifier/test_2368.png,"[['most'], ['there are more than 100 animals'], ['a, g, and i'], ['g'], ['c']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'many', 'e': 'almost all', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'all'}, {'a': 'almost none', 'b': 'few', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'all', 'g': 'the smaller part', 'h': 'almost all', 'i': 'many'}, {'a': 'almost all', 'b': 'few', 'c': 'none', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'all', 'h': 'the smaller part', 'i': 'many'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'the smaller part', 'e': 'almost all', 'f': 'all', 'g': 'none', 'h': 'many', 'i': 'some'}, {'a': 'all', 'b': 'many', 'c': 'most', 'd': 'almost all', 'e': 'few', 'f': 'the smaller part', 'g': 'almost none', 'h': 'some', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: many\nE: almost all\nF: almost none\nG: most\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: none\nD: some\nE: most\nF: all\nG: the smaller part\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: none\nD: most\nE: some\nF: almost none\nG: all\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: the smaller part\nE: almost all\nF: all\nG: none\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: most\nD: almost all\nE: few\nF: the smaller part\nG: almost none\nH: some\nI: none\nAnswer:']"
2369,data/images/quantifier/test_2369.png,"[['a'], ['almost none'], ['most animals'], ['a few'], ['the smaller part']]","[{'a': 'some', 'b': 'none', 'c': 'almost all', 'd': 'most', 'e': 'all', 'f': 'many', 'g': 'almost none', 'h': 'few', 'i': 'the smaller part'}, {'a': 'few', 'b': 'many', 'c': 'most', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'some', 'i': 'the smaller part'}, {'a': 'few', 'b': 'almost all', 'c': 'many', 'd': 'none', 'e': 'almost none', 'f': 'the smaller part', 'g': 'all', 'h': 'some', 'i': 'most'}, {'a': 'all', 'b': 'almost all', 'c': 'some', 'd': 'many', 'e': 'almost none', 'f': 'few', 'g': 'most', 'h': 'the smaller part', 'i': 'none'}, {'a': 'few', 'b': 'all', 'c': 'many', 'd': 'almost all', 'e': 'most', 'f': 'none', 'g': 'the smaller part', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: almost all\nD: most\nE: all\nF: many\nG: almost none\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: most\nD: almost none\nE: none\nF: almost all\nG: all\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: many\nD: none\nE: almost none\nF: the smaller part\nG: all\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: some\nD: many\nE: almost none\nF: few\nG: most\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: many\nD: almost all\nE: most\nF: none\nG: the smaller part\nH: some\nI: almost none\nAnswer:']"
2375,data/images/quantifier/test_2375.png,"[['g'], ['some'], ['b'], ['g'], ['b']]","[{'a': 'almost none', 'b': 'many', 'c': 'few', 'd': 'the smaller part', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'most', 'i': 'none'}, {'a': 'most', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'almost none', 'f': 'few', 'g': 'the smaller part', 'h': 'almost all', 'i': 'all'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'few', 'd': 'most', 'e': 'almost none', 'f': 'some', 'g': 'all', 'h': 'none', 'i': 'many'}, {'a': 'the smaller part', 'b': 'some', 'c': 'none', 'd': 'many', 'e': 'few', 'f': 'all', 'g': 'most', 'h': 'almost all', 'i': 'almost none'}, {'a': 'few', 'b': 'almost none', 'c': 'all', 'd': 'none', 'e': 'some', 'f': 'the smaller part', 'g': 'almost all', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: few\nD: the smaller part\nE: some\nF: almost all\nG: all\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: none\nE: almost none\nF: few\nG: the smaller part\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: few\nD: most\nE: almost none\nF: some\nG: all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: none\nD: many\nE: few\nF: all\nG: most\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: all\nD: none\nE: some\nF: the smaller part\nG: almost all\nH: most\nI: many\nAnswer:']"
