index,image_file,blip2_output,shuffled_options,prompted_questions
2953,data/images/quantifier/test_2953.png,"[['c'], ['i'], ['c'], ['d'], ['a']]","[{'a': 'almost all', 'b': 'the smaller part', 'c': 'few', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'most', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'few', 'c': 'most', 'd': 'none', 'e': 'the smaller part', 'f': 'all', 'g': 'some', 'h': 'many', 'i': 'almost none'}, {'a': 'almost all', 'b': 'none', 'c': 'some', 'd': 'few', 'e': 'the smaller part', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'all'}, {'a': 'almost all', 'b': 'most', 'c': 'many', 'd': 'almost none', 'e': 'none', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}, {'a': 'almost all', 'b': 'all', 'c': 'almost none', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'some', 'h': 'none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: few\nD: almost none\nE: many\nF: some\nG: most\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: most\nD: none\nE: the smaller part\nF: all\nG: some\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: some\nD: few\nE: the smaller part\nF: many\nG: most\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: many\nD: almost none\nE: none\nF: few\nG: the smaller part\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: almost none\nD: few\nE: the smaller part\nF: most\nG: some\nH: none\nI: many\nAnswer:']"
2962,data/images/quantifier/test_2962.png,"[[''], ['d'], ['all'], ['a'], ['some']]","[{'a': 'many', 'b': 'most', 'c': 'none', 'd': 'the smaller part', 'e': 'few', 'f': 'some', 'g': 'all', 'h': 'almost all', 'i': 'almost none'}, {'a': 'none', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'almost none', 'f': 'some', 'g': 'almost all', 'h': 'all', 'i': 'few'}, {'a': 'few', 'b': 'some', 'c': 'most', 'd': 'almost all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'all', 'h': 'none', 'i': 'many'}, {'a': 'some', 'b': 'many', 'c': 'all', 'd': 'none', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'few', 'i': 'almost none'}, {'a': 'almost all', 'b': 'all', 'c': 'few', 'd': 'most', 'e': 'many', 'f': 'almost none', 'g': 'the smaller part', 'h': 'some', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: none\nD: the smaller part\nE: few\nF: some\nG: all\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: many\nD: the smaller part\nE: almost none\nF: some\nG: almost all\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: most\nD: almost all\nE: the smaller part\nF: almost none\nG: all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: all\nD: none\nE: most\nF: almost all\nG: the smaller part\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: few\nD: most\nE: many\nF: almost none\nG: the smaller part\nH: some\nI: none\nAnswer:']"
2969,data/images/quantifier/test_2969.png,"[['there are about'], ['a'], ['g'], [''], ['e']]","[{'a': 'all', 'b': 'the smaller part', 'c': 'many', 'd': 'some', 'e': 'almost all', 'f': 'few', 'g': 'none', 'h': 'almost none', 'i': 'most'}, {'a': 'some', 'b': 'all', 'c': 'none', 'd': 'almost none', 'e': 'many', 'f': 'few', 'g': 'the smaller part', 'h': 'most', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'none', 'c': 'most', 'd': 'few', 'e': 'some', 'f': 'many', 'g': 'almost all', 'h': 'almost none', 'i': 'all'}, {'a': 'some', 'b': 'most', 'c': 'none', 'd': 'the smaller part', 'e': 'many', 'f': 'almost all', 'g': 'few', 'h': 'all', 'i': 'almost none'}, {'a': 'most', 'b': 'almost none', 'c': 'many', 'd': 'some', 'e': 'all', 'f': 'almost all', 'g': 'the smaller part', 'h': 'few', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: many\nD: some\nE: almost all\nF: few\nG: none\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: none\nD: almost none\nE: many\nF: few\nG: the smaller part\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: most\nD: few\nE: some\nF: many\nG: almost all\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: none\nD: the smaller part\nE: many\nF: almost all\nG: few\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: many\nD: some\nE: all\nF: almost all\nG: the smaller part\nH: few\nI: none\nAnswer:']"
2970,data/images/quantifier/test_2970.png,"[['g'], ['a'], ['a'], ['the smaller part'], ['c']]","[{'a': 'few', 'b': 'most', 'c': 'almost all', 'd': 'the smaller part', 'e': 'many', 'f': 'some', 'g': 'all', 'h': 'none', 'i': 'almost none'}, {'a': 'none', 'b': 'many', 'c': 'few', 'd': 'most', 'e': 'almost none', 'f': 'almost all', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}, {'a': 'many', 'b': 'the smaller part', 'c': 'none', 'd': 'almost none', 'e': 'some', 'f': 'few', 'g': 'almost all', 'h': 'most', 'i': 'all'}, {'a': 'few', 'b': 'almost all', 'c': 'the smaller part', 'd': 'some', 'e': 'all', 'f': 'none', 'g': 'many', 'h': 'almost none', 'i': 'most'}, {'a': 'all', 'b': 'the smaller part', 'c': 'most', 'd': 'almost all', 'e': 'many', 'f': 'some', 'g': 'none', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost all\nD: the smaller part\nE: many\nF: some\nG: all\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: few\nD: most\nE: almost none\nF: almost all\nG: some\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: none\nD: almost none\nE: some\nF: few\nG: almost all\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: the smaller part\nD: some\nE: all\nF: none\nG: many\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: most\nD: almost all\nE: many\nF: some\nG: none\nH: few\nI: almost none\nAnswer:']"
2972,data/images/quantifier/test_2972.png,"[['none'], ['a'], ['c'], ['none'], ['e']]","[{'a': 'few', 'b': 'some', 'c': 'the smaller part', 'd': 'almost none', 'e': 'almost all', 'f': 'all', 'g': 'none', 'h': 'many', 'i': 'most'}, {'a': 'almost all', 'b': 'all', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'none', 'g': 'some', 'h': 'almost none', 'i': 'many'}, {'a': 'few', 'b': 'all', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'almost none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'many'}, {'a': 'most', 'b': 'none', 'c': 'almost all', 'd': 'all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'some', 'h': 'many', 'i': 'few'}, {'a': 'almost all', 'b': 'almost none', 'c': 'none', 'd': 'all', 'e': 'most', 'f': 'few', 'g': 'some', 'h': 'many', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: the smaller part\nD: almost none\nE: almost all\nF: all\nG: none\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: few\nD: most\nE: the smaller part\nF: none\nG: some\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: none\nD: some\nE: most\nF: almost none\nG: the smaller part\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost all\nD: all\nE: the smaller part\nF: almost none\nG: some\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: none\nD: all\nE: most\nF: few\nG: some\nH: many\nI: the smaller part\nAnswer:']"
2986,data/images/quantifier/test_2986.png,"[['almost all'], ['all'], ['a'], ['there are 2 animals, a chicken and a bird.'], ['c']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'few', 'd': 'none', 'e': 'almost all', 'f': 'some', 'g': 'most', 'h': 'almost none', 'i': 'all'}, {'a': 'none', 'b': 'all', 'c': 'few', 'd': 'most', 'e': 'many', 'f': 'almost all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'some'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'almost none', 'd': 'none', 'e': 'few', 'f': 'some', 'g': 'all', 'h': 'most', 'i': 'many'}, {'a': 'almost all', 'b': 'almost none', 'c': 'few', 'd': 'some', 'e': 'none', 'f': 'most', 'g': 'many', 'h': 'all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'most', 'c': 'none', 'd': 'many', 'e': 'the smaller part', 'f': 'all', 'g': 'few', 'h': 'almost all', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: few\nD: none\nE: almost all\nF: some\nG: most\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: few\nD: most\nE: many\nF: almost all\nG: almost none\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: almost none\nD: none\nE: few\nF: some\nG: all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: few\nD: some\nE: none\nF: most\nG: many\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: none\nD: many\nE: the smaller part\nF: all\nG: few\nH: almost all\nI: almost none\nAnswer:']"
2987,data/images/quantifier/test_2987.png,"[['i'], ['b'], ['none'], ['d'], ['a']]","[{'a': 'almost all', 'b': 'almost none', 'c': 'none', 'd': 'the smaller part', 'e': 'many', 'f': 'most', 'g': 'all', 'h': 'some', 'i': 'few'}, {'a': 'none', 'b': 'few', 'c': 'many', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'many', 'd': 'few', 'e': 'almost all', 'f': 'almost none', 'g': 'all', 'h': 'none', 'i': 'some'}, {'a': 'few', 'b': 'many', 'c': 'the smaller part', 'd': 'none', 'e': 'almost all', 'f': 'most', 'g': 'almost none', 'h': 'all', 'i': 'some'}, {'a': 'few', 'b': 'many', 'c': 'most', 'd': 'almost none', 'e': 'all', 'f': 'some', 'g': 'almost all', 'h': 'none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: none\nD: the smaller part\nE: many\nF: most\nG: all\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: many\nD: the smaller part\nE: most\nF: all\nG: almost none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: many\nD: few\nE: almost all\nF: almost none\nG: all\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: the smaller part\nD: none\nE: almost all\nF: most\nG: almost none\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: most\nD: almost none\nE: all\nF: some\nG: almost all\nH: none\nI: the smaller part\nAnswer:']"
2992,data/images/quantifier/test_2992.png,"[['c'], ['most'], [''], ['a'], ['all']]","[{'a': 'all', 'b': 'most', 'c': 'some', 'd': 'almost none', 'e': 'many', 'f': 'the smaller part', 'g': 'few', 'h': 'almost all', 'i': 'none'}, {'a': 'some', 'b': 'none', 'c': 'most', 'd': 'few', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'many'}, {'a': 'some', 'b': 'all', 'c': 'many', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'almost all', 'h': 'the smaller part', 'i': 'few'}, {'a': 'none', 'b': 'most', 'c': 'the smaller part', 'd': 'some', 'e': 'all', 'f': 'many', 'g': 'almost none', 'h': 'few', 'i': 'almost all'}, {'a': 'few', 'b': 'the smaller part', 'c': 'almost none', 'd': 'most', 'e': 'many', 'f': 'almost all', 'g': 'none', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: some\nD: almost none\nE: many\nF: the smaller part\nG: few\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: most\nD: few\nE: almost none\nF: almost all\nG: the smaller part\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: almost none\nE: none\nF: most\nG: almost all\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: the smaller part\nD: some\nE: all\nF: many\nG: almost none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: almost none\nD: most\nE: many\nF: almost all\nG: none\nH: some\nI: all\nAnswer:']"
2999,data/images/quantifier/test_2999.png,"[['a'], ['g'], ['there are some animals'], [''], ['e']]","[{'a': 'some', 'b': 'almost all', 'c': 'none', 'd': 'almost none', 'e': 'many', 'f': 'few', 'g': 'most', 'h': 'the smaller part', 'i': 'all'}, {'a': 'the smaller part', 'b': 'all', 'c': 'some', 'd': 'few', 'e': 'many', 'f': 'none', 'g': 'most', 'h': 'almost none', 'i': 'almost all'}, {'a': 'few', 'b': 'none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'all', 'f': 'almost none', 'g': 'most', 'h': 'many', 'i': 'some'}, {'a': 'most', 'b': 'many', 'c': 'few', 'd': 'the smaller part', 'e': 'almost all', 'f': 'all', 'g': 'some', 'h': 'none', 'i': 'almost none'}, {'a': 'some', 'b': 'many', 'c': 'almost all', 'd': 'few', 'e': 'almost none', 'f': 'none', 'g': 'all', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: none\nD: almost none\nE: many\nF: few\nG: most\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: some\nD: few\nE: many\nF: none\nG: most\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: almost all\nD: the smaller part\nE: all\nF: almost none\nG: most\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: few\nD: the smaller part\nE: almost all\nF: all\nG: some\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: almost all\nD: few\nE: almost none\nF: none\nG: all\nH: most\nI: the smaller part\nAnswer:']"
3000,data/images/quantifier/test_3000.png,"[['g'], ['c'], ['c, the smaller part'], ['most'], ['a']]","[{'a': 'all', 'b': 'almost all', 'c': 'the smaller part', 'd': 'almost none', 'e': 'some', 'f': 'many', 'g': 'none', 'h': 'few', 'i': 'most'}, {'a': 'almost none', 'b': 'many', 'c': 'none', 'd': 'the smaller part', 'e': 'some', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'all'}, {'a': 'none', 'b': 'few', 'c': 'some', 'd': 'most', 'e': 'almost none', 'f': 'the smaller part', 'g': 'all', 'h': 'many', 'i': 'almost all'}, {'a': 'most', 'b': 'almost none', 'c': 'few', 'd': 'many', 'e': 'some', 'f': 'almost all', 'g': 'the smaller part', 'h': 'none', 'i': 'all'}, {'a': 'many', 'b': 'few', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'almost all', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: the smaller part\nD: almost none\nE: some\nF: many\nG: none\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: none\nD: the smaller part\nE: some\nF: few\nG: most\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: some\nD: most\nE: almost none\nF: the smaller part\nG: all\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: few\nD: many\nE: some\nF: almost all\nG: the smaller part\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: none\nD: some\nE: most\nF: the smaller part\nG: almost none\nH: almost all\nI: all\nAnswer:']"
3003,data/images/quantifier/test_3003.png,"[['g'], ['c'], ['d'], ['e'], ['e']]","[{'a': 'some', 'b': 'all', 'c': 'many', 'd': 'almost none', 'e': 'almost all', 'f': 'few', 'g': 'none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'many', 'c': 'few', 'd': 'none', 'e': 'all', 'f': 'most', 'g': 'almost none', 'h': 'some', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'the smaller part', 'f': 'few', 'g': 'none', 'h': 'some', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'all', 'c': 'few', 'd': 'some', 'e': 'almost all', 'f': 'most', 'g': 'none', 'h': 'almost none', 'i': 'many'}, {'a': 'almost none', 'b': 'few', 'c': 'none', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'some', 'h': 'many', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: almost none\nE: almost all\nF: few\nG: none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: few\nD: none\nE: all\nF: most\nG: almost none\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: many\nD: most\nE: the smaller part\nF: few\nG: none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: few\nD: some\nE: almost all\nF: most\nG: none\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: none\nD: all\nE: most\nF: the smaller part\nG: some\nH: many\nI: almost all\nAnswer:']"
3006,data/images/quantifier/test_3006.png,"[['there are'], ['c'], ['g'], ['all'], ['c']]","[{'a': 'some', 'b': 'most', 'c': 'none', 'd': 'all', 'e': 'almost all', 'f': 'many', 'g': 'the smaller part', 'h': 'almost none', 'i': 'few'}, {'a': 'few', 'b': 'some', 'c': 'none', 'd': 'almost none', 'e': 'the smaller part', 'f': 'most', 'g': 'many', 'h': 'almost all', 'i': 'all'}, {'a': 'some', 'b': 'all', 'c': 'almost all', 'd': 'most', 'e': 'few', 'f': 'the smaller part', 'g': 'almost none', 'h': 'none', 'i': 'many'}, {'a': 'many', 'b': 'none', 'c': 'few', 'd': 'all', 'e': 'some', 'f': 'the smaller part', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}, {'a': 'almost none', 'b': 'all', 'c': 'most', 'd': 'few', 'e': 'some', 'f': 'the smaller part', 'g': 'none', 'h': 'almost all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: none\nD: all\nE: almost all\nF: many\nG: the smaller part\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: none\nD: almost none\nE: the smaller part\nF: most\nG: many\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: almost all\nD: most\nE: few\nF: the smaller part\nG: almost none\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: few\nD: all\nE: some\nF: the smaller part\nG: almost all\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: most\nD: few\nE: some\nF: the smaller part\nG: none\nH: almost all\nI: many\nAnswer:']"
3009,data/images/quantifier/test_3009.png,"[['c'], ['b'], ['some'], ['a'], ['b']]","[{'a': 'few', 'b': 'almost none', 'c': 'some', 'd': 'none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'all', 'h': 'most', 'i': 'many'}, {'a': 'all', 'b': 'many', 'c': 'almost all', 'd': 'few', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'some', 'i': 'most'}, {'a': 'most', 'b': 'some', 'c': 'all', 'd': 'almost all', 'e': 'many', 'f': 'the smaller part', 'g': 'few', 'h': 'none', 'i': 'almost none'}, {'a': 'few', 'b': 'almost none', 'c': 'most', 'd': 'many', 'e': 'almost all', 'f': 'none', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'almost all', 'e': 'all', 'f': 'the smaller part', 'g': 'many', 'h': 'some', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: some\nD: none\nE: the smaller part\nF: almost all\nG: all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost all\nD: few\nE: almost none\nF: none\nG: the smaller part\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: all\nD: almost all\nE: many\nF: the smaller part\nG: few\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: most\nD: many\nE: almost all\nF: none\nG: the smaller part\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: almost all\nE: all\nF: the smaller part\nG: many\nH: some\nI: none\nAnswer:']"
3010,data/images/quantifier/test_3010.png,"[['there are at least 3 animals in this image'], ['the smaller part'], ['almost all'], ['there are no more than a few animals in the image'], ['']]","[{'a': 'almost none', 'b': 'most', 'c': 'some', 'd': 'all', 'e': 'few', 'f': 'none', 'g': 'many', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'all', 'e': 'some', 'f': 'many', 'g': 'almost all', 'h': 'none', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost none', 'c': 'some', 'd': 'none', 'e': 'most', 'f': 'many', 'g': 'few', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'few', 'b': 'most', 'c': 'almost none', 'd': 'many', 'e': 'none', 'f': 'some', 'g': 'all', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'none', 'c': 'the smaller part', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'most', 'h': 'few', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: some\nD: all\nE: few\nF: none\nG: many\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: all\nE: some\nF: many\nG: almost all\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: some\nD: none\nE: most\nF: many\nG: few\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost none\nD: many\nE: none\nF: some\nG: all\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: the smaller part\nD: all\nE: almost all\nF: some\nG: most\nH: few\nI: many\nAnswer:']"
3011,data/images/quantifier/test_3011.png,"[['none'], ['e'], ['none'], ['h'], ['there are several animals in the image']]","[{'a': 'few', 'b': 'almost all', 'c': 'all', 'd': 'some', 'e': 'none', 'f': 'the smaller part', 'g': 'almost none', 'h': 'most', 'i': 'many'}, {'a': 'almost all', 'b': 'almost none', 'c': 'many', 'd': 'all', 'e': 'few', 'f': 'some', 'g': 'none', 'h': 'the smaller part', 'i': 'most'}, {'a': 'few', 'b': 'almost none', 'c': 'many', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'most', 'h': 'the smaller part', 'i': 'some'}, {'a': 'some', 'b': 'few', 'c': 'the smaller part', 'd': 'none', 'e': 'almost all', 'f': 'almost none', 'g': 'most', 'h': 'many', 'i': 'all'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost none', 'd': 'almost all', 'e': 'most', 'f': 'some', 'g': 'many', 'h': 'none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: all\nD: some\nE: none\nF: the smaller part\nG: almost none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: many\nD: all\nE: few\nF: some\nG: none\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: many\nD: all\nE: none\nF: almost all\nG: most\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: the smaller part\nD: none\nE: almost all\nF: almost none\nG: most\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost none\nD: almost all\nE: most\nF: some\nG: many\nH: none\nI: all\nAnswer:']"
