index,image,blip2_output,shuffled_options,prompted_questions
1878,data/images/quantifier/test_1878.png,"[['a, b, c'], ['i'], ['b'], ['all'], ['a']]","[{'a': 'all', 'b': 'most', 'c': 'some', 'd': 'almost none', 'e': 'almost all', 'f': 'none', 'g': 'few', 'h': 'many', 'i': 'the smaller part'}, {'a': 'some', 'b': 'the smaller part', 'c': 'none', 'd': 'few', 'e': 'many', 'f': 'all', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost all', 'd': 'some', 'e': 'almost none', 'f': 'all', 'g': 'none', 'h': 'many', 'i': 'most'}, {'a': 'many', 'b': 'all', 'c': 'the smaller part', 'd': 'most', 'e': 'none', 'f': 'almost all', 'g': 'few', 'h': 'some', 'i': 'almost none'}, {'a': 'some', 'b': 'most', 'c': 'the smaller part', 'd': 'few', 'e': 'many', 'f': 'all', 'g': 'almost all', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: some\nD: almost none\nE: almost all\nF: none\nG: few\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: none\nD: few\nE: many\nF: all\nG: almost all\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost all\nD: some\nE: almost none\nF: all\nG: none\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: the smaller part\nD: most\nE: none\nF: almost all\nG: few\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: the smaller part\nD: few\nE: many\nF: all\nG: almost all\nH: almost none\nI: none\nAnswer:']"
1912,data/images/quantifier/test_1912.png,"[['i'], ['there are four animals in the image'], ['all the animals are in this image'], ['all'], ['a']]","[{'a': 'none', 'b': 'the smaller part', 'c': 'all', 'd': 'some', 'e': 'almost all', 'f': 'most', 'g': 'many', 'h': 'almost none', 'i': 'few'}, {'a': 'many', 'b': 'few', 'c': 'all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'most', 'h': 'none', 'i': 'some'}, {'a': 'none', 'b': 'some', 'c': 'all', 'd': 'the smaller part', 'e': 'few', 'f': 'many', 'g': 'almost all', 'h': 'almost none', 'i': 'most'}, {'a': 'few', 'b': 'none', 'c': 'many', 'd': 'most', 'e': 'the smaller part', 'f': 'all', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'some', 'd': 'many', 'e': 'all', 'f': 'none', 'g': 'almost all', 'h': 'few', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: all\nD: some\nE: almost all\nF: most\nG: many\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: almost none\nE: the smaller part\nF: almost all\nG: most\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: the smaller part\nE: few\nF: many\nG: almost all\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: many\nD: most\nE: the smaller part\nF: all\nG: almost all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: some\nD: many\nE: all\nF: none\nG: almost all\nH: few\nI: most\nAnswer:']"
1947,data/images/quantifier/test_1947.png,"[['h'], ['all'], ['a'], ['the dog'], ['almost all']]","[{'a': 'few', 'b': 'none', 'c': 'most', 'd': 'almost none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'some'}, {'a': 'many', 'b': 'the smaller part', 'c': 'almost none', 'd': 'none', 'e': 'all', 'f': 'some', 'g': 'most', 'h': 'few', 'i': 'almost all'}, {'a': 'many', 'b': 'almost all', 'c': 'most', 'd': 'none', 'e': 'the smaller part', 'f': 'all', 'g': 'some', 'h': 'few', 'i': 'almost none'}, {'a': 'few', 'b': 'almost all', 'c': 'many', 'd': 'almost none', 'e': 'the smaller part', 'f': 'none', 'g': 'some', 'h': 'most', 'i': 'all'}, {'a': 'none', 'b': 'some', 'c': 'the smaller part', 'd': 'almost all', 'e': 'many', 'f': 'few', 'g': 'all', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: most\nD: almost none\nE: the smaller part\nF: almost all\nG: all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: almost none\nD: none\nE: all\nF: some\nG: most\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: most\nD: none\nE: the smaller part\nF: all\nG: some\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: many\nD: almost none\nE: the smaller part\nF: none\nG: some\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: the smaller part\nD: almost all\nE: many\nF: few\nG: all\nH: almost none\nI: most\nAnswer:']"
1858,data/images/quantifier/test_1858.png,"[['1'], ['some'], ['the small part'], ['c'], ['e']]","[{'a': 'almost all', 'b': 'few', 'c': 'almost none', 'd': 'the smaller part', 'e': 'many', 'f': 'most', 'g': 'some', 'h': 'none', 'i': 'all'}, {'a': 'most', 'b': 'many', 'c': 'few', 'd': 'almost none', 'e': 'some', 'f': 'almost all', 'g': 'the smaller part', 'h': 'none', 'i': 'all'}, {'a': 'few', 'b': 'the smaller part', 'c': 'none', 'd': 'all', 'e': 'almost none', 'f': 'almost all', 'g': 'many', 'h': 'most', 'i': 'some'}, {'a': 'some', 'b': 'all', 'c': 'most', 'd': 'none', 'e': 'the smaller part', 'f': 'many', 'g': 'almost all', 'h': 'few', 'i': 'almost none'}, {'a': 'some', 'b': 'almost none', 'c': 'the smaller part', 'd': 'most', 'e': 'few', 'f': 'almost all', 'g': 'all', 'h': 'none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: almost none\nD: the smaller part\nE: many\nF: most\nG: some\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: few\nD: almost none\nE: some\nF: almost all\nG: the smaller part\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: none\nD: all\nE: almost none\nF: almost all\nG: many\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: most\nD: none\nE: the smaller part\nF: many\nG: almost all\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: the smaller part\nD: most\nE: few\nF: almost all\nG: all\nH: none\nI: many\nAnswer:']"
1965,data/images/quantifier/test_1965.png,"[['b'], ['the smaller part'], [''], ['none'], ['a']]","[{'a': 'all', 'b': 'almost none', 'c': 'few', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'none', 'h': 'some', 'i': 'most'}, {'a': 'all', 'b': 'many', 'c': 'almost none', 'd': 'some', 'e': 'most', 'f': 'few', 'g': 'none', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'some', 'd': 'most', 'e': 'almost all', 'f': 'none', 'g': 'all', 'h': 'few', 'i': 'many'}, {'a': 'all', 'b': 'many', 'c': 'none', 'd': 'few', 'e': 'most', 'f': 'some', 'g': 'the smaller part', 'h': 'almost none', 'i': 'almost all'}, {'a': 'almost all', 'b': 'some', 'c': 'most', 'd': 'almost none', 'e': 'none', 'f': 'many', 'g': 'all', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: few\nD: many\nE: almost all\nF: the smaller part\nG: none\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost none\nD: some\nE: most\nF: few\nG: none\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: some\nD: most\nE: almost all\nF: none\nG: all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: none\nD: few\nE: most\nF: some\nG: the smaller part\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: most\nD: almost none\nE: none\nF: many\nG: all\nH: few\nI: the smaller part\nAnswer:']"
2893,data/images/quantifier/test_2893.png,"[['the smaller part'], ['none'], ['b'], ['all'], ['a']]","[{'a': 'many', 'b': 'none', 'c': 'few', 'd': 'almost none', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}, {'a': 'many', 'b': 'almost all', 'c': 'most', 'd': 'few', 'e': 'all', 'f': 'the smaller part', 'g': 'none', 'h': 'some', 'i': 'almost none'}, {'a': 'many', 'b': 'most', 'c': 'some', 'd': 'almost all', 'e': 'the smaller part', 'f': 'none', 'g': 'almost none', 'h': 'few', 'i': 'all'}, {'a': 'many', 'b': 'most', 'c': 'almost none', 'd': 'the smaller part', 'e': 'few', 'f': 'almost all', 'g': 'some', 'h': 'none', 'i': 'all'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'few', 'd': 'all', 'e': 'many', 'f': 'most', 'g': 'none', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: few\nD: almost none\nE: most\nF: almost all\nG: the smaller part\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: most\nD: few\nE: all\nF: the smaller part\nG: none\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: some\nD: almost all\nE: the smaller part\nF: none\nG: almost none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: almost none\nD: the smaller part\nE: few\nF: almost all\nG: some\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: few\nD: all\nE: many\nF: most\nG: none\nH: some\nI: almost none\nAnswer:']"
2892,data/images/quantifier/test_2892.png,"[[''], ['b'], ['b'], ['few'], ['']]","[{'a': 'all', 'b': 'almost all', 'c': 'some', 'd': 'few', 'e': 'almost none', 'f': 'many', 'g': 'the smaller part', 'h': 'none', 'i': 'most'}, {'a': 'almost all', 'b': 'most', 'c': 'all', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'few', 'h': 'none', 'i': 'the smaller part'}, {'a': 'all', 'b': 'most', 'c': 'some', 'd': 'the smaller part', 'e': 'few', 'f': 'almost all', 'g': 'almost none', 'h': 'many', 'i': 'none'}, {'a': 'none', 'b': 'the smaller part', 'c': 'some', 'd': 'most', 'e': 'many', 'f': 'few', 'g': 'almost none', 'h': 'almost all', 'i': 'all'}, {'a': 'most', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'almost all', 'f': 'many', 'g': 'almost none', 'h': 'few', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: some\nD: few\nE: almost none\nF: many\nG: the smaller part\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: all\nD: almost none\nE: many\nF: some\nG: few\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: some\nD: the smaller part\nE: few\nF: almost all\nG: almost none\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: some\nD: most\nE: many\nF: few\nG: almost none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: all\nD: the smaller part\nE: almost all\nF: many\nG: almost none\nH: few\nI: some\nAnswer:']"
2945,data/images/quantifier/test_2945.png,"[['almost all'], ['d'], ['all'], ['g'], ['e']]","[{'a': 'almost none', 'b': 'the smaller part', 'c': 'most', 'd': 'few', 'e': 'almost all', 'f': 'many', 'g': 'some', 'h': 'none', 'i': 'all'}, {'a': 'many', 'b': 'few', 'c': 'almost none', 'd': 'some', 'e': 'almost all', 'f': 'the smaller part', 'g': 'all', 'h': 'most', 'i': 'none'}, {'a': 'some', 'b': 'most', 'c': 'few', 'd': 'the smaller part', 'e': 'almost all', 'f': 'all', 'g': 'almost none', 'h': 'none', 'i': 'many'}, {'a': 'many', 'b': 'the smaller part', 'c': 'almost all', 'd': 'all', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'some', 'i': 'most'}, {'a': 'many', 'b': 'all', 'c': 'almost none', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'some', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: most\nD: few\nE: almost all\nF: many\nG: some\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: almost none\nD: some\nE: almost all\nF: the smaller part\nG: all\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: few\nD: the smaller part\nE: almost all\nF: all\nG: almost none\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: almost all\nD: all\nE: almost none\nF: none\nG: few\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost none\nD: few\nE: the smaller part\nF: most\nG: some\nH: almost all\nI: none\nAnswer:']"
2883,data/images/quantifier/test_2883.png,"[[''], [''], ['b'], ['b'], ['a']]","[{'a': 'some', 'b': 'none', 'c': 'many', 'd': 'the smaller part', 'e': 'almost none', 'f': 'all', 'g': 'few', 'h': 'most', 'i': 'almost all'}, {'a': 'almost all', 'b': 'most', 'c': 'all', 'd': 'some', 'e': 'none', 'f': 'almost none', 'g': 'many', 'h': 'few', 'i': 'the smaller part'}, {'a': 'some', 'b': 'all', 'c': 'few', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'almost all', 'h': 'the smaller part', 'i': 'most'}, {'a': 'almost all', 'b': 'none', 'c': 'few', 'd': 'many', 'e': 'most', 'f': 'almost none', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'few', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: many\nD: the smaller part\nE: almost none\nF: all\nG: few\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: all\nD: some\nE: none\nF: almost none\nG: many\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: few\nD: none\nE: many\nF: almost none\nG: almost all\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: few\nD: many\nE: most\nF: almost none\nG: some\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: the smaller part\nD: almost all\nE: all\nF: almost none\nG: few\nH: most\nI: many\nAnswer:']"
2985,data/images/quantifier/test_2985.png,"[['b'], ['a'], ['g'], ['many'], ['a']]","[{'a': 'few', 'b': 'many', 'c': 'almost none', 'd': 'none', 'e': 'almost all', 'f': 'most', 'g': 'the smaller part', 'h': 'some', 'i': 'all'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'none', 'd': 'almost none', 'e': 'most', 'f': 'many', 'g': 'all', 'h': 'few', 'i': 'some'}, {'a': 'few', 'b': 'almost all', 'c': 'some', 'd': 'many', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'some', 'b': 'few', 'c': 'many', 'd': 'almost none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'none', 'h': 'all', 'i': 'most'}, {'a': 'few', 'b': 'all', 'c': 'none', 'd': 'the smaller part', 'e': 'some', 'f': 'many', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: almost none\nD: none\nE: almost all\nF: most\nG: the smaller part\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: none\nD: almost none\nE: most\nF: many\nG: all\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: some\nD: many\nE: none\nF: all\nG: most\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: many\nD: almost none\nE: the smaller part\nF: almost all\nG: none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: none\nD: the smaller part\nE: some\nF: many\nG: almost all\nH: most\nI: almost none\nAnswer:']"
2817,data/images/quantifier/test_2817.png,"[['d'], ['a'], ['b'], ['d'], ['a']]","[{'a': 'all', 'b': 'almost all', 'c': 'few', 'd': 'most', 'e': 'some', 'f': 'the smaller part', 'g': 'none', 'h': 'almost none', 'i': 'many'}, {'a': 'all', 'b': 'many', 'c': 'almost all', 'd': 'some', 'e': 'few', 'f': 'almost none', 'g': 'none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost all', 'c': 'some', 'd': 'most', 'e': 'almost none', 'f': 'few', 'g': 'none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'all', 'b': 'almost all', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'none', 'h': 'almost none', 'i': 'some'}, {'a': 'most', 'b': 'the smaller part', 'c': 'none', 'd': 'many', 'e': 'all', 'f': 'few', 'g': 'almost none', 'h': 'almost all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: few\nD: most\nE: some\nF: the smaller part\nG: none\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost all\nD: some\nE: few\nF: almost none\nG: none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: some\nD: most\nE: almost none\nF: few\nG: none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: many\nD: few\nE: the smaller part\nF: most\nG: none\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: none\nD: many\nE: all\nF: few\nG: almost none\nH: almost all\nI: some\nAnswer:']"
3139,data/images/quantifier/test_3139.png,"[['d'], ['a'], [''], ['c'], ['c']]","[{'a': 'most', 'b': 'all', 'c': 'none', 'd': 'almost all', 'e': 'almost none', 'f': 'few', 'g': 'some', 'h': 'many', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'some', 'c': 'almost all', 'd': 'few', 'e': 'none', 'f': 'many', 'g': 'all', 'h': 'the smaller part', 'i': 'most'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'few', 'd': 'most', 'e': 'all', 'f': 'almost all', 'g': 'none', 'h': 'some', 'i': 'many'}, {'a': 'almost all', 'b': 'some', 'c': 'all', 'd': 'almost none', 'e': 'few', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'none'}, {'a': 'few', 'b': 'many', 'c': 'most', 'd': 'the smaller part', 'e': 'almost none', 'f': 'almost all', 'g': 'some', 'h': 'none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: none\nD: almost all\nE: almost none\nF: few\nG: some\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: almost all\nD: few\nE: none\nF: many\nG: all\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: few\nD: most\nE: all\nF: almost all\nG: none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: all\nD: almost none\nE: few\nF: most\nG: many\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: most\nD: the smaller part\nE: almost none\nF: almost all\nG: some\nH: none\nI: all\nAnswer:']"
3145,data/images/quantifier/test_3145.png,"[['the smaller part'], ['e'], ['a'], ['most'], ['most animals']]","[{'a': 'almost all', 'b': 'the smaller part', 'c': 'many', 'd': 'few', 'e': 'none', 'f': 'most', 'g': 'almost none', 'h': 'some', 'i': 'all'}, {'a': 'almost all', 'b': 'all', 'c': 'none', 'd': 'almost none', 'e': 'most', 'f': 'many', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}, {'a': 'all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'few', 'e': 'some', 'f': 'almost all', 'g': 'none', 'h': 'most', 'i': 'many'}, {'a': 'most', 'b': 'some', 'c': 'almost none', 'd': 'almost all', 'e': 'many', 'f': 'all', 'g': 'the smaller part', 'h': 'few', 'i': 'none'}, {'a': 'most', 'b': 'all', 'c': 'none', 'd': 'almost all', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: many\nD: few\nE: none\nF: most\nG: almost none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: none\nD: almost none\nE: most\nF: many\nG: few\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: the smaller part\nD: few\nE: some\nF: almost all\nG: none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost none\nD: almost all\nE: many\nF: all\nG: the smaller part\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: none\nD: almost all\nE: some\nF: many\nG: the smaller part\nH: few\nI: almost none\nAnswer:']"
3157,data/images/quantifier/test_3157.png,"[['c, almost all'], ['a'], ['all'], ['d'], ['']]","[{'a': 'the smaller part', 'b': 'all', 'c': 'most', 'd': 'some', 'e': 'almost all', 'f': 'many', 'g': 'none', 'h': 'few', 'i': 'almost none'}, {'a': 'some', 'b': 'many', 'c': 'the smaller part', 'd': 'most', 'e': 'almost none', 'f': 'none', 'g': 'almost all', 'h': 'all', 'i': 'few'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'many', 'd': 'most', 'e': 'some', 'f': 'few', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'none', 'b': 'few', 'c': 'almost all', 'd': 'many', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'some', 'i': 'all'}, {'a': 'almost none', 'b': 'some', 'c': 'many', 'd': 'few', 'e': 'almost all', 'f': 'the smaller part', 'g': 'none', 'h': 'all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: most\nD: some\nE: almost all\nF: many\nG: none\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: the smaller part\nD: most\nE: almost none\nF: none\nG: almost all\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: many\nD: most\nE: some\nF: few\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: almost all\nD: many\nE: most\nF: the smaller part\nG: almost none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: many\nD: few\nE: almost all\nF: the smaller part\nG: none\nH: all\nI: most\nAnswer:']"
3184,data/images/quantifier/test_3184.png,"[['d'], [''], ['h'], ['the smaller part'], ['a']]","[{'a': 'almost all', 'b': 'almost none', 'c': 'many', 'd': 'the smaller part', 'e': 'some', 'f': 'none', 'g': 'few', 'h': 'most', 'i': 'all'}, {'a': 'few', 'b': 'almost all', 'c': 'all', 'd': 'the smaller part', 'e': 'none', 'f': 'most', 'g': 'some', 'h': 'many', 'i': 'almost none'}, {'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'many', 'e': 'few', 'f': 'most', 'g': 'almost all', 'h': 'none', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'all', 'c': 'some', 'd': 'none', 'e': 'almost none', 'f': 'many', 'g': 'few', 'h': 'most', 'i': 'almost all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'some', 'd': 'none', 'e': 'almost none', 'f': 'many', 'g': 'all', 'h': 'almost all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: many\nD: the smaller part\nE: some\nF: none\nG: few\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: all\nD: the smaller part\nE: none\nF: most\nG: some\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: many\nE: few\nF: most\nG: almost all\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: some\nD: none\nE: almost none\nF: many\nG: few\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: some\nD: none\nE: almost none\nF: many\nG: all\nH: almost all\nI: few\nAnswer:']"
