Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,blip2_extracted_nouns,pearsonr
18675,2390170,1253205,http://manynames.upf.edu//2390170_1253205_waffle.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390170.jpg,waffle,food,baked_goods.n.01,{'food': 0.67},1.0,{'None': 1.0},2390170.jpg,"food, solid food","[{'30': ['waffle', 'food']}, {'2': ['plate']}]",waffle,"{'plate': 0.33, 'waffle': 1.0, 'food': 1.0, 'cake': 'NA'}","{'plate': {'bounding box': 1.0}, 'waffle': {'None': 1.0}, 'food': {'None': 1.0}, 'cake': 'NA'}",31,0.8709677419354839,0.659459211658581,3,food,train,"{'plate': {'plate': 1.0, 'waffle': 0.0, 'food': 0.0, 'cake': 'NA'}, 'waffle': {'plate': 0.0, 'waffle': 1.0, 'food': 0.67, 'cake': 'NA'}, 'food': {'plate': 0.0, 'waffle': 0.67, 'food': 1.0, 'cake': 'NA'}, 'cake': {'plate': 'NA', 'waffle': 'NA', 'food': 'NA', 'cake': 'NA'}}","[15, 218, 314, 250]","[6, 188, 288, 231]","{'cake': 0.027777777777777776, 'omelette': 0.0, 'hash': 0.0, 'waffles': 0.0, 'food': 0.08333333333333333, 'image': 0.0, 'plate.': 0.0, 'breakfast': 0.027777777777777776, 'eggs': 0.0, 'snacks': 0.027777777777777776, 'sauce': 0.027777777777777776, 'bacon': 0.0, 'plate': 0.05555555555555555, 'chicken': 0.0, 'waffle': 0.75, 'browns': 0.0}","{'cake': 0.0, 'omelette': 0.037037037037037035, 'hash': 0.037037037037037035, 'waffles': 0.037037037037037035, 'food': 0.0, 'image': 0.037037037037037035, 'plate.': 0.037037037037037035, 'breakfast': 0.0, 'eggs': 0.2222222222222222, 'snacks': 0.0, 'sauce': 0.0, 'bacon': 0.18518518518518517, 'plate': 0.037037037037037035, 'chicken': 0.037037037037037035, 'waffle': 0.2962962962962963, 'browns': 0.037037037037037035}",0.6521251739082963
16285,2379353,1358347,http://manynames.upf.edu//2379353_1358347_cake.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379353.jpg,part,food,baked_goods.n.01,{},0.0,"{'other': 0.7, 'bounding box': 0.3}",2379353.jpg,"food, solid food",[{'34': ['cake']}],cake,{'cake': 1.0},{'cake': {'None': 1.0}},34,1.0,0.0,1,food,,{'cake': {'cake': 1.0}},"[49, 153, 234, 179]","[52, 176, 286, 221]","{'cake': 0.9444444444444444, 'food': 0.027777777777777776, 'spiderweb': 0.027777777777777776, 'man': 0.0, 'child': 0.0, 'web': 0.0, 'spider': 0.0, 'kid': 0.0}","{'cake': 0.5714285714285714, 'food': 0.0, 'spiderweb': 0.0, 'man': 0.07142857142857142, 'child': 0.07142857142857142, 'web': 0.07142857142857142, 'spider': 0.14285714285714285, 'kid': 0.07142857142857142}",0.9608814561072365
9512,2354815,835285,http://manynames.upf.edu//2354815_835285_salad.png,https://cs.stanford.edu/people/rak248/VG_100K/2354815.jpg,cabbage,food,vegetable.n.01,{'salad': 1.0},0.83,"{'visual': 0.3, 'None': 0.7}",2354815.jpg,"food, nutrient",[{'32': ['salad']}],salad,{'salad': 1.0},{'salad': {'None': 1.0}},32,1.0,0.0,1,food,train,{'salad': {'salad': 1.0}},"[130, 44, 370, 331]","[148, 45, 448, 402]","{'tomatoes': 0.0, 'dipping': 0.0, 'side': 0.0, 'veg': 0.027777777777777776, 'photo': 0.0, 'sandwiches': 0.0, 'lettuce': 0.0, 'sandwich': 0.0, 'cucumber': 0.0, 'peppers': 0.0, 'chicken': 0.0, 'ketchup': 0.0, 'bottle': 0.0, 'food': 0.027777777777777776, 'olives': 0.0, 'vagi table': 0.027777777777777776, 'image': 0.0, 'tomato': 0.0, 'vegetables': 0.027777777777777776, 'salad': 0.8888888888888888, 'sauce': 0.0, 'plate': 0.0}","{'tomatoes': 0.08108108108108109, 'dipping': 0.02702702702702703, 'side': 0.05405405405405406, 'veg': 0.0, 'photo': 0.02702702702702703, 'sandwiches': 0.02702702702702703, 'lettuce': 0.10810810810810811, 'sandwich': 0.16216216216216217, 'cucumber': 0.05405405405405406, 'peppers': 0.02702702702702703, 'chicken': 0.02702702702702703, 'ketchup': 0.02702702702702703, 'bottle': 0.02702702702702703, 'food': 0.02702702702702703, 'olives': 0.08108108108108109, 'vagi table': 0.0, 'image': 0.02702702702702703, 'tomato': 0.02702702702702703, 'vegetables': 0.0, 'salad': 0.10810810810810811, 'sauce': 0.05405405405405406, 'plate': 0.02702702702702703}",0.3215316167737925
9192,2353754,3577050,http://manynames.upf.edu//2353754_3577050_bread.png,https://cs.stanford.edu/people/rak248/VG_100K/2353754.jpg,bread,food,baked_goods.n.01,"{'sandwich bun': 0.67, 'bun': 0.67, 'food': 0.67}",1.0,{'None': 1.0},2353754.jpg,"food, solid food","[{'28': ['food', 'bun', 'sandwich bun', 'bread']}, {'8': ['burger', 'sandwich']}]",bread,"{'sandwich': 0.33, 'burger': 0.33, 'bread': 1.0, 'bun': 0.83, 'sandwich bun': 0.83, 'food': 1.0}","{'sandwich': {'visual': 0.3, 'bounding box': 0.7}, 'burger': {'visual': 0.7, 'bounding box': 0.3}, 'bread': {'None': 1.0}, 'bun': {'visual': 0.3, 'None': 0.7}, 'sandwich bun': {'visual': 0.3, 'None': 0.7}, 'food': {'None': 1.0}}",28,0.5714285714285714,1.5785559236087934,4,food,train,"{'sandwich': {'sandwich': 1.0, 'burger': 1.0, 'bread': 0.0, 'bun': 0.33, 'sandwich bun': 0.33, 'food': 0.33}, 'burger': {'sandwich': 1.0, 'burger': 1.0, 'bread': 0.0, 'bun': 0.33, 'sandwich bun': 0.33, 'food': 0.33}, 'bread': {'sandwich': 0.0, 'burger': 0.0, 'bread': 1.0, 'bun': 0.67, 'sandwich bun': 0.67, 'food': 0.67}, 'bun': {'sandwich': 0.33, 'burger': 0.33, 'bread': 0.67, 'bun': 1.0, 'sandwich bun': 1.0, 'food': 1.0}, 'sandwich bun': {'sandwich': 0.33, 'burger': 0.33, 'bread': 0.67, 'bun': 1.0, 'sandwich bun': 1.0, 'food': 1.0}, 'food': {'sandwich': 0.33, 'burger': 0.33, 'bread': 0.67, 'bun': 1.0, 'sandwich bun': 1.0, 'food': 1.0}}","[27, 96, 188, 183]","[25, 108, 231, 226]","{'bun': 0.19444444444444445, 'square': 0.0, 'cheese': 0.0, 'dish': 0.0, 'box': 0.0, 'bread': 0.4444444444444444, 'sandwich bun': 0.08333333333333333, 'onion': 0.0, 'top': 0.0, 'item': 0.0, 'round': 0.0, 'photo.': 0.0, 'cup': 0.0, 'lettuce': 0.0, 'sandwich': 0.16666666666666666, 'cucumber': 0.0, 'tuna': 0.0, 'panini': 0.0, 'pieces': 0.0, 'food': 0.05555555555555555, 'tomato': 0.0, 'vegetables': 0.0, 'salad': 0.0, 'burger': 0.05555555555555555, 'toast': 0.0, 'plate': 0.0}","{'bun': 0.0, 'square': 0.027777777777777776, 'cheese': 0.027777777777777776, 'dish': 0.027777777777777776, 'box': 0.05555555555555555, 'bread': 0.027777777777777776, 'sandwich bun': 0.0, 'onion': 0.027777777777777776, 'top': 0.027777777777777776, 'item': 0.027777777777777776, 'round': 0.05555555555555555, 'photo.': 0.027777777777777776, 'cup': 0.027777777777777776, 'lettuce': 0.05555555555555555, 'sandwich': 0.19444444444444445, 'cucumber': 0.027777777777777776, 'tuna': 0.027777777777777776, 'panini': 0.027777777777777776, 'pieces': 0.027777777777777776, 'food': 0.0, 'tomato': 0.08333333333333333, 'vegetables': 0.027777777777777776, 'salad': 0.05555555555555555, 'burger': 0.0, 'toast': 0.027777777777777776, 'plate': 0.08333333333333333}",0.06693653485009309
19921,2395913,1202136,http://manynames.upf.edu//2395913_1202136_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2395913.jpg,sandwich,food,dish.n.02,{'sub': 1.0},1.0,{'None': 1.0},2395913.jpg,"food, nutrient","[{'33': ['sub', 'sandwich']}]",sandwich,"{'sandwich': 1.0, 'sub': 1.0}","{'sandwich': {'None': 1.0}, 'sub': {'None': 1.0}}",33,0.9393939393939394,0.3298460702071463,2,food,train,"{'sandwich': {'sandwich': 1.0, 'sub': 1.0}, 'sub': {'sandwich': 1.0, 'sub': 1.0}}","[95, 102, 295, 223]","[106, 115, 359, 273]","{'fries': 0.0, 'slice': 0.0, 'lots': 0.0, 'crust': 0.0, 'food': 0.0, 'pieces': 0.0, 'sub': 0.05714285714285714, 'tomato': 0.0, 'cut': 0.0, 'sandwich': 0.8857142857142857, 'lettuce': 0.0, 'bread': 0.02857142857142857, 'burger': 0.02857142857142857, 'plate': 0.0}","{'fries': 0.07692307692307693, 'slice': 0.07692307692307693, 'lots': 0.038461538461538464, 'crust': 0.038461538461538464, 'food': 0.038461538461538464, 'pieces': 0.038461538461538464, 'sub': 0.038461538461538464, 'tomato': 0.038461538461538464, 'cut': 0.038461538461538464, 'sandwich': 0.34615384615384615, 'lettuce': 0.038461538461538464, 'bread': 0.0, 'burger': 0.0, 'plate': 0.19230769230769232}",0.8483205711432629
14303,2372157,737281,http://manynames.upf.edu//2372157_737281_sauce.png,https://cs.stanford.edu/people/rak248/VG_100K/2372157.jpg,sauce,food,foodstuff.n.02,"{'pasta': 0.33, 'food': 0.67}",1.0,{'None': 1.0},2372157.jpg,"food, nutrient","[{'22': ['sauce', 'food']}, {'6': ['pasta']}, {'4': ['plate']}]",sauce,"{'pasta': 0.33, 'plate': 0.33, 'sauce': 1.0, 'food': 1.0}","{'pasta': {'bounding box': 1.0}, 'plate': {'bounding box': 1.0}, 'sauce': {'None': 1.0}, 'food': {'None': 1.0}}",22,0.8636363636363636,0.5746356978376794,2,food,train,"{'pasta': {'pasta': 1.0, 'plate': 0.0, 'sauce': 0.33, 'food': 0.33}, 'plate': {'pasta': 0.0, 'plate': 1.0, 'sauce': 0.0, 'food': 0.0}, 'sauce': {'pasta': 0.33, 'plate': 0.0, 'sauce': 1.0, 'food': 0.67}, 'food': {'pasta': 0.33, 'plate': 0.0, 'sauce': 0.67, 'food': 1.0}}","[100, 89, 196, 203]","[112, 99, 241, 249]","{'broccoli': 0.0, 'penne': 0.0, 'slice': 0.0, 'food': 0.08333333333333333, 'pasta': 0.16666666666666666, 'top': 0.0, 'sandwich': 0.0, 'sauce': 0.5277777777777778, 'pasta sauce': 0.027777777777777776, 'bread': 0.0, 'cheese': 0.027777777777777776, 'french fries': 0.027777777777777776, 'plate': 0.1111111111111111, 'pen': 0.0, 'piece': 0.0, 'marinara': 0.027777777777777776}","{'broccoli': 0.20689655172413793, 'penne': 0.13793103448275862, 'slice': 0.034482758620689655, 'food': 0.0, 'pasta': 0.1724137931034483, 'top': 0.034482758620689655, 'sandwich': 0.034482758620689655, 'sauce': 0.10344827586206896, 'pasta sauce': 0.0, 'bread': 0.13793103448275862, 'cheese': 0.034482758620689655, 'french fries': 0.0, 'plate': 0.034482758620689655, 'pen': 0.034482758620689655, 'piece': 0.034482758620689655, 'marinara': 0.0}",0.19170363814938032
1900,2318604,3130843,http://manynames.upf.edu//2318604_3130843_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K/2318604.jpg,bread,food,baked_goods.n.01,{'sandwich': 0.67},0.83,"{'bounding box': 0.3, 'None': 0.7}",2318604.jpg,"food, solid food",[{'30': ['sandwich']}],sandwich,{'sandwich': 1.0},{'sandwich': {'None': 1.0}},30,1.0,0.0,1,food,train,{'sandwich': {'sandwich': 1.0}},"[208, 67, 235, 185]","[241, 73, 287, 228]","{'left': 0.0, 'tomatoes': 0.0, 'cake': 0.027777777777777776, 'middle': 0.0, 'tray': 0.0, 'cheese': 0.0, 'subway': 0.0, 'right': 0.0, 'bread': 0.027777777777777776, 'fries': 0.0, 'sub': 0.027777777777777776, 'lettuce': 0.0, 'sandwich': 0.8333333333333334, 'cut': 0.0, 'chicken': 0.0, 'sub sandwich': 0.027777777777777776, 'food': 0.027777777777777776, 'tomato': 0.0, 'meat': 0.0, 'plate': 0.027777777777777776}","{'left': 0.027777777777777776, 'tomatoes': 0.027777777777777776, 'cake': 0.0, 'middle': 0.027777777777777776, 'tray': 0.05555555555555555, 'cheese': 0.05555555555555555, 'subway': 0.05555555555555555, 'right': 0.027777777777777776, 'bread': 0.0, 'fries': 0.1111111111111111, 'sub': 0.027777777777777776, 'lettuce': 0.1111111111111111, 'sandwich': 0.2777777777777778, 'cut': 0.05555555555555555, 'chicken': 0.027777777777777776, 'sub sandwich': 0.0, 'food': 0.0, 'tomato': 0.08333333333333333, 'meat': 0.027777777777777776, 'plate': 0.0}",0.8176631491501838
8221,2349770,872371,http://manynames.upf.edu//2349770_872371_pizza.png,https://cs.stanford.edu/people/rak248/VG_100K/2349770.jpg,cheese,food,foodstuff.n.02,"{'food': 0.0, 'pizza': 0.0, 'cheese': 1.0, 'pizza slice': 0.0}",0.33,{'bounding box': 1.0},2349770.jpg,"food, nutrient","[{'36': ['pizza', 'pizza slice', 'food']}]",pizza,"{'pizza': 0.83, 'pizza slice': 1.0, 'food': 1.0}","{'pizza': {'bounding box': 0.3, 'None': 0.7}, 'pizza slice': {'None': 1.0}, 'food': {'None': 1.0}}",36,0.8611111111111112,0.7161757479935178,3,food,train,"{'pizza': {'pizza': 1.0, 'pizza slice': 0.67, 'food': 1.0}, 'pizza slice': {'pizza': 0.67, 'pizza slice': 1.0, 'food': 0.67}, 'food': {'pizza': 1.0, 'pizza slice': 0.67, 'food': 1.0}}","[28, 69, 237, 253]","[18, 55, 219, 233]","{'round': 0.0, 'pan': 0.0, 'food': 0.05555555555555555, 'pizza slice': 0.08333333333333333, 'pizza': 0.8611111111111112, 'toppings': 0.0, 'box': 0.0, 'cheese': 0.0, 'plate': 0.0}","{'round': 0.09090909090909091, 'pan': 0.09090909090909091, 'food': 0.0, 'pizza slice': 0.0, 'pizza': 0.5909090909090909, 'toppings': 0.045454545454545456, 'box': 0.045454545454545456, 'cheese': 0.09090909090909091, 'plate': 0.045454545454545456}",0.9581399673573671
12890,2366908,753322,http://manynames.upf.edu//2366908_753322_pizza.png,https://cs.stanford.edu/people/rak248/VG_100K/2366908.jpg,pizza,food,dish.n.02,"{'salad': 1.0, 'food': 1.0}",1.0,{'None': 1.0},2366908.jpg,"food, nutrient","[{'35': ['pizza', 'salad', 'food']}]",pizza,"{'salad': 0.17, 'pizza': 1.0, 'food': 1.0}","{'salad': {'visual': 1.0}, 'pizza': {'None': 1.0}, 'food': {'None': 1.0}}",32,0.90625,0.4488644887230293,2,food,train,"{'salad': {'salad': 1.0, 'pizza': 1.0, 'food': 1.0}, 'pizza': {'salad': 1.0, 'pizza': 1.0, 'food': 1.0}, 'food': {'salad': 1.0, 'pizza': 1.0, 'food': 1.0}}","[0, 96, 500, 184]","[0, 108, 597, 227]","{'name': 0.0, 'spinach': 0.0, 'beer': 0.0, 'meatballs': 0.0, 'food': 0.08333333333333333, 'meatball': 0.0, 'tomato': 0.0, 'meal': 0.027777777777777776, 'box': 0.0, 'pizza': 0.8055555555555556, 'salad': 0.08333333333333333, 'cheese': 0.0, 'plate': 0.0}","{'name': 0.058823529411764705, 'spinach': 0.058823529411764705, 'beer': 0.11764705882352941, 'meatballs': 0.058823529411764705, 'food': 0.0, 'meatball': 0.058823529411764705, 'tomato': 0.058823529411764705, 'meal': 0.0, 'box': 0.058823529411764705, 'pizza': 0.4117647058823529, 'salad': 0.0, 'cheese': 0.058823529411764705, 'plate': 0.058823529411764705}",0.908180373265671
4058,2330372,2821079,http://manynames.upf.edu//2330372_2821079_donut.png,https://cs.stanford.edu/people/rak248/VG_100K/2330372.jpg,donut,food,baked_goods.n.01,"{'cake': 1.0, 'food': 1.0}",1.0,{'None': 1.0},2330372.jpg,"food, solid food","[{'29': ['donut', 'food', 'cake']}]",donut,"{'donut': 1.0, 'food': 1.0, 'cake': 0.83}","{'donut': {'None': 1.0}, 'food': {'None': 1.0}, 'cake': {'visual': 0.3, 'None': 0.7}}",29,0.7931034482758621,0.9255008230823552,3,food,train,"{'donut': {'donut': 1.0, 'food': 1.0, 'cake': 1.0}, 'food': {'donut': 1.0, 'food': 1.0, 'cake': 1.0}, 'cake': {'donut': 1.0, 'food': 1.0, 'cake': 1.0}}","[0, 25, 322, 262]","[0, 23, 391, 319]","{'cake': 0.058823529411764705, 'middle': 0.0, 'nuts': 0.0, 'glaze': 0.029411764705882353, 'filling': 0.0, 'circle': 0.0, 'roll': 0.0, 'dessert': 0.029411764705882353, 'box': 0.0, 'apple': 0.0, 'top': 0.0, 'bananas': 0.0, 'pastry': 0.029411764705882353, 'doughnut': 0.0, 'item': 0.0, 'fruit': 0.0, 'name': 0.0, 'honey': 0.0, 'cinnamon': 0.0, 'background': 0.0, 'sweet': 0.029411764705882353, 'food': 0.11764705882352941, 'donut': 0.6764705882352942, 'sugar': 0.0, 'donuts': 0.0, 'plate': 0.029411764705882353}","{'cake': 0.0, 'middle': 0.03125, 'nuts': 0.03125, 'glaze': 0.03125, 'filling': 0.03125, 'circle': 0.03125, 'roll': 0.03125, 'dessert': 0.03125, 'box': 0.03125, 'apple': 0.03125, 'top': 0.0625, 'bananas': 0.03125, 'pastry': 0.125, 'doughnut': 0.0625, 'item': 0.09375, 'fruit': 0.03125, 'name': 0.03125, 'honey': 0.03125, 'cinnamon': 0.03125, 'background': 0.03125, 'sweet': 0.0, 'food': 0.0, 'donut': 0.0625, 'sugar': 0.03125, 'donuts': 0.03125, 'plate': 0.0625}",0.12479271750385537
14700,2373606,1779625,http://manynames.upf.edu//2373606_1779625_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K/2373606.jpg,bread,food,baked_goods.n.01,"{'food': 0.67, 'burger': 0.67, 'bun': 1.0, 'sandwich': 0.67}",1.0,{'None': 1.0},2373606.jpg,"food, solid food","[{'32': ['burger', 'food', 'bun', 'sandwich', 'bread']}, {'2': ['plate']}]",sandwich,"{'plate': 0.33, 'sandwich': 1.0, 'food': 0.67, 'bun': 1.0, 'bread': 1.0, 'burger': 0.67}","{'plate': {'bounding box': 1.0}, 'sandwich': {'None': 1.0}, 'food': {'None': 0.7, 'bounding box': 0.3}, 'bun': {'None': 1.0}, 'bread': {'None': 1.0}, 'burger': {'visual': 0.7, 'None': 0.3}}",32,0.53125,1.8394264763856565,5,food,train,"{'plate': {'plate': 1.0, 'sandwich': 0.0, 'food': 0.0, 'bun': 0.0, 'bread': 0.0, 'burger': 0.0}, 'sandwich': {'plate': 0.0, 'sandwich': 1.0, 'food': 0.67, 'bun': 0.67, 'bread': 0.67, 'burger': 1.0}, 'food': {'plate': 0.0, 'sandwich': 0.67, 'food': 1.0, 'bun': 0.67, 'bread': 0.67, 'burger': 0.67}, 'bun': {'plate': 0.0, 'sandwich': 0.67, 'food': 0.67, 'bun': 1.0, 'bread': 1.0, 'burger': 0.67}, 'bread': {'plate': 0.0, 'sandwich': 0.67, 'food': 0.67, 'bun': 1.0, 'bread': 1.0, 'burger': 0.67}, 'burger': {'plate': 0.0, 'sandwich': 1.0, 'food': 0.67, 'bun': 0.67, 'bread': 0.67, 'burger': 1.0}}","[152, 134, 331, 197]","[174, 153, 402, 242]","{'picture': 0.0, 'bun': 0.11428571428571428, 'sandwiches': 0.0, 'food': 0.2, 'sandwich': 0.4857142857142857, 'cucumber': 0.0, 'bread': 0.05714285714285714, 'salad': 0.0, 'avocado': 0.0, 'burger': 0.05714285714285714, 'cheese': 0.02857142857142857, 'meat': 0.0, 'plate': 0.05714285714285714, 'piece': 0.0}","{'picture': 0.05263157894736842, 'bun': 0.10526315789473684, 'sandwiches': 0.05263157894736842, 'food': 0.05263157894736842, 'sandwich': 0.3157894736842105, 'cucumber': 0.05263157894736842, 'bread': 0.0, 'salad': 0.05263157894736842, 'avocado': 0.05263157894736842, 'burger': 0.05263157894736842, 'cheese': 0.0, 'meat': 0.05263157894736842, 'plate': 0.10526315789473684, 'piece': 0.05263157894736842}",0.8656803816960777
1319,2316265,3956377,http://manynames.upf.edu//2316265_3956377_cake.png,https://cs.stanford.edu/people/rak248/VG_100K/2316265.jpg,cake,food,baked_goods.n.01,"{'cake': 1.0, 'wedding cake': 1.0}",1.0,{'None': 1.0},2316265.jpg,"food, solid food","[{'36': ['wedding cake', 'cake']}]",cake,"{'cake': 1.0, 'wedding cake': 1.0}","{'cake': {'None': 1.0}, 'wedding cake': {'None': 1.0}}",36,0.9166666666666666,0.4138168503036338,2,food,train,"{'cake': {'cake': 1.0, 'wedding cake': 1.0}, 'wedding cake': {'cake': 1.0, 'wedding cake': 1.0}}","[293, 0, 166, 318]","[342, 0, 205, 386]","{'kilt': 0.0, 'cake': 0.9166666666666666, 'wedding': 0.0, 'wedding cake': 0.08333333333333333, 'man': 0.0, 'woman': 0.0, 'dress': 0.0}","{'kilt': 0.05555555555555555, 'cake': 0.5, 'wedding': 0.2777777777777778, 'wedding cake': 0.0, 'man': 0.05555555555555555, 'woman': 0.05555555555555555, 'dress': 0.05555555555555555}",0.847660166858822
19216,2392517,1229099,http://manynames.upf.edu//2392517_1229099_pizza.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2392517.jpg,pizza,food,dish.n.02,"{'food': 1.0, 'pizza slice': 1.0}",1.0,{'None': 1.0},2392517.jpg,"food, nutrient","[{'34': ['pizza', 'pizza slice', 'food']}]",pizza,"{'pizza': 1.0, 'pizza slice': 1.0, 'food': 1.0}","{'pizza': {'None': 1.0}, 'pizza slice': {'None': 1.0}, 'food': {'None': 1.0}}",34,0.8823529411764706,0.64020643336047,3,food,train,"{'pizza': {'pizza': 1.0, 'pizza slice': 1.0, 'food': 1.0}, 'pizza slice': {'pizza': 1.0, 'pizza slice': 1.0, 'food': 1.0}, 'food': {'pizza': 1.0, 'pizza slice': 1.0, 'food': 1.0}}","[0, 42, 497, 410]","[0, 31, 447, 374]","{'tomatoes': 0.0, 'photo': 0.0, 'slice': 0.027777777777777776, 'pepperoni': 0.0, 'food': 0.05555555555555555, 'ham': 0.0, 'tomato': 0.0, 'alla': 0.0, 'pizza slice': 0.05555555555555555, 'pizza': 0.8333333333333334, 'riccia': 0.0, 'cheese': 0.0, 'bacon': 0.0, 'plate': 0.0, 'slice of pizza': 0.027777777777777776}","{'tomatoes': 0.02702702702702703, 'photo': 0.02702702702702703, 'slice': 0.08108108108108109, 'pepperoni': 0.05405405405405406, 'food': 0.0, 'ham': 0.13513513513513514, 'tomato': 0.02702702702702703, 'alla': 0.02702702702702703, 'pizza slice': 0.0, 'pizza': 0.32432432432432434, 'riccia': 0.02702702702702703, 'cheese': 0.10810810810810811, 'bacon': 0.05405405405405406, 'plate': 0.10810810810810811, 'slice of pizza': 0.0}",0.8324562932957341
20760,2399756,1166676,http://manynames.upf.edu//2399756_1166676_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2399756.jpg,bread,food,baked_goods.n.01,"{'food': 0.33, 'sandwich': 0.33, 'bagel': 1.0}",1.0,{'None': 1.0},2399756.jpg,"food, solid food","[{'4': ['bread', 'bagel']}, {'29': ['food', 'sandwich']}]",sandwich,"{'sandwich': 1.0, 'food': 1.0, 'bread': 1.0, 'bagel': 0.5}","{'sandwich': {'None': 1.0}, 'food': {'None': 1.0}, 'bread': {'None': 1.0}, 'bagel': {'visual': 1.0}}",33,0.7272727272727273,1.2368565286995274,4,food,train,"{'sandwich': {'sandwich': 1.0, 'food': 0.67, 'bread': 0.33, 'bagel': 0.33}, 'food': {'sandwich': 0.67, 'food': 1.0, 'bread': 0.33, 'bagel': 0.33}, 'bread': {'sandwich': 0.33, 'food': 0.33, 'bread': 1.0, 'bagel': 1.0}, 'bagel': {'sandwich': 0.33, 'food': 0.33, 'bread': 1.0, 'bagel': 1.0}}","[183, 94, 191, 254]","[157, 77, 178, 234]","{'bun': 0.027777777777777776, 'beef': 0.0, 'slice': 0.0, 'pickle': 0.0, 'food': 0.1388888888888889, 'table': 0.0, 'top': 0.0, 'ham': 0.0, 'container': 0.0, 'sandwich': 0.6666666666666666, 'plate': 0.027777777777777776, 'bread': 0.05555555555555555, 'eaten': 0.0, 'meat': 0.0, 'cheese': 0.027777777777777776, 'oval': 0.0, 'bagel': 0.05555555555555555, 'piece': 0.0}","{'bun': 0.0, 'beef': 0.034482758620689655, 'slice': 0.06896551724137931, 'pickle': 0.10344827586206896, 'food': 0.0, 'table': 0.034482758620689655, 'top': 0.034482758620689655, 'ham': 0.034482758620689655, 'container': 0.034482758620689655, 'sandwich': 0.3103448275862069, 'plate': 0.13793103448275862, 'bread': 0.034482758620689655, 'eaten': 0.034482758620689655, 'meat': 0.034482758620689655, 'cheese': 0.034482758620689655, 'oval': 0.034482758620689655, 'bagel': 0.0, 'piece': 0.034482758620689655}",0.8238679592996129
9257,2354001,2091313,http://manynames.upf.edu//2354001_2091313_rice.png,https://cs.stanford.edu/people/rak248/VG_100K/2354001.jpg,rice,food,foodstuff.n.02,{},1.0,{'None': 1.0},2354001.jpg,"food, nutrient",[{'34': ['rice']}],rice,{'rice': 1.0},{'rice': {'None': 1.0}},34,1.0,0.0,1,food,train,{'rice': {'rice': 1.0}},"[0, 102, 310, 230]","[0, 115, 377, 282]","{'name': 0.0, 'photo': 0.0, 'broccoli': 0.0, 'rice': 0.9444444444444444, 'beef': 0.0, 'food': 0.027777777777777776, 'vegetables': 0.0, 'white rice': 0.027777777777777776, 'meat': 0.0, 'box': 0.0, 'steak': 0.0, 'peppers': 0.0, 'plate': 0.0}","{'name': 0.02702702702702703, 'photo': 0.02702702702702703, 'broccoli': 0.4594594594594595, 'rice': 0.08108108108108109, 'beef': 0.08108108108108109, 'food': 0.0, 'vegetables': 0.02702702702702703, 'white rice': 0.0, 'meat': 0.05405405405405406, 'box': 0.05405405405405406, 'steak': 0.02702702702702703, 'peppers': 0.02702702702702703, 'plate': 0.13513513513513514}",-0.0009163784621723471
