Unnamed: 0,vg_image_id,vg_object_id,image,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,blip2_output
12299,2364858,758484,http://manynames.upf.edu//2364858_758484_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K/2364858.jpg,vegetable,food,vegetable.n.01,{},0.83,"{'bounding box': 0.3, 'None': 0.7}",2364858.jpg,"food, nutrient","[{'33': ['sandwich', 'sub', 'food']}]",sandwich,"{'sandwich': 0.83, 'sub': 0.83, 'food': 1.0}","{'sandwich': {'None': 0.7, 'bounding box': 0.3}, 'sub': {'None': 0.7, 'bounding box': 0.3}, 'food': {'None': 1.0}}",33,0.8484848484848485,0.7607327460318964,3,food,train,"{'sandwich': {'sandwich': 1.0, 'sub': 1.0, 'food': 0.67}, 'sub': {'sandwich': 1.0, 'sub': 1.0, 'food': 0.67}, 'food': {'sandwich': 0.67, 'sub': 0.67, 'food': 1.0}}","[170, 102, 285, 137]","[196, 115, 347, 170]","{'sandwich': 28, 'sub': 3, 'food': 2, 'hoagie': 1, 'burger': 1}","[['a sandwich with a drink in the drink holder.'], ['a sub sandwich and iced tea.'], ['the sandwich in the red box'], ['a sandwich with lettuce, carrot, cucumber, onion, sauce, and a drink'], ['the item in the red box with the first name that comes to mind is a sub sandwich with a'], ['a sandwich, a beverage and a soda'], ['a sandwich with cucumber, lettuce, tomato, and mayonnaise'], ['the sandwich with the green leafy stuff'], ['the sandwich'], ['the sandwich is a sub sandwich with lettuce and mayo']]"
3284,2326319,2855012,http://manynames.upf.edu//2326319_2855012_food.png,https://cs.stanford.edu/people/rak248/VG_100K/2326319.jpg,soup,food,dish.n.02,"{'stew': 1.0, 'sauce': 0.67, 'food': 1.0}",0.83,"{'visual': 0.3, 'None': 0.7}",2326319.jpg,"food, nutrient","[{'30': ['sauce', 'soup', 'stew', 'food']}]",food,"{'food': 1.0, 'soup': 0.83, 'stew': 1.0, 'sauce': 0.83}","{'food': {'None': 1.0}, 'soup': {'visual': 0.3, 'None': 0.7}, 'stew': {'None': 1.0}, 'sauce': {'None': 0.7, 'visual': 0.3}}",30,0.4333333333333333,1.6442188007201342,4,food,train,"{'food': {'food': 1.0, 'soup': 1.0, 'stew': 1.0, 'sauce': 0.67}, 'soup': {'food': 1.0, 'soup': 1.0, 'stew': 1.0, 'sauce': 0.67}, 'stew': {'food': 1.0, 'soup': 1.0, 'stew': 1.0, 'sauce': 0.67}, 'sauce': {'food': 0.67, 'soup': 0.67, 'stew': 0.67, 'sauce': 1.0}}","[98, 234, 216, 217]","[81, 202, 200, 201]","{'food': 13, 'soup': 12, 'stew': 3, 'sauce': 2, 'snacks': 1, 'nuts': 1, 'chili': 1, 'cashew': 1, 'goulash': 1}","[['the red box with the first name that comes to mind is the bowl of food with the sauce on'], ['a spoon'], ['a bowl of food with nuts and sauce'], ['this is a bowl of curry'], ['red bowl with green veggies'], ['tomato sauce with nuts'], ['a bowl of red curry'], ['a bowl of tomato sauce'], ['a plate of food with food on it'], ['tomato sauce']]"
14641,2373401,1959229,http://manynames.upf.edu//2373401_1959229_cupcake.png,https://cs.stanford.edu/people/rak248/VG_100K/2373401.jpg,cupcake,food,baked_goods.n.01,{'cake': 1.0},1.0,{'None': 1.0},2373401.jpg,"food, solid food","[{'33': ['cupcake', 'cake']}]",cupcake,"{'cupcake': 1.0, 'cake': 0.83}","{'cupcake': {'None': 1.0}, 'cake': {'visual': 0.3, 'None': 0.7}}",33,0.9090909090909092,0.4394969869215134,2,food,train,"{'cupcake': {'cupcake': 1.0, 'cake': 1.0}, 'cake': {'cupcake': 1.0, 'cake': 1.0}}","[232, 128, 237, 187]","[270, 146, 290, 230]","{'cupcake': 30, 'cake': 3, 'food': 1, 'frosting': 1}","[['cupcake'], ['cupcake'], ['the cupcake'], ['a cupcake'], ['the cupcake'], ['white cupcake with a small white circle in the center'], ['three cupcakes'], ['the object in the red box with the first name that comes to mind is a cupcake.'], ['three cupcakes'], ['a white cupcake with cream cheese frosting']]"
13393,2368794,615931,http://manynames.upf.edu//2368794_615931_cake.png,https://cs.stanford.edu/people/rak248/VG_100K/2368794.jpg,pastry,food,foodstuff.n.02,"{'food': 1.0, 'cake': 1.0, 'dessert': 1.0}",1.0,{'None': 1.0},2368794.jpg,"food, nutrient","[{'29': ['dessert', 'food', 'cake']}]",cake,"{'cake': 1.0, 'food': 1.0, 'dessert': 1.0}","{'cake': {'None': 1.0}, 'food': {'None': 1.0}, 'dessert': {'None': 1.0}}",29,0.6206896551724138,1.3162522199425772,3,food,,"{'cake': {'cake': 1.0, 'food': 1.0, 'dessert': 1.0}, 'food': {'cake': 1.0, 'food': 1.0, 'dessert': 1.0}, 'dessert': {'cake': 1.0, 'food': 1.0, 'dessert': 1.0}}","[56, 284, 313, 197]","[43, 247, 287, 183]","{'cake': 18, 'food': 7, 'dessert': 4, 'plate': 1, 'coffee cake': 1, 'piece of cake': 1, 'bread': 1, 'crumb cake': 1, 'burger': 1, 'pastry': 1}","[['this is a picture of a plate with a dessert on it and a cup of coffee.'], ['this is a slice of cake'], ['a piece of cake'], ['a plate with a slice of cake and a mug of coffee on a table'], ['a dessert plate, with a slice of coffee cake, and a cup of coffee'], ['a blue cake on a purple plate'], ['this is a slice of a cake with a brown butter crumb topping on it.'], ['a blue plate with a square piece of cake'], [''], ['this is a slice of cake']]"
15632,2376937,2342270,http://manynames.upf.edu//2376937_2342270_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K/2376937.jpg,sandwich,food,dish.n.02,"{'burger': 1.0, 'food': 1.0}",1.0,{'None': 1.0},2376937.jpg,"food, nutrient","[{'34': ['food', 'sandwich', 'burger']}]",sandwich,"{'sandwich': 1.0, 'burger': 1.0, 'food': 1.0}","{'sandwich': {'None': 1.0}, 'burger': {'None': 1.0}, 'food': {'None': 1.0}}",34,0.6764705882352942,1.1816742385599053,3,food,train,"{'sandwich': {'sandwich': 1.0, 'burger': 1.0, 'food': 1.0}, 'burger': {'sandwich': 1.0, 'burger': 1.0, 'food': 1.0}, 'food': {'sandwich': 1.0, 'burger': 1.0, 'food': 1.0}}","[233, 90, 266, 186]","[271, 100, 324, 229]","{'sandwich': 23, 'burger': 8, 'food': 3, 'meat': 1, 'chicken sandwich': 1}","[['a hamburger with ham, mayo, and potato salad'], ['this is a sandwich'], ['ham, bacon, ham and bacon'], ['this is a sandwich with ham, provolone cheese, and a side of mashed potatoes'], ['a large sandwich on a white plate'], ['this is a hamburger sandwich'], ['hamburger'], ['ham sandwich'], ['ham, grilled cheese, salad, side salad'], ['a ham and cheese sandwich on a bun']]"
11249,2361183,783593,http://manynames.upf.edu//2361183_783593_food.png,https://cs.stanford.edu/people/rak248/VG_100K/2361183.jpg,cheese,food,foodstuff.n.02,{},0.75,"{'bounding box': 0.2, 'None': 0.8}",2361183.jpg,"food, nutrient","[{'17': ['food', 'sauce', 'tomato sauce']}, {'8': ['sandwich', 'cake', 'burger']}]",food,"{'cake': 0.12, 'burger': 0.25, 'food': 1.0, 'sauce': 1.0, 'sandwich': 0.5, 'tomato sauce': 1.0}","{'cake': {'visual': 1.0}, 'burger': {'bounding box': 0.5, 'visual': 0.5}, 'food': {'None': 1.0}, 'sauce': {'None': 1.0}, 'sandwich': {'bounding box': 0.8, 'None': 0.2}, 'tomato sauce': {'None': 1.0}}",19,0.4736842105263157,1.719553828322125,4,food,train,"{'cake': {'cake': 1.0, 'burger': 0.75, 'food': 0.25, 'sauce': 0.0, 'sandwich': 0.75, 'tomato sauce': 0.0}, 'burger': {'cake': 0.75, 'burger': 1.0, 'food': 0.25, 'sauce': 0.0, 'sandwich': 0.75, 'tomato sauce': 0.0}, 'food': {'cake': 0.25, 'burger': 0.25, 'food': 1.0, 'sauce': 0.5, 'sandwich': 0.25, 'tomato sauce': 0.5}, 'sauce': {'cake': 0.0, 'burger': 0.0, 'food': 0.5, 'sauce': 1.0, 'sandwich': 0.0, 'tomato sauce': 1.0}, 'sandwich': {'cake': 0.75, 'burger': 0.75, 'food': 0.25, 'sauce': 0.0, 'sandwich': 1.0, 'tomato sauce': 0.0}, 'tomato sauce': {'cake': 0.0, 'burger': 0.0, 'food': 0.5, 'sauce': 1.0, 'sandwich': 0.0, 'tomato sauce': 1.0}}","[99, 109, 258, 238]","[82, 90, 238, 220]","{'food': 9, 'sauce': 6, 'sandwich': 2, 'tomato sauce': 2, 'burger': 4, 'cake': 2, 'snakes': 1, 'fry': 1, 'meatballs': 1, 'ketchup': 1, 'plat': 1, 'hotdog': 1, 'bread': 1, 'marinara': 1}","[['the pizza'], ['the deep dish chicago dog'], ['a hot dog with sauce on top'], ['this is a hot dog'], ['a hot dog'], ['hot dog'], ['a hot dog with ketchup and onions'], ['the red hot dog with the meat in it'], ['the hot dog with tomato sauce'], ['a hot dog in a bun']]"
21630,2403443,353151,http://manynames.upf.edu//2403443_353151_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2403443.jpg,sandwich,food,dish.n.02,"{'food': 1.0, 'burger': 1.0}",1.0,{'None': 1.0},2403443.jpg,"food, nutrient","[{'35': ['food', 'sandwich', 'burger']}]",sandwich,"{'sandwich': 1.0, 'burger': 0.83, 'food': 0.83}","{'sandwich': {'None': 1.0}, 'burger': {'None': 0.7, 'visual': 0.3}, 'food': {'None': 0.7, 'visual': 0.3}}",35,0.8857142857142857,0.6269948563165914,3,food,train,"{'sandwich': {'sandwich': 1.0, 'burger': 1.0, 'food': 1.0}, 'burger': {'sandwich': 1.0, 'burger': 1.0, 'food': 1.0}, 'food': {'sandwich': 1.0, 'burger': 1.0, 'food': 1.0}}","[59, 21, 289, 282]","[46, 12, 265, 259]","{'sandwich': 31, 'burger': 2, 'food': 2, 'sandwiches': 1}","[['a sandwich'], ['a sandwich and a bowl of fries'], ['the sandwich'], [''], ['the large sandwich'], ['a sandwich, a bowl of fries, and a bowl of salsa.'], ['a sandwich'], ['the turkey sandwich'], ['a sandwich, potatoes, cheese, and meat'], ['']]"
12229,2364621,1805503,http://manynames.upf.edu//2364621_1805503_pizza.png,https://cs.stanford.edu/people/rak248/VG_100K/2364621.jpg,pizza,food,dish.n.02,{'food': 1.0},1.0,{'None': 1.0},2364621.jpg,"food, nutrient","[{'34': ['pizza', 'food']}]",pizza,"{'pizza': 1.0, 'food': 1.0}","{'pizza': {'None': 1.0}, 'food': {'None': 1.0}}",34,0.9117647058823528,0.4305518670104393,2,food,train,"{'pizza': {'pizza': 1.0, 'food': 1.0}, 'food': {'pizza': 1.0, 'food': 1.0}}","[255, 1, 245, 374]","[297, 0, 299, 447]","{'pizza': 31, 'food': 3, 'cheese': 1, 'spinach': 1}","[['pizza cutter'], ['the pizza cutter with a large round black handle'], ['a pizza cutter'], ['the pizza cutter in the white box'], ['a pizza cutter'], ['pizza cutter'], ['pizza cutter'], ['the pizza'], ['a pizza cutter'], ['a pizza cutter']]"
23070,2409085,363835,http://manynames.upf.edu//2409085_363835_sidecar.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2409085.jpg,sidecar,food,beverage.n.01,{},1.0,{'None': 1.0},2409085.jpg,"food, nutrient","[{'4': ['motorcycle', 'bike']}, {'2': ['helmet']}, {'23': ['sidecar']}, {'2': ['wheel']}]",sidecar,"{'wheel': 0.0, 'helmet': 0.17, 'bike': 0.33, 'motorcycle': 0.33, 'sidecar': 1.0}","{'wheel': {'bounding box': 1.0}, 'helmet': {'bounding box': 1.0}, 'bike': {'bounding box': 0.7, 'visual': 0.3}, 'motorcycle': {'bounding box': 0.7, 'visual': 0.3}, 'sidecar': {'None': 1.0}}",23,1.0,0.0,1,food,train,"{'wheel': {'wheel': 1.0, 'helmet': 0.0, 'bike': 0.33, 'motorcycle': 0.33, 'sidecar': 0.0}, 'helmet': {'wheel': 0.0, 'helmet': 1.0, 'bike': 0.0, 'motorcycle': 0.0, 'sidecar': 0.0}, 'bike': {'wheel': 0.33, 'helmet': 0.0, 'bike': 1.0, 'motorcycle': 1.0, 'sidecar': 0.0}, 'motorcycle': {'wheel': 0.33, 'helmet': 0.0, 'bike': 1.0, 'motorcycle': 1.0, 'sidecar': 0.0}, 'sidecar': {'wheel': 0.0, 'helmet': 0.0, 'bike': 0.0, 'motorcycle': 0.0, 'sidecar': 1.0}}","[2, 172, 228, 161]","[0, 198, 279, 199]","{'sidecar': 23, 'wheel': 2, 'helmet': 2, 'bike': 2, 'motorcycle': 2, 'light': 1, 'car': 1, 'boy': 1, 'vehicle': 1}","[['a man on a motorcycle with a woman on the sidecar.   \n\n\tq:'], ['sidecar motorcycle'], ['a motorbike with a sidecar.'], ['the object in the red box with the first name that comes to mind is a man sitting on'], ['a motorcycle'], ['motorcycle with two men'], ['this is a person in a sidecar on a motorcycle'], ['the person riding the motorcycle'], ['motorcycle with sidecar'], ['the object in the red box is a man riding a motorcycle.']]"
16067,2378500,1727767,http://manynames.upf.edu//2378500_1727767_food.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2378500.jpg,cheese,food,foodstuff.n.02,"{'food': 0.67, 'toppings': 0.67}",0.5,"{'bounding box': 0.7, 'None': 0.3}",2378500.jpg,"food, nutrient","[{'22': ['food', 'toppings', 'cheese']}, {'11': ['pizza']}]",food,"{'cheese': 0.5, 'toppings': 0.83, 'pizza': 0.17, 'food': 1.0}","{'cheese': {'bounding box': 0.7, 'None': 0.3}, 'toppings': {'None': 0.7, 'bounding box': 0.3}, 'pizza': {'bounding box': 1.0}, 'food': {'None': 1.0}}",22,0.4090909090909091,1.5022202538208598,3,food,train,"{'cheese': {'cheese': 1.0, 'toppings': 0.67, 'pizza': 0.0, 'food': 0.67}, 'toppings': {'cheese': 0.67, 'toppings': 1.0, 'pizza': 0.0, 'food': 0.67}, 'pizza': {'cheese': 0.0, 'toppings': 0.0, 'pizza': 1.0, 'food': 0.33}, 'food': {'cheese': 0.67, 'toppings': 0.67, 'pizza': 0.33, 'food': 1.0}}","[16, 113, 292, 294]","[10, 114, 320, 322]","{'food': 9, 'cheese': 9, 'toppings': 4, 'pizza': 11, 'pasta': 1}","[['pizza and pepperoni'], ['pizza'], ['pizza'], ['pizza!  pizza is the first thing that comes to mind when someone asks about the red'], ['pizza'], ['a pizza slice with cheese'], ['pizza'], ['the pizza on the table with the pepperoni'], ['a pepperoni pizza'], ['the pizza on the pizza box']]"
24728,2415436,3150476,http://manynames.upf.edu//2415436_3150476_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415436.jpg,bread,food,baked_goods.n.01,"{'bun': 1.0, 'cake': 0.33}",0.83,"{'bounding box': 0.3, 'None': 0.7}",2415436.jpg,"food, solid food","[{'27': ['cake', 'food', 'sandwich']}, {'5': ['bun', 'bread']}]",sandwich,"{'bun': 0.83, 'cake': 0.17, 'bread': 0.83, 'sandwich': 0.83, 'food': 0.83}","{'bun': {'None': 0.7, 'bounding box': 0.3}, 'cake': {'other': 0.3, 'visual': 0.7}, 'bread': {'None': 0.7, 'bounding box': 0.3}, 'sandwich': {'None': 0.7, 'bounding box': 0.3}, 'food': {'None': 0.7, 'bounding box': 0.3}}",24,0.5833333333333334,0.9798687566511528,2,food,train,"{'bun': {'bun': 1.0, 'cake': 0.33, 'bread': 1.0, 'sandwich': 0.0, 'food': 0.0}, 'cake': {'bun': 0.33, 'cake': 1.0, 'bread': 0.33, 'sandwich': 0.67, 'food': 0.67}, 'bread': {'bun': 1.0, 'cake': 0.33, 'bread': 1.0, 'sandwich': 0.0, 'food': 0.0}, 'sandwich': {'bun': 0.0, 'cake': 0.67, 'bread': 0.0, 'sandwich': 1.0, 'food': 1.0}, 'food': {'bun': 0.0, 'cake': 0.67, 'bread': 0.0, 'sandwich': 1.0, 'food': 1.0}}","[125, 50, 220, 297]","[105, 38, 204, 273]","{'sandwich': 14, 'food': 10, 'cake': 3, 'bun': 3, 'bread': 2, 'burger': 1, 'hoagie': 1, 'sub': 1}","[['a plate of ham and pickle sandwich'], ['a sandwich'], ['ham sandwich'], ['a ham and cheese sandwich'], ['a sandwich'], ['a sandwich and pickle on a white plate'], ['a pickle on a sandwich'], ['a sandwich with meat and cheese'], ['the sandwich on the plate with the pickle'], ['a sandwich with ham, cheese and pickle']]"
25288,2417906,3331342,http://manynames.upf.edu//2417906_3331342_pizza.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417906.jpg,pizza,food,dish.n.02,"{'pizza slice': 0.67, 'food': 1.0}",0.67,"{'bounding box': 0.3, 'None': 0.7}",2417906.jpg,"food, nutrient","[{'30': ['pizza', 'pizza slice', 'food']}, {'4': ['plate']}]",pizza,"{'plate': 0.17, 'pizza': 0.67, 'food': 0.67, 'pizza slice': 1.0}","{'plate': {'bounding box': 1.0}, 'pizza': {'None': 0.7, 'bounding box': 0.3}, 'food': {'None': 0.7, 'bounding box': 0.3}, 'pizza slice': {'None': 1.0}}",30,0.8,0.9055872616982604,3,food,train,"{'plate': {'plate': 1.0, 'pizza': 0.0, 'food': 0.0, 'pizza slice': 0.0}, 'pizza': {'plate': 0.0, 'pizza': 1.0, 'food': 1.0, 'pizza slice': 0.67}, 'food': {'plate': 0.0, 'pizza': 1.0, 'food': 1.0, 'pizza slice': 0.67}, 'pizza slice': {'plate': 0.0, 'pizza': 0.67, 'food': 0.67, 'pizza slice': 1.0}}","[239, 90, 239, 252]","[216, 77, 230, 242]","{'pizza': 24, 'food': 4, 'pizza slice': 2, 'plate': 4, 'cheese': 1, 'burger': 1}","[['a plate with pizza on it'], ['a pizza slice with mushrooms and spinach'], ['a piece of pizza'], ['a piece of pizza with vegetables'], ['a pizza on a white plate'], ['a white plate with a pizza on it'], ['a pizza with mushrooms and spinach'], ['a pizza with mushrooms and spinach on a white plate'], ['a white pizza topped with spinach, mushrooms, and parmesan cheese'], ['pizza on the plate']]"
17534,2384809,1304666,http://manynames.upf.edu//2384809_1304666_pizza.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2384809.jpg,pizza,food,dish.n.02,{'food': 1.0},1.0,{'None': 1.0},2384809.jpg,"food, nutrient","[{'32': ['pizza', 'food']}, {'4': ['plate']}]",pizza,"{'plate': 0.33, 'pizza': 1.0, 'food': 1.0}","{'plate': {'bounding box': 1.0}, 'pizza': {'None': 1.0}, 'food': {'None': 1.0}}",32,0.9375,0.3372900666170139,2,food,train,"{'plate': {'plate': 1.0, 'pizza': 0.0, 'food': 0.0}, 'pizza': {'plate': 0.0, 'pizza': 1.0, 'food': 1.0}, 'food': {'plate': 0.0, 'pizza': 1.0, 'food': 1.0}}","[50, 103, 404, 331]","[38, 85, 368, 303]","{'pizza': 30, 'food': 2, 'plate': 4}","[['this is a pizza'], ['the pizza with ham'], ['a pizza with ham and onions'], ['the pizza with ham and onions'], ['the pizza'], ['this is a pizza'], ['pizza'], ['a large pizza topped with onions and ham'], ['the pizza in the white box'], ['a pizza with ham, onions, and mushrooms']]"
1213,2315745,2913713,http://manynames.upf.edu//2315745_2913713_pizza.png,https://cs.stanford.edu/people/rak248/VG_100K/2315745.jpg,pizza,food,dish.n.02,"{'food': 1.0, 'egg': 0.25, 'quiche': 1.0}",0.75,"{'visual': 0.5, 'None': 0.5}",2315745.jpg,"food, nutrient","[{'32': ['pizza', 'food', 'quiche']}, {'2': ['plate']}, {'2': ['egg']}]",pizza,"{'plate': 0.12, 'pizza': 0.75, 'food': 1.0, 'egg': 0.5, 'quiche': 1.0}","{'plate': {'bounding box': 1.0}, 'pizza': {'None': 0.5, 'visual': 0.5}, 'food': {'None': 1.0}, 'egg': {'bounding box': 0.8, 'None': 0.2}, 'quiche': {'None': 1.0}}",34,0.7647058823529411,1.1400677626718572,4,food,train,"{'plate': {'plate': 1.0, 'pizza': 0.0, 'food': 0.0, 'egg': 0.0, 'quiche': 0.0}, 'pizza': {'plate': 0.0, 'pizza': 1.0, 'food': 1.0, 'egg': 0.25, 'quiche': 1.0}, 'food': {'plate': 0.0, 'pizza': 1.0, 'food': 1.0, 'egg': 0.25, 'quiche': 1.0}, 'egg': {'plate': 0.0, 'pizza': 0.25, 'food': 0.25, 'egg': 1.0, 'quiche': 0.25}, 'quiche': {'plate': 0.0, 'pizza': 1.0, 'food': 1.0, 'egg': 0.25, 'quiche': 1.0}}","[28, 24, 429, 294]","[26, 22, 519, 358]","{'pizza': 26, 'food': 4, 'egg': 2, 'quiche': 2, 'plate': 2}","[['pizza with an egg'], ['pizza'], ['the pizza'], ['pizza'], ['a pizza'], ['pizza with a fried egg'], ['pizza with fried egg on top'], ['pizza with an egg'], ['a pizza with an egg'], ['pizza, corn and an egg']]"
20237,2397346,434958,http://manynames.upf.edu//2397346_434958_hotdog.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2397346.jpg,bun,food,baked_goods.n.01,{},1.0,{'None': 1.0},2397346.jpg,"food, solid food","[{'31': ['hotdog', 'food']}]",hotdog,"{'hotdog': 1.0, 'food': 1.0, 'sandwich': 'NA'}","{'hotdog': {'None': 1.0}, 'food': {'None': 1.0}, 'sandwich': 'NA'}",32,0.84375,0.7380636700495733,3,food,train,"{'hotdog': {'hotdog': 1.0, 'food': 1.0, 'sandwich': 'NA'}, 'food': {'hotdog': 1.0, 'food': 1.0, 'sandwich': 'NA'}, 'sandwich': {'hotdog': 'NA', 'food': 'NA', 'sandwich': 'NA'}}","[166, 44, 239, 182]","[185, 44, 283, 217]","{'hotdog': 27, 'food': 4, 'sandwich': 1, 'snacks': 1, 'bun': 1, 'hot dog bun': 1, 'burger': 1}","[['two hot dogs with ketchup'], ['a plate with a hot dog and chips'], ['hot dog with ketchup and mustard on top'], ['two hot dogs'], ['a hot dog'], ['a hot dog in a bun'], ['hot dogs and chips'], ['a hot dog with ketchup on it'], ['a hot dog'], ['two hot dogs on a bun with ketchup and mustard on the buns']]"
3554,2327800,3087461,http://manynames.upf.edu//2327800_3087461_sandwich.png,https://cs.stanford.edu/people/rak248/VG_100K/2327800.jpg,bread,food,baked_goods.n.01,"{'burger': 0.67, 'sub': 0.67, 'food': 0.67, 'sandwich': 0.67}",1.0,{'None': 1.0},2327800.jpg,"food, solid food","[{'30': ['food', 'burger', 'sandwich', 'sub']}, {'3': ['barer']}]",sandwich,"{'barer': 0.0, 'sandwich': 1.0, 'food': 1.0, 'sub': 1.0, 'burger': 0.67}","{'barer': {'other': 1.0}, 'sandwich': {'None': 1.0}, 'food': {'None': 1.0}, 'sub': {'None': 1.0}, 'burger': {'visual': 0.7, 'None': 0.3}}",30,0.6666666666666666,1.3752793655393791,4,food,train,"{'barer': {'barer': 1.0, 'sandwich': 0.0, 'food': 0.0, 'sub': 0.0, 'burger': 0.0}, 'sandwich': {'barer': 0.0, 'sandwich': 1.0, 'food': 1.0, 'sub': 1.0, 'burger': 1.0}, 'food': {'barer': 0.0, 'sandwich': 1.0, 'food': 1.0, 'sub': 1.0, 'burger': 1.0}, 'sub': {'barer': 0.0, 'sandwich': 1.0, 'food': 1.0, 'sub': 1.0, 'burger': 1.0}, 'burger': {'barer': 0.0, 'sandwich': 1.0, 'food': 1.0, 'sub': 1.0, 'burger': 1.0}}","[115, 95, 343, 233]","[130, 106, 416, 285]","{'sandwich': 20, 'food': 6, 'sub': 2, 'burger': 2, 'barer': 3, 'plate': 1, 'bun': 1, 'bread': 1, 'cheese steak': 1, 'gyro': 1}","[['a hamburger with ketchup'], ['this is a sandwich on a plate with french fries on top of it'], ['a plate of french fries and a hot dog sandwich on a white plate with a red circle on it'], ['the ""sub"" on the plate with the ketchup and mustard and the fries and beer in the'], ['a hot dog with meat, onions, peppers, and ketchup'], ['a hot dog and french fries'], ['a hot dog with french fries'], ['a burger with cheese'], ['the hot dog, the french fries and the drink.'], ['a large hot dog on a plate with fries and a drink']]"
22168,2405605,1106991,http://manynames.upf.edu//2405605_1106991_desk.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405605.jpg,desk,home,furnishing.n.02,{'table': 1.0},1.0,{'None': 1.0},2405605.jpg,"instrumentality, instrumentation","[{'28': ['table', 'desk']}, {'3': ['keyboard']}, {'2': ['toy']}]",desk,"{'keyboard': 0.33, 'toy': 0.0, 'desk': 1.0, 'table': 0.67}","{'keyboard': {'bounding box': 1.0}, 'toy': {'bounding box': 1.0}, 'desk': {'None': 1.0}, 'table': {'None': 0.7, 'visual': 0.3}}",28,0.8214285714285714,0.676941869780886,2,home,train,"{'keyboard': {'keyboard': 1.0, 'toy': 0.0, 'desk': 0.0, 'table': 0.0}, 'toy': {'keyboard': 0.0, 'toy': 1.0, 'desk': 0.0, 'table': 0.0}, 'desk': {'keyboard': 0.0, 'toy': 0.0, 'desk': 1.0, 'table': 1.0}, 'table': {'keyboard': 0.0, 'toy': 0.0, 'desk': 1.0, 'table': 1.0}}","[1, 143, 499, 189]","[0, 164, 597, 233]","{'desk': 23, 'table': 5, 'keyboard': 3, 'toy': 2, 'computer desk': 1, 'desktop': 1, 'lap top': 1}","[['two computer monitors'], ['a computer'], ['this is a black and white computer monitor with two monitors attached to it.'], ['the two black computer monitors'], ['two computer monitors'], ['the nintendo ds'], ['a white keyboard'], ['this is a computer monitor'], ['a white and black monitor'], ['a laptop computer']]"
12126,2364287,2495190,http://manynames.upf.edu//2364287_2495190_vase.png,https://cs.stanford.edu/people/rak248/VG_100K/2364287.jpg,pot,home,kitchen_utensil.n.01,"{'jar': 1.0, 'vase': 1.0}",0.88,"{'visual': 0.2, 'None': 0.8}",2364287.jpg,"instrumentality, instrumentation","[{'34': ['vase', 'jar']}]",vase,"{'vase': 1.0, 'jar': 0.88}","{'vase': {'None': 1.0}, 'jar': {'None': 0.8, 'visual': 0.2}}",34,0.9411764705882352,0.3227569588973982,2,home,train,"{'vase': {'vase': 1.0, 'jar': 1.0}, 'jar': {'vase': 1.0, 'jar': 1.0}}","[138, 130, 208, 243]","[157, 148, 255, 297]","{'vase': 32, 'jar': 2, 'glass': 1, 'flower vase': 1}","[['flowers in a jar'], ['a jar filled with flowers'], ['a glass vase with red flowers in it'], ['the red box is a vase of flowers'], ['a glass vase of flowers'], ['a mason jar with some flowers'], ['a glass jar with flowers'], ['flowers in a vase'], ['vase with flowers in it'], ['flowers in a vase']]"
