index,image_file,fromage_filtered_output
2633,data/images/quantifier/test_2633.png,"['most', 'few', 'almost all', 'some', 'some']"
2635,data/images/quantifier/test_2635.png,"['the smaller part', 'many', 'most', 'the smaller part', 'the smaller part']"
2637,data/images/quantifier/test_2637.png,"['all', 'most', 'none', 'all', 'all']"
2639,data/images/quantifier/test_2639.png,"['some', 'the smaller part', 'almost none', 'most', 'the smaller part']"
2641,data/images/quantifier/test_2641.png,"['many', 'most', 'many', 'many', 'many']"
2643,data/images/quantifier/test_2643.png,"['many', 'many', 'many', 'many', 'many']"
2646,data/images/quantifier/test_2646.png,"['all', 'many', 'many', 'many', 'few']"
2647,data/images/quantifier/test_2647.png,"['none', 'none', 'all', 'none', 'most']"
2655,data/images/quantifier/test_2655.png,"['few', 'the smaller part', 'none', 'the smaller part', 'all']"
2656,data/images/quantifier/test_2656.png,"['all', 'none', 'all', 'most', 'the smaller part']"
2657,data/images/quantifier/test_2657.png,"['almost none', 'almost all', 'some', 'almost none', 'most']"
2660,data/images/quantifier/test_2660.png,"['most', 'many', 'many', 'many', 'most']"
2661,data/images/quantifier/test_2661.png,"['the smaller part', 'few', 'some', 'all', 'many']"
2662,data/images/quantifier/test_2662.png,"['few', 'none', 'few', 'almost none', 'many']"
2663,data/images/quantifier/test_2663.png,"['many', 'almost all', 'many', 'many', 'most']"
2664,data/images/quantifier/test_2664.png,"['all', 'some', 'the smaller part', 'almost all', 'most']"
2669,data/images/quantifier/test_2669.png,"['all', 'some', 'almost all', 'none', 'many']"
2678,data/images/quantifier/test_2678.png,"['few', 'all', 'none', 'almost all', 'almost all']"
2691,data/images/quantifier/test_2691.png,"['few', 'most', 'none', 'the smaller part', 'most']"
2706,data/images/quantifier/test_2706.png,"['most', 'most', 'some', 'none', 'many']"
2712,data/images/quantifier/test_2712.png,"['all', 'almost none', 'all', 'almost none', 'the smaller part']"
2715,data/images/quantifier/test_2715.png,"['many', 'many', 'almost all', 'many', 'some']"
2729,data/images/quantifier/test_2729.png,"['many', 'many', 'many', 'all', 'many']"
2731,data/images/quantifier/test_2731.png,"['some', 'few', 'almost none', 'most', 'all']"
2732,data/images/quantifier/test_2732.png,"['all', 'none', 'most', 'most', 'all']"
2733,data/images/quantifier/test_2733.png,"['few', 'many', 'most', 'some', 'all']"
2734,data/images/quantifier/test_2734.png,"['the smaller part', 'almost none', 'many', 'most', 'few']"
2739,data/images/quantifier/test_2739.png,"['many', 'most', 'almost all', 'most', 'almost all']"
2742,data/images/quantifier/test_2742.png,"['almost all', 'none', 'the smaller part', 'some', 'many']"
2743,data/images/quantifier/test_2743.png,"['almost all', 'many', 'all', 'many', 'some']"
2754,data/images/quantifier/test_2754.png,"['many', 'many', 'none', 'many', 'many']"
2759,data/images/quantifier/test_2759.png,"['few', 'some', 'almost all', 'none', 'most']"
2764,data/images/quantifier/test_2764.png,"['all', 'many', 'many', 'many', 'most']"
2767,data/images/quantifier/test_2767.png,"['many', 'many', 'many', 'almost all', 'many']"
2768,data/images/quantifier/test_2768.png,"['many', 'some', 'none', 'few', 'all']"
2771,data/images/quantifier/test_2771.png,"['many', 'many', 'all', 'all', 'most']"
2784,data/images/quantifier/test_2784.png,"['many', 'many', 'many', 'many', 'many']"
2785,data/images/quantifier/test_2785.png,"['almost all', 'most', 'almost all', 'none', 'none']"
2786,data/images/quantifier/test_2786.png,"['all', 'some', 'none', 'most', 'few']"
2789,data/images/quantifier/test_2789.png,"['many', 'many', 'many', 'some', 'many']"
2790,data/images/quantifier/test_2790.png,"['almost none', 'few', 'almost all', 'few', 'few']"
2791,data/images/quantifier/test_2791.png,"['the smaller part', 'none', 'most', 'almost none', 'the smaller part']"
2794,data/images/quantifier/test_2794.png,"['most', 'many', 'none', 'many', 'all']"
2795,data/images/quantifier/test_2795.png,"['almost none', 'most', 'none', 'most', 'the smaller part']"
2802,data/images/quantifier/test_2802.png,"['many', 'many', 'many', 'many', 'most']"
2804,data/images/quantifier/test_2804.png,"['the smaller part', 'almost none', 'some', 'most', 'many']"
2806,data/images/quantifier/test_2806.png,"['few', 'many', 'many', 'many', 'the smaller part']"
2812,data/images/quantifier/test_2812.png,"['many', 'some', 'many', 'many', 'many']"
2815,data/images/quantifier/test_2815.png,"['many', 'almost all', 'most', 'none', 'many']"
2824,data/images/quantifier/test_2824.png,"['all', 'some', 'many', 'most', 'many']"
2829,data/images/quantifier/test_2829.png,"['the smaller part', 'almost none', 'none', 'many', 'many']"
2830,data/images/quantifier/test_2830.png,"['many', 'many', 'many', 'few', 'many']"
2832,data/images/quantifier/test_2832.png,"['few', 'many', 'few', 'few', 'the smaller part']"
2833,data/images/quantifier/test_2833.png,"['most', 'the smaller part', 'all', 'many', 'all']"
2834,data/images/quantifier/test_2834.png,"['most', 'the smaller part', 'many', 'all', 'none']"
2837,data/images/quantifier/test_2837.png,"['some', 'almost all', 'almost none', 'the smaller part', 'almost all']"
2842,data/images/quantifier/test_2842.png,"['many', 'almost none', 'some', 'many', 'few']"
2843,data/images/quantifier/test_2843.png,"['many', 'few', 'many', 'none', 'almost all']"
2847,data/images/quantifier/test_2847.png,"['many', 'many', 'many', 'most', 'many']"
2859,data/images/quantifier/test_2859.png,"['many', 'many', 'all', 'few', 'many']"
2860,data/images/quantifier/test_2860.png,"['none', 'most', 'some', 'many', 'none']"
2864,data/images/quantifier/test_2864.png,"['most', 'most', 'all', 'many', 'few']"
2871,data/images/quantifier/test_2871.png,"['the smaller part', 'most', 'almost all', 'almost all', 'none']"
2874,data/images/quantifier/test_2874.png,"['all', 'few', 'few', 'the smaller part', 'the smaller part']"
2878,data/images/quantifier/test_2878.png,"['few', 'most', 'most', 'almost all', 'almost all']"
2879,data/images/quantifier/test_2879.png,"['many', 'many', 'most', 'almost none', 'many']"
2884,data/images/quantifier/test_2884.png,"['some', 'the smaller part', 'few', 'almost all', 'some']"
2891,data/images/quantifier/test_2891.png,"['none', 'some', 'none', 'many', 'almost none']"
2898,data/images/quantifier/test_2898.png,"['all', 'many', 'the smaller part', 'almost all', 'most']"
2903,data/images/quantifier/test_2903.png,"['many', 'many', 'many', 'many', 'the smaller part']"
2908,data/images/quantifier/test_2908.png,"['many', 'all', 'many', 'most', 'few']"
2914,data/images/quantifier/test_2914.png,"['the smaller part', 'none', 'many', 'the smaller part', 'most']"
2919,data/images/quantifier/test_2919.png,"['almost all', 'most', 'some', 'almost none', 'few']"
2924,data/images/quantifier/test_2924.png,"['most', 'almost all', 'few', 'most', 'all']"
2925,data/images/quantifier/test_2925.png,"['almost none', 'all', 'many', 'many', 'many']"
2928,data/images/quantifier/test_2928.png,"['all', 'few', 'all', 'almost all', 'the smaller part']"
2929,data/images/quantifier/test_2929.png,"['all', 'most', 'many', 'many', 'many']"
2930,data/images/quantifier/test_2930.png,"['almost none', 'many', 'almost all', 'most', 'almost none']"
2932,data/images/quantifier/test_2932.png,"['many', 'few', 'the smaller part', 'most', 'most']"
2933,data/images/quantifier/test_2933.png,"['many', 'the smaller part', 'many', 'almost all', 'none']"
2940,data/images/quantifier/test_2940.png,"['none', 'many', 'many', 'many', 'all']"
2943,data/images/quantifier/test_2943.png,"['almost none', 'many', 'all', 'almost all', 'most']"
2944,data/images/quantifier/test_2944.png,"['almost all', 'many', 'almost all', 'many', 'many']"
2947,data/images/quantifier/test_2947.png,"['many', 'almost all', 'few', 'almost none', 'many']"
2952,data/images/quantifier/test_2952.png,"['many', 'many', 'almost none', 'many', 'many']"
2953,data/images/quantifier/test_2953.png,"['many', 'many', 'many', 'many', 'many']"
2962,data/images/quantifier/test_2962.png,"['the smaller part', 'many', 'the smaller part', 'the smaller part', 'many']"
2969,data/images/quantifier/test_2969.png,"['all', 'most', 'many', 'many', 'many']"
2970,data/images/quantifier/test_2970.png,"['some', 'the smaller part', 'most', 'almost all', 'the smaller part']"
2972,data/images/quantifier/test_2972.png,"['many', 'almost none', 'all', 'most', 'almost none']"
2986,data/images/quantifier/test_2986.png,"['some', 'some', 'all', 'some', 'some']"
2987,data/images/quantifier/test_2987.png,"['almost all', 'almost none', 'all', 'many', 'many']"
2992,data/images/quantifier/test_2992.png,"['all', 'all', 'almost all', 'many', 'many']"
2999,data/images/quantifier/test_2999.png,"['many', 'none', 'many', 'almost none', 'most']"
3000,data/images/quantifier/test_3000.png,"['almost all', 'all', 'none', 'most', 'all']"
3003,data/images/quantifier/test_3003.png,"['none', 'many', 'most', 'almost all', 'many']"
3006,data/images/quantifier/test_3006.png,"['most', 'almost all', 'few', 'the smaller part', 'some']"
3009,data/images/quantifier/test_3009.png,"['almost all', 'almost none', 'most', 'many', 'many']"
3010,data/images/quantifier/test_3010.png,"['the smaller part', 'none', 'few', 'none', 'almost all']"
3011,data/images/quantifier/test_3011.png,"['some', 'all', 'few', 'the smaller part', 'almost none']"
3012,data/images/quantifier/test_3012.png,"['all', 'almost none', 'almost none', 'almost none', 'almost none']"
3023,data/images/quantifier/test_3023.png,"['all', 'many', 'most', 'most', 'most']"
3025,data/images/quantifier/test_3025.png,"['many', 'the smaller part', 'many', 'the smaller part', 'none']"
3031,data/images/quantifier/test_3031.png,"['almost all', 'many', 'many', 'all', 'many']"
3035,data/images/quantifier/test_3035.png,"['some', 'almost none', 'few', 'most', 'many']"
3038,data/images/quantifier/test_3038.png,"['many', 'almost all', 'almost all', 'many', 'all']"
3040,data/images/quantifier/test_3040.png,"['many', 'few', 'few', 'almost all', 'the smaller part']"
3041,data/images/quantifier/test_3041.png,"['many', 'many', 'almost all', 'almost none', 'almost none']"
3047,data/images/quantifier/test_3047.png,"['almost all', 'most', 'almost all', 'many', 'none']"
3049,data/images/quantifier/test_3049.png,"['all', 'most', 'few', 'the smaller part', 'many']"
3051,data/images/quantifier/test_3051.png,"['the smaller part', 'all', 'some', 'some', 'many']"
3057,data/images/quantifier/test_3057.png,"['most', 'many', 'almost all', 'almost none', 'almost none']"
3058,data/images/quantifier/test_3058.png,"['almost none', 'all', 'none', 'most', 'almost none']"
3063,data/images/quantifier/test_3063.png,"['all', 'almost none', 'almost all', 'almost none', 'many']"
3066,data/images/quantifier/test_3066.png,"['most', 'the smaller part', 'few', 'almost all', 'none']"
3069,data/images/quantifier/test_3069.png,"['almost none', 'none', 'many', 'almost none', 'most']"
3074,data/images/quantifier/test_3074.png,"['most', 'many', 'almost all', 'many', 'all']"
3076,data/images/quantifier/test_3076.png,"['many', 'the smaller part', 'few', 'few', 'the smaller part']"
3079,data/images/quantifier/test_3079.png,"['almost none', 'few', 'many', 'many', 'all']"
3087,data/images/quantifier/test_3087.png,"['all', 'the smaller part', 'many', 'almost none', 'many']"
3089,data/images/quantifier/test_3089.png,"['many', 'some', 'almost none', 'many', 'all']"
3097,data/images/quantifier/test_3097.png,"['many', 'the smaller part', 'many', 'many', 'many']"
3098,data/images/quantifier/test_3098.png,"['many', 'none', 'many', 'many', 'most']"
3108,data/images/quantifier/test_3108.png,"['most', 'almost none', 'many', 'almost none', 'some']"
3112,data/images/quantifier/test_3112.png,"['many', 'some', 'almost all', 'few', 'almost all']"
3113,data/images/quantifier/test_3113.png,"['most', 'many', 'almost none', 'none', 'many']"
3116,data/images/quantifier/test_3116.png,"['some', 'almost none', 'none', 'almost all', 'none']"
3120,data/images/quantifier/test_3120.png,"['almost none', 'the smaller part', 'all', 'all', 'almost none']"
3122,data/images/quantifier/test_3122.png,"['the smaller part', 'few', 'many', 'some', 'many']"
3123,data/images/quantifier/test_3123.png,"['most', 'most', 'most', 'all', 'none']"
3124,data/images/quantifier/test_3124.png,"['all', 'the smaller part', 'many', 'almost none', 'none']"
3126,data/images/quantifier/test_3126.png,"['the smaller part', 'many', 'many', 'many', 'many']"
3133,data/images/quantifier/test_3133.png,"['the smaller part', 'many', 'the smaller part', 'almost all', 'almost all']"
3134,data/images/quantifier/test_3134.png,"['many', 'all', 'many', 'some', 'almost none']"
3145,data/images/quantifier/test_3145.png,"['few', 'many', 'many', 'none', 'all']"
3154,data/images/quantifier/test_3154.png,"['few', 'many', 'many', 'almost all', 'most']"
3158,data/images/quantifier/test_3158.png,"['few', 'none', 'some', 'most', 'almost none']"
3159,data/images/quantifier/test_3159.png,"['many', 'many', 'many', 'many', 'many']"
3165,data/images/quantifier/test_3165.png,"['many', 'most', 'many', 'some', 'many']"
3166,data/images/quantifier/test_3166.png,"['many', 'most', 'most', 'most', 'almost none']"
3169,data/images/quantifier/test_3169.png,"['many', 'almost none', 'none', 'the smaller part', 'all']"
3183,data/images/quantifier/test_3183.png,"['almost none', 'some', 'some', 'almost all', 'many']"
3185,data/images/quantifier/test_3185.png,"['the smaller part', 'few', 'many', 'most', 'almost all']"
3194,data/images/quantifier/test_3194.png,"['few', 'many', 'many', 'many', 'many']"
3203,data/images/quantifier/test_3203.png,"['all', 'most', 'many', 'many', 'many']"
3205,data/images/quantifier/test_3205.png,"['many', 'all', 'many', 'almost none', 'almost all']"
3207,data/images/quantifier/test_3207.png,"['most', 'none', 'the smaller part', 'many', 'all']"
3216,data/images/quantifier/test_3216.png,"['the smaller part', 'most', 'some', 'the smaller part', 'most']"
3219,data/images/quantifier/test_3219.png,"['many', 'the smaller part', 'the smaller part', 'almost none', 'the smaller part']"
3225,data/images/quantifier/test_3225.png,"['almost none', 'few', 'few', 'none', 'many']"
3226,data/images/quantifier/test_3226.png,"['many', 'all', 'few', 'some', 'many']"
3227,data/images/quantifier/test_3227.png,"['many', 'few', 'most', 'almost all', 'none']"
3229,data/images/quantifier/test_3229.png,"['many', 'most', 'many', 'some', 'few']"
3232,data/images/quantifier/test_3232.png,"['few', 'few', 'none', 'the smaller part', 'almost none']"
3234,data/images/quantifier/test_3234.png,"['many', 'many', 'the smaller part', 'many', 'almost all']"
3237,data/images/quantifier/test_3237.png,"['all', 'few', 'the smaller part', 'many', 'most']"
3244,data/images/quantifier/test_3244.png,"['some', 'the smaller part', 'almost all', 'most', 'all']"
3250,data/images/quantifier/test_3250.png,"['many', 'most', 'the smaller part', 'the smaller part', 'few']"
3254,data/images/quantifier/test_3254.png,"['most', 'all', 'most', 'most', 'the smaller part']"
3255,data/images/quantifier/test_3255.png,"['few', 'some', 'none', 'few', 'none']"
3258,data/images/quantifier/test_3258.png,"['almost all', 'many', 'some', 'many', 'all']"
3259,data/images/quantifier/test_3259.png,"['many', 'few', 'the smaller part', 'many', 'many']"
3263,data/images/quantifier/test_3263.png,"['many', 'many', 'none', 'few', 'most']"
3266,data/images/quantifier/test_3266.png,"['most', 'few', 'almost all', 'almost all', 'none']"
3268,data/images/quantifier/test_3268.png,"['many', 'the smaller part', 'none', 'many', 'the smaller part']"
3270,data/images/quantifier/test_3270.png,"['many', 'almost all', 'all', 'many', 'many']"
3273,data/images/quantifier/test_3273.png,"['the smaller part', 'almost all', 'none', 'some', 'some']"
3280,data/images/quantifier/test_3280.png,"['many', 'almost all', 'none', 'some', 'almost none']"
3293,data/images/quantifier/test_3293.png,"['few', 'most', 'many', 'all', 'most']"
3302,data/images/quantifier/test_3302.png,"['many', 'many', 'some', 'none', 'many']"
3305,data/images/quantifier/test_3305.png,"['many', 'most', 'most', 'all', 'many']"
3307,data/images/quantifier/test_3307.png,"['many', 'the smaller part', 'many', 'many', 'many']"
3313,data/images/quantifier/test_3313.png,"['many', 'almost all', 'many', 'many', 'many']"
3314,data/images/quantifier/test_3314.png,"['all', 'many', 'many', 'almost all', 'almost all']"
3317,data/images/quantifier/test_3317.png,"['some', 'all', 'few', 'all', 'many']"
3318,data/images/quantifier/test_3318.png,"['almost all', 'many', 'many', 'almost all', 'many']"
3329,data/images/quantifier/test_3329.png,"['many', 'many', 'many', 'many', 'many']"
3333,data/images/quantifier/test_3333.png,"['many', 'all', 'some', 'none', 'almost all']"
3334,data/images/quantifier/test_3334.png,"['the smaller part', 'many', 'many', 'many', 'all']"
3335,data/images/quantifier/test_3335.png,"['many', 'most', 'none', 'all', 'none']"
3345,data/images/quantifier/test_3345.png,"['almost all', 'some', 'some', 'all', 'most']"
3350,data/images/quantifier/test_3350.png,"['the smaller part', 'some', 'most', 'many', 'almost none']"
3354,data/images/quantifier/test_3354.png,"['the smaller part', 'some', 'almost all', 'most', 'many']"
3358,data/images/quantifier/test_3358.png,"['most', 'most', 'few', 'almost all', 'some']"
3364,data/images/quantifier/test_3364.png,"['most', 'few', 'most', 'all', 'none']"
3367,data/images/quantifier/test_3367.png,"['many', 'the smaller part', 'many', 'many', 'most']"
3368,data/images/quantifier/test_3368.png,"['none', 'many', 'many', 'most', 'many']"
3376,data/images/quantifier/test_3376.png,"['all', 'the smaller part', 'almost all', 'almost none', 'almost none']"
3378,data/images/quantifier/test_3378.png,"['none', 'almost none', 'none', 'all', 'some']"
3380,data/images/quantifier/test_3380.png,"['most', 'few', 'the smaller part', 'almost all', 'almost all']"
3384,data/images/quantifier/test_3384.png,"['some', 'most', 'most', 'the smaller part', 'all']"
3385,data/images/quantifier/test_3385.png,"['few', 'many', 'many', 'almost none', 'none']"
3387,data/images/quantifier/test_3387.png,"['almost none', 'all', 'some', 'many', 'most']"
3394,data/images/quantifier/test_3394.png,"['almost all', 'the smaller part', 'few', 'some', 'almost none']"
